Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
14;08:00;02;2016;1,6;16;12;1,0;355,38;83,095;0,105;02:00;9;0,020;0,085;;0;0,005;0,190;351,91;85,839;0,051;;;;0,000;;0;0,005;0,051;168,934;0,156;0,085;0,241;332,32;30,897;0,000;0,004;0,098;;;0,003;0,098;199,831;0,156;0,183;0,339;2,15;0,186;1217;226;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
15;08:00;02;2016;7;13;13;1,7;355,40;83,201;0,106;;;0,020;0,020;2516;50;0,009;0,126;351,93;85,942;0,103;;;;0,000;;0;0,009;0,103;169,143;0,209;0,020;0,229;332,32;30,897;0,000;0,004;0,098;;;0,005;0,098;200,040;0,209;0,118;0,327;2,15;0,186;1334;248;301,88;0,153;0,200;0,353;#ÁVALOR!;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
16;08:00;02;2016;1,4;11;3;1,7;355,42;83,307;0,106;01:30;9;0,020;0,069;;0;0,009;0,175;351,93;85,942;0,000;03:30;9;;0,113;;0;0,00867;0,113;169,249;0,106;0,182;0,288;332,42;31,209;0,312;0,004;0,004;;;0,005;0,316;200,458;0,418;0,186;0,604;2,15;0,186;;0;301,87;0,152;0,323;0,475;0,122;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
17;08:00;02;2016;;10;-1;1,5;355,44;83,413;0,106;01:04;9;0,020;0,054;;0;0,008;0,160;351,93;85,942;0,000;03:30;9;;0,115;;0;0,00765;0,115;169,355;0,106;0,169;0,275;332,49;31,429;0,220;0,004;0,004;;;0,005;0,224;200,784;0,326;0,173;0,499;2,15;0,186;1229;228;301,26;0,085;0,340;0,425;-0,05;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
18;08:00;02;2016;2,8;11;-1;1,2;355,46;83,519;0,106;;;0,020;0,020;2504;50;0,006;0,126;351,95;86,046;0,104;;;;0,002;;0;0,006;0,106;169,565;0,210;0,022;0,232;332,52;31,523;0,094;0,004;0,004;;;0,004;0,098;201,088;0,304;0,026;0,330;1,75;0,160;;0;301,25;0,084;0,261;0,345;-0,08;1,4;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
19;08:00;02;2016;1,1;10;6;0,8;355,48;83,625;0,106;;;0,020;0,020;2516;50;0,004;0,126;351,97;86,149;0,103;;;;0,002;;0;0,004;0,105;169,774;0,209;0,022;0,231;332,56;31,649;0,126;0,004;0,004;;;0,003;0,130;201,423;0,335;0,026;0,361;1,75;0,151;1205;182;301,24;0,083;0,104;0,187;-0,158;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
20;08:00;02;2016;2,3;11;5;0,9;355,50;83,731;0,106;01:30;9;0,020;0,069;;0;0,005;0,175;351,98;86,201;0,052;02:30;9;;0,083;;0;0,005;0,135;169,932;0,158;0,152;0,310;332,59;31,743;0,094;0,004;0,004;;;0,003;0,098;201,675;0,252;0,156;0,408;1,75;0,151;;0;;;;;;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
21;08:00;02;2016;;14;6;2,0;355,51;83,784;0,053;01:25;9;0,020;0,066;;0;0,011;0,119;352,00;86,305;0,104;;;;0,000;;0;0,010;0,104;170,089;0,157;0,066;0,223;332,60;31,775;0,032;0,004;0,097;;;0,006;0,129;201,864;0,189;0,163;0,352;1,75;0,151;;0;;;;;;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
22;08:00;02;2016;;16;8;2,6;355,52;83,837;0,053;02:02;9;0,020;0,086;2539;218;0,014;0,139;352,01;86,356;0,051;;;;0,000;;0;0,013;0,051;170,193;0,104;0,086;0,190;332,60;31,775;0,000;0,004;0,120;;;0,008;0,120;201,968;0,104;0,206;0,310;1,75;0,151;1166;176;301,84;0,147;0,150;0,297;#ÁVALOR!;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
23;08:00;02;2016;;17;7;2,2;355,52;83,837;0,000;01:30;9;0,020;0,069;2527;174;0,012;0,069;352,01;86,356;0,000;2:30 a.Êm.;9;;0,081;;0;0,011;0,081;170,193;0,000;0,150;0,150;332,63;31,869;0,094;0,004;0,004;;;0,007;0,098;202,062;0,094;0,154;0,248;1,65;0,143;;0;301,82;0,145;0,200;0,345;0,048;1,3;24;0;0,113;0,0;24;0;0,000;0,35;24;0;0,030;0;0,143;;;
24;08:00;02;2016;;18;6;1,8;355,52;83,837;0,000;01:34;9;0,020;0,071;;0;0,010;0,071;352,00;86,305;-0,051;02:30;9;;0,081;;0;0,009;0,030;170,142;-0,051;0,152;0,101;332,65;31,933;0,064;0,004;0,004;;;0,006;0,068;202,075;0,013;0,156;0,169;1,65;0,143;1193;170;301,73;0,132;0,222;0,354;0,009;1,3;24;0;0,112;0,0;24;0;0,000;0,35;24;0;0,030;0;0,143;;;
25;08:00;02;2016;3,1;15;5;1,5;355,53;83,890;0,053;01:00;9;0,020;0,052;2539;132;0,008;0,105;352,00;86,305;0,000;02:30;9;;0,081;;0;0,008;0,081;170,195;0,053;0,133;0,186;332,66;31,964;0,031;0,004;0,004;;;0,005;0,035;202,159;0,084;0,137;0,221;1,35;0,121;;0;301,71;0,130;0,241;0,371;0,017;1,0;24;0;0,091;0,0;24;0;0,000;0,35;24;0;0,030;0;0,121;;;
26;08:00;02;2016;;14;9;2,2;355,54;83,943;0,053;01:00;9;0,020;0,052;2469;128;0,012;0,105;352,01;86,356;0,051;02:30;9;;0,081;;0;0,011;0,132;170,299;0,104;0,133;0,237;332,69;32,059;0,095;0,004;0,004;;;0,007;0,099;202,358;0,199;0,137;0,336;1,15;0,101;;0;301,71;0,130;0,360;0,490;0,119;0,8;24;0;0,071;0,0;24;0;0,000;0,35;24;0;0,030;0;0,101;;;
27;08:00;02;2016;8,5;14;5;2,2;355,57;84,103;0,160;01:00;9;0,020;0,052;2562;133;0,012;0,212;352,03;86,460;0,104;02:30;9;;0,081;;0;0,011;0,185;170,563;0,264;0,133;0,397;332,73;32,186;0,127;0,004;0,004;;;0,007;0,131;202,749;0,391;0,137;0,528;1,15;0,099;;0;;;;;;0,8;24;0;0,069;0,0;24;0;0,000;0,35;24;0;0,030;0;0,099;;;
28;08:00;02;2016;0,7;9;4;0,7;355,60;84,263;0,160;;;0,020;0,020;;0;0,004;0,180;352,04;86,512;0,052;;;;0,000;;0;0,004;0,052;170,775;0,212;0,020;0,232;332,75;32,249;0,063;0,004;0,004;;;0,002;0,067;203,024;0,275;0,024;0,299;1,15;0,099;;0;;;;;;0,8;24;0;0,069;0,0;24;0;0,000;0,35;24;0;0,030;0;0,099;;;
29;08:00;02;2016;;12;5;1,0;355,62;84,369;0,106;;;0,020;0,020;;0;0,005;0,126;352,05;86,564;0,052;;;;0,000;;0;0,005;0,052;170,933;0,158;0,020;0,178;332,80;32,409;0,160;0,004;0,004;;;0,003;0,164;203,342;0,318;0,024;0,342;1,15;0,099;;0;;;;;;0,8;24;0;0,069;0,0;24;0;0,000;0,35;24;0;0,030;0;0,099;;;
1;8:00;03;2016;;15;6;2,5;355,64;84,476;0,107;;;0,020;0,020;;;0,005;0,127;352,06;86,617;0,053;;;;0,000;;;0,005;0,053;171,093;0,160;0,020;0,180;332,84;32,536;0,127;0,004;0,004;;;0,003;0,131;203,629;0,287;0,024;0,311;0,35;0,034;;0;301,73;0,132;0,230;0,362;0,362;0,0;24;0;0,004;0,0;24;0;0,000;0,35;24;0;0,030;0;0,034;;;
2;8:00;03;2016;;16;5;3,0;355,65;84,530;0,054;;;0,020;0,020;;0;0,016;0,074;352,07;86,669;0,052;;;;0,000;;0;0,016;0,052;171,199;0,106;0,020;0,126;332,88;32,664;0,128;0,004;0,004;;;0,010;0,132;203,863;0,234;0,024;0,258;0,35;0,030;;0;301,70;0,129;0,260;0,389;0,027;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
3;8:00;03;2016;;19;5;3,4;355,66;84,583;0,053;;;0,020;0,020;2480;50;0,018;0,073;352,09;86,773;0,104;;;;0,000;;0;0,018;0,104;171,356;0,157;0,020;0,177;332,91;32,760;0,096;0,004;0,004;;;0,011;0,100;204,116;0,253;0,024;0,277;0,35;0,030;1193;36;301,67;0,126;0,233;0,359;-0,030;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
4;08:00;03;2016;;16;6;2,0;355,68;84,690;0,107;;;0,020;0,036;;0;0,011;0,143;352,11;86,878;0,105;;;;0,000;;0;0,010;0,105;171,568;0,212;0,036;0,248;332,94;32,857;0,097;0,004;0,004;;;0,006;0,101;204,425;0,309;0,040;0,349;0,35;0,030;;0;301,79;0,139;0,207;0,346;-0,013;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
5;08:00;03;2016;;19;6;2,6;355,69;84,744;0,054;;;0,020;0,020;;0;0,014;0,074;352,12;86,930;0,052;;;;0,000;;0;0,014;0,052;171,674;0,106;0,020;0,126;332,94;32,857;0,000;0,004;0,096;;;0,008;0,096;204,531;0,106;0,116;0,222;1,35;0,132;;0;;;;;;1,0;24;0;0,102;0,0;24;0;0,000;0,35;24;0;0,030;0;0,132;;;
6;08:00;03;2016;;16;6;2,3;355,70;84,797;0,053;;;0,020;0,020;;0;0,012;0,073;352,13;86,983;0,053;;;;0,000;;0;0,012;0,053;171,780;0,106;0,020;0,126;332,94;32,857;0,000;0,004;0,096;;;0,007;0,096;204,637;0,106;0,116;0,222;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
7;08:00;03;2016;;13;5;2,5;355,71;84,851;0,054;;;0,020;0,020;;0;0,014;0,074;352,14;87,035;0,052;;;;0,000;;0;0,013;0,052;171,886;0,106;0,020;0,126;332,93;32,825;-0,032;0,004;0,096;;;0,008;0,064;204,711;0,074;0,116;0,190;1,35;0,117;1182;138;301,83;0,146;0,300;0,446;#ÁVALOR!;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
8;08:00;03;2016;2,0;13;3;1,0;355,73;84,958;0,107;;;0,020;0,020;2457;49;0,005;0,127;352,16;87,140;0,105;;;;0,000;;0;0,005;0,105;172,098;0,212;0,020;0,232;332,95;32,889;0,064;0,004;0,004;;;0,003;0,068;204,987;0,276;0,024;0,300;1,35;0,117;;0;301,79;0,139;0,223;0,362;-0,084;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
9;08:00;03;2016;;13;2;1,0;355,74;85,012;0,054;01:00;9;0,020;0,052;;0;0,005;0,106;352,16;87,140;0,000;02:00;9;;0,065;;0;0,005;0,065;172,152;0,054;0,117;0,171;332,96;32,921;0,032;0,004;0,004;;;0,003;0,036;205,073;0,086;0,121;0,207;1,50;0,120;;0;301,74;0,133;0,224;0,357;-0,005;1,0;24;0;0,086;0,0;24;0;0,000;0,50;24;0;0,034;0;0,120;;;
10;08:00;03;2016;;15;2;2,5;355,75;85,065;0,053;;;0,020;0,020;2457;49;0,013;0,073;352,17;87,193;0,053;;;;0,000;;0;0,013;0,053;172,258;0,106;0,020;0,126;332,94;32,857;-0,064;0,004;0,119;;;0,008;0,055;205,115;0,042;0,139;0,181;1,50;0,130;1135;147;301,82;0,145;0,225;0,370;0,013;1,0;24;0;0,086;0,0;24;0;0,000;0,50;24;0;0,043;0;0,130;;;
11;08:00;03;2016;;15;3;2,3;355,76;85,119;0,054;;;0,020;0,020;;0;0,012;0,074;352,18;87,245;0,052;;;;0,000;;0;0,012;0,052;172,364;0,106;0,020;0,126;332,92;32,792;-0,065;0,004;0,119;;;0,007;0,054;205,156;0,041;0,139;0,180;1,50;0,130;1076;139;301,83;0,146;0,288;0,434;0,064;1,0;24;0;0,086;0,0;24;0;0,000;0,50;24;0;0,043;0;0,130;;;
12;08:00;03;2016;;15;2;3,1;355,77;85,173;0,054;;;0,020;0,020;;0;0,017;0,074;352,19;87,298;0,053;;;;0,000;;0;0,016;0,053;172,471;0,107;0,020;0,127;332,91;32,760;-0,032;0,004;0,119;;;0,010;0,087;205,231;0,075;0,139;0,214;1,50;0,130;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,50;24;0;0,043;0;0,130;;;
13;08:00;03;2016;;17;3;3,3;355,78;85,226;0,053;;;0,020;0,020;;0;0,017;0,073;352,20;87,351;0,053;;;;0,000;;0;0,017;0,053;172,577;0,106;0,020;0,126;332,89;32,696;-0,064;0,004;0,119;;;0,011;0,055;205,273;0,042;0,139;0,181;1,50;0,130;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,50;24;0;0,043;0;0,130;;;
14;08:00;03;2016;;18;3;3,2;355,78;85,226;0,000;;;0,020;0,020;;0;0,017;0,020;352,20;87,351;0,000;;;;0,000;;0;0,017;0,000;172,577;0,000;0,020;0,020;332,88;32,664;-0,032;0,004;0,119;;;0,010;0,087;205,241;-0,032;0,139;0,107;1,50;0,130;1000;130;301,81;0,143;0,268;0,411;#ÁVALOR!;1,0;24;0;0,086;0,0;24;0;0,000;0,50;24;0;0,043;0;0,130;;;
15;08:00;03;2016;;17;6;1,7;355,78;85,226;0,000;;;0,020;0,020;2445;49;0,009;0,020;352,21;87,404;0,053;;;;0,000;;0;0,009;0,053;172,630;0,053;0,020;0,073;332,86;32,600;-0,064;0,004;0,119;;;0,005;0,055;205,230;-0,011;0,139;0,128;1,50;0,130;889;115;301,84;0,147;0,240;0,387;-0,024;1,0;24;0;0,086;0,0;24;0;0,000;0,50;24;0;0,043;0;0,130;;;
16;08:00;03;2016;1;15;9;1,2;355,78;85,226;0,000;01:30;9;0,020;0,069;;0;0,006;0,069;352,18;87,245;-0,159;06:30;9;;0,211;;0;0,00636;0,052;172,471;-0,159;0,280;0,121;332,86;32,600;0,000;0,004;0,004;;;0,004;0,004;205,071;-0,159;0,284;0,125;3,35;0,289;;0;301,68;0,127;0,350;0,477;0,09;1,0;24;0;0,086;2,0;24;0;0,173;0,35;24;0;0,030;0;0,289;;;
17;08:00;03;2016;;16;6;2,5;355,77;85,173;-0,053;01:30;9;0,020;0,069;2480;171;0,013;0,016;352,15;87,088;-0,157;06:00;10;;0,216;;0;0,013083333;0,059;172,261;-0,210;0,285;0,075;332,87;32,632;0,032;0,004;0,004;;;0,008;0,036;204,893;-0,178;0,289;0,111;3,35;0,289;585;169;301,76;0,135;0,350;0,485;0,008;1,0;24;0;0,086;2,0;24;0;0,173;0,35;24;0;0,030;0;0,289;;;
18;08:00;03;2016;;18;6;2,7;355,76;85,119;-0,054;01:30;10;0,020;0,074;2445;181;0,015;0,020;352,11;86,878;-0,210;06:48;10;;0,245;316;77;0,014;0,035;171,997;-0,264;0,319;0,055;332,88;32,664;0,032;0,004;0,004;;;0,009;0,036;204,661;-0,232;0,323;0,091;3,65;0,314;;0;301,59;0,118;0,382;0,500;0,015;1,0;24;0;0,086;2,3;24;0;0,197;0,35;24;0;0,030;0;0,314;;;
19;08:00;03;2016;4,5;17;9;1,9;355,75;85,065;-0,054;01:30;10;0,020;0,074;;0;0,010;0,020;352,09;86,773;-0,105;05:00;10;;0,180;;0;0,010;0,075;171,838;-0,159;0,254;0,095;332,89;32,696;0,032;0,004;0,004;;;0,006;0,036;204,534;-0,127;0,258;0,131;4,05;0,347;889;308;;;;;;1,4;24;0;0,118;2,3;24;0;0,199;0,35;24;0;0,030;0;0,347;;;
20;08:00;03;2016;0,3;16;6;1,1;355,74;85,012;-0,053;01:30;10;0,020;0,074;;0;0,006;0,021;352,10;86,825;0,052;;;;0,000;;0;0,006;0,052;171,837;-0,001;0,074;0,073;332,86;32,600;-0,096;0,004;0,143;;;0,004;0,047;204,437;-0,097;0,217;0,120;4,05;0,350;1006;352;;;;;;1,4;24;0;0,121;2,3;24;0;0,199;0,35;24;0;0,030;0;0,350;;;
21;08:00;03;2016;2,5;13;6;0,8;355,72;84,904;-0,108;02:30;10;0,020;0,110;2469;272;0,004;0,002;352,11;86,878;0,053;;;;0,000;;0;0,004;0,053;171,782;-0,055;0,110;0,055;332,81;32,440;-0,160;0,004;0,235;;;0,003;0,075;204,222;-0,215;0,345;0,130;4,05;0,350;868;304;301,83;0,146;0,170;0,316;#ÁVALOR!;1,4;24;0;0,121;2,3;24;0;0,199;0,35;24;0;0,030;0;0,350;;;
22;08:00;03;2016;3,5;12;6;0,8;355,71;84,851;-0,053;02:00;10;0,020;0,092;;0;0,004;0,039;352,08;86,721;-0,157;7:00 a.Êm.;10;;0,252;;0;0,004;0,095;171,572;-0,210;0,344;0,134;332,82;32,472;0,032;0,004;0,004;;;0,003;0,036;204,044;-0,178;0,348;0,170;4,05;0,350;;0;300,81;0,044;0,188;0,232;-0,084;1,4;24;0;0,121;2,3;24;0;0,199;0,35;24;0;0,030;0;0,350;;;
23;08:00;03;2016;1;14;6;1,0;355,68;84,690;-0,161;04:00;10;0,020;0,164;;0;0,005;0,003;352,08;86,721;0,000;;;;0,000;;0;0,005;0,000;171,411;-0,161;0,164;0,003;332,82;32,472;0,000;0,004;0,004;;;0,003;0,004;203,883;-0,161;0,168;0,007;1,75;0,188;1030;194;300,95;0,057;0,230;0,287;0,055;1,4;24;0;0,121;0,0;24;0;0,037;0,35;24;0;0,030;0;0,188;;;
24;08:00;03;2016;;15;6;1,5;355,66;84,583;-0,107;;;0,020;0,020;;0;0,008;-0,087;352,07;86,669;-0,052;04:00;10;;0,144;;0;0,008;0,092;171,252;-0,159;0,164;0,005;332,82;32,472;0,000;0,004;0,004;;;0,005;0,004;203,724;-0,159;0,168;0,009;1,75;0,151;;0;;;;;;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
25;08:00;03;2016;;18;6;2,3;355,66;84,583;0,000;04:00;10;0,020;0,164;;0;0,012;0,164;352,07;86,669;0,000;;;;0,000;;0;0,012;0,000;171,252;0,000;0,164;0,164;332,83;32,504;0,032;0,004;0,004;;;0,007;0,036;203,756;0,032;0,168;0,200;1,75;0,151;;0;;;;;;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
26;08:00;03;2016;;20;7;3,3;355,64;84,476;-0,107;04:00;10;0,020;0,164;;0;0,018;0,057;352,07;86,669;0,000;;;;0,000;;0;0,017;0,000;171,145;-0,107;0,164;0,057;332,83;32,504;0,000;0,004;0,004;;;0,011;0,004;203,649;-0,107;0,168;0,061;1,75;0,151;1287;195;;;;;;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
27;08:00;03;2016;;20;7;2,0;355,62;84,369;-0,107;;;0,020;0,020;;0;0,011;-0,087;352,08;86,721;0,052;;;;0,000;;0;0,010;0,052;171,090;-0,055;0,020;-0,035;332,81;32,440;-0,064;0,004;0,143;;;0,006;0,079;203,530;-0,119;0,163;0,044;1,75;0,151;;0;;;;;;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
28;08:00;03;2016;2,9;17;8;2,9;355,62;84,369;0,000;;;0,020;0,020;2445;49;0,015;0,020;352,09;86,773;0,052;;;;0,000;;0;0,015;0,052;171,142;0,052;0,020;0,072;332,79;32,377;-0,063;0,004;0,143;;;0,009;0,080;203,519;-0,011;0,163;0,152;1,75;0,151;1158;175;301,17;0,076;0,291;0,367;#ÁVALOR!;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
29;08:00;03;2016;;18;7;3,0;355,57;84,103;-0,266;03:10;20;0,020;0,248;;0;0,016;-0,018;352,10;86,825;0,052;;;;0,000;;0;0,016;0,052;170,928;-0,214;0,248;0,034;332,80;32,409;0,032;0,004;0,004;;;0,010;0,036;203,337;-0,182;0,252;0,070;1,75;0,151;1053;159;301,29;0,088;0,392;0,480;0,113;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
30;08:00;03;2016;;22;6;5,8;355,56;84,050;-0,053;;;0,020;0,020;;0;0,031;-0,033;352,08;86,721;-0,104;04:00;10;;0,144;;0;0,030;0,040;170,771;-0,157;0,164;0,007;332,81;32,440;0,031;0,004;0,004;;;0,018;0,035;203,211;-0,126;0,168;0,042;1,75;0,151;1112;168;301,57;0,116;0,371;0,487;0,007;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
31;08:00;03;2016;;23;9;5,4;355,56;84,050;0,000;;;0,020;0,020;;0;0,029;0,020;352,06;86,617;-0,104;04:00;10;;0,144;;0;0,02808;0,040;170,667;-0,104;0,164;0,060;332,82;32,472;0,032;0,004;0,004;;;0,017;0,036;203,139;-0,072;0,168;0,096;1,75;0,151;1088;165;301,79;0,139;0,360;0,499;0,012;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
1;8:00;04;2016;;14;5;4,1;355,56;84,050;0,000;;;0,020;0,020;2480;50;0,022;0,020;352,03;86,460;-0,157;04:00;10;;0,144;;;0,021;-0,013;170,510;-0,157;0,164;0,007;332,82;32,472;0,000;0,004;0,004;;;0,013;0,004;202,982;-0,157;0,168;0,011;1,75;0,151;1030;156;301,66;0,125;0,396;0,521;0,022;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
2;8:00;04;2016;;16;4;3,6;355,55;83,996;-0,054;;;0,020;0,020;;0;0,019;-0,034;352,03;86,460;0,000;;;;0,000;;0;0,019;0,000;170,456;-0,054;0,020;-0,034;332,82;32,472;0,000;0,004;0,004;;;0,012;0,004;202,928;-0,054;0,024;-0,030;1,85;0,157;;0;;;;;;1,5;24;0;0,127;0,0;24;0;0,000;0,35;24;0;0,030;0;0,157;;;
3;8:00;04;2016;;17;4;3,1;355,55;83,996;0,000;;;0,020;0,020;;0;0,016;0,020;352,02;86,408;-0,052;04:00;10;;0,144;;0;0,016;0,092;170,404;-0,052;0,164;0,112;332,82;32,472;0,000;0,004;0,004;;;0,010;0,004;202,876;-0,052;0,168;0,116;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
4;08:00;04;2016;;18;7;2,1;355,55;83,996;0,000;;;0,020;0,020;;0;0,011;0,020;352,02;86,408;0,000;;;;0,000;;0;0,011;0,000;170,404;0,000;0,020;0,020;332,82;32,472;0,000;0,004;0,004;;;0,007;0,004;202,876;0,000;0,024;0,024;1,85;0,160;1030;165;301,10;0,070;0,200;0,270;#ÁVALOR!;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
5;08:00;04;2016;16;15;8;1,3;355,56;84,050;0,054;;;0,020;0,020;;0;0,007;0,074;352,01;86,356;-0,052;04:00;10;;0,144;;0;0,007;0,092;170,406;0,002;0,164;0,166;332,85;32,568;0,096;0,004;0,004;;;0,004;0,100;202,974;0,098;0,168;0,266;1,85;0,160;1018;163;301,11;0,071;0,270;0,341;0,071;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
6;08:00;04;2016;;17;8;4,5;355,57;84,103;0,053;;;0,020;0,020;2445;49;0,024;0,073;352,00;86,305;-0,051;04:00;10;;0,144;304;44;0,023;0,093;170,408;0,002;0,164;0,166;332,86;32,600;0,032;0,004;0,004;;;0,014;0,036;203,008;0,034;0,168;0,202;1,85;0,160;1018;163;301,45;0,104;0,220;0,324;-0,017;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
7;08:00;04;2016;;20;9;2,9;355,58;84,156;0,053;;;0,020;0,020;;0;0,015;0,073;351,98;86,201;-0,104;04:00;10;;0,144;;0;0,015;0,040;170,357;-0,051;0,164;0,113;332,87;32,632;0,032;0,004;0,004;;;0,009;0,036;202,989;-0,019;0,168;0,149;1,85;0,160;948;152;301,28;0,087;0,264;0,351;0,027;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
8;08:00;04;2016;;22;10;3,0;355,58;84,156;0,000;;;0,020;0,020;;0;0,016;0,020;351,96;86,097;-0,104;04:45;10;;0,171;;0;0,016;0,067;170,253;-0,104;0,191;0,087;332,88;32,664;0,032;0,004;0,004;;;0,010;0,036;202,917;-0,072;0,195;0,123;1,85;0,160;;0;301,67;0,126;0,230;0,356;0,005;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
9;08:00;04;2016;;17;6;5,9;355,58;84,156;0,000;;;0,020;0,020;;0;0,031;0,020;351,94;85,994;-0,103;04:00;10;;0,144;;0;0,030;0,041;170,150;-0,103;0,164;0,061;332,89;32,696;0,032;0,004;0,004;;;0,019;0,036;202,846;-0,071;0,168;0,097;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
10;08:00;04;2016;;20;5;3,1;355,58;84,156;0,000;;;0,020;0,020;;0;0,016;0,020;351,92;85,891;-0,103;04:00;10;;0,144;;0;0,016;0,041;170,047;-0,103;0,164;0,061;332,89;32,696;0,000;0,004;0,004;;;0,010;0,004;202,743;-0,103;0,168;0,065;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
11;08:00;04;2016;5,9;15;7;1,1;355,58;84,156;0,000;;;0,020;0,020;2539;51;0,006;0,020;351,90;85,788;-0,103;04:00;10;;0,144;;0;0,006;0,041;169,944;-0,103;0,164;0,061;332,90;32,728;0,032;0,004;0,004;;;0,004;0,036;202,672;-0,071;0,168;0,097;1,85;0,160;901;144;301,81;0,143;0,274;0,417;#ÁVALOR!;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;
