Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion;;;;;;;;;;;;;
20;8:00;02;2014;;13;4;1,6;361,04;117,268;0,412;4:30;12,0;0,020;0,214;;0;0,011;0,626;361,10;144,538;-0,074;;;;0,000;;0;0,012;-0,074;261,806;0,338;0,214;0,552;337,62;49,996;0,123;0,004;0,004;;;0,007;0,127;311,802;0,461;0,218;0,679;1,85;0,160;;0;301,12;0,072;0,325;0,397;0,07;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
21;8:00;02;2014;0;14;4;0,9;361,10;117,680;0,412;5:00;12,0;0,020;0,236;;0;0,006;0,648;361,10;144,538;0,000;;;;0,000;;0;0,007;0,000;262,218;0,412;0,236;0,648;337,65;50,118;0,122;0,004;0,004;;;0,004;0,126;312,336;0,534;0,240;0,774;1,85;0,160;;0;301,25;0,084;0,436;0,520;0,123;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
22;8:00;02;2014;;12;5;1,0;361,12;117,818;0,138;5:00;12,0;0,020;0,236;;0;0,007;0,374;361,12;144,686;0,148;;;;0,000;;0;0,007;0,148;262,504;0,286;0,236;0,522;337,68;50,241;0,123;0,004;0,004;;;0,004;0,127;312,745;0,409;0,240;0,649;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
23;8:00;02;2014;;13;5;2,0;361,15;118,025;0,207;;;0,020;0,020;;0;0,014;0,227;361,15;144,909;0,223;;;;0,000;;0;0,015;0,223;262,934;0,430;0,020;0,450;337,71;50,364;0,123;0,004;0,004;;;0,008;0,127;313,298;0,553;0,024;0,577;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
24;8:00;02;2014;4,5;14;8;6,0;361,18;118,232;0,207;;;0,020;0,020;2071;41;0,041;0,227;361,18;145,133;0,224;;;;0,000;;0;0,045;0,224;263,365;0,431;0,020;0,451;337,74;50,487;0,123;0,004;0,004;;;0,025;0,127;313,852;0,554;0,024;0,578;1,85;0,160;;0;300,23;0,002;0,415;0,417;#ÁVALOR!;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
25;8:00;02;2014;;13;6;1,4;361,22;118,509;0,277;5:00;"12;0";0,020;0,236;995;235;0,010;0,513;361,22;145,431;0,298;;;;0,000;;0;0,010;0,298;263,940;0,575;0,236;0,811;337,75;50,528;0,041;0,004;0,004;;;0,006;0,045;314,468;0,616;0,240;0,856;1,85;0,160;;0;300,94;0,057;0,498;0,555;0,138;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
26;8:00;02;2014;;14;6;1,8;361,25;118,716;0,207;;;0,020;0,020;2024;40;0,012;0,227;361,25;145,655;0,224;;;;0,000;;0;0,013;0,224;264,371;0,431;0,020;0,451;337,76;50,569;0,041;0,004;0,004;;;0,007;0,045;314,94;0,472;0,024;0,496;1,55;0,114;;0;300,93;0,056;0,228;0,284;-0,271;1,2;19;30;0,084;0,0;24;0;0,000;0,35;24;0;0,030;0;0,114;;;;;;;;;;;;;;;;
27;8:00;02;2014;;14;6;2,5;361,27;118,855;0,139;0:00;12,0;0,020;0,236;;0;0,017;0,375;361,27;145,804;0,149;;;;0,000;;0;0,019;0,149;264,659;0,288;0,236;0,524;337,78;50,651;0,082;0,004;0,004;;;0,010;0,086;315,31;0,370;0,240;0,610;1,45;0,115;;0;301,36;0,095;0,359;0,454;0,170;1,1;21;30;0,085;0,0;24;0;0,000;0,35;24;0;0,030;0;0,115;;;;;;;;;;;;;;;;
28;8:00;02;2014;;14;6;2,0;361,29;118,994;0,139;;;0,020;0,020;;0;0,014;0,159;361,29;145,954;0,150;;;;0,000;;0;0,015;0,150;264,948;0,289;0,020;0,309;337,79;50,692;0,041;0,004;0,004;;;0,008;0,045;315,640;0,330;0,024;0,354;1,45;0,125;;0;;;;;;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
1;8:00;03;2014;;16;7;1,3;361,31;119,133;0,139;;;0,020;0,020;;0;0,009;0,159;361,31;146,103;0,149;;;;0,000;;0;0,010;0,149;265,236;0,288;0,020;0,308;337,81;50,774;0,082;0,004;0,004;;;0,005;0,086;316,010;0,370;0,024;0,394;1,45;0,125;;0;;;;;;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
2;8:00;03;2014;0,5;12;9;1,5;361,35;119,411;0,278;;;0,020;0,020;;0;0,010;0,298;361,35;146,403;0,300;;;;0,000;;0;0,011;0,300;265,814;0,578;0,020;0,598;337,82;50,816;0,042;0,004;0,004;;;0,006;0,046;316,630;0,620;0,024;0,644;1,45;0,125;;0;;;;;;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
3;8:00;03;2014;1;14;6;1,1;361,40;119,759;0,348;;;0,020;0,020;1989;40;0,008;0,368;361,40;146,778;0,375;;;;0,000;;0;0,008;0,375;266,537;0,723;0,020;0,743;337,84;50,898;0,082;0,004;0,004;;;0,005;0,086;317,435;0,805;0,024;0,829;1,45;0,125;1720;215;301,54;0,113;0,202;0,315;#ÁVALOR!;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
4;8:00;03;2014;;13;6;1,6;361,44;120,038;0,279;5:00;12,0;0,020;0,236;;0;0,011;0,515;361,44;147,079;0,301;;;;0,000;;0;0,012;0,301;267,117;0,580;0,236;0,816;337,86;50,980;0,082;0,004;0,004;;;0,007;0,086;318,097;0,662;0,240;0,902;1,45;0,125;;0;301,57;0,116;0,313;0,429;0,114;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
5;8:00;03;2014;;13;6;1,8;361,48;120,318;0,280;;;0,020;0,020;;0;0,013;0,300;361,48;147,380;0,301;;;;0,000;;0;0,014;0,301;267,698;0,581;0,020;0,601;337,90;51,146;0,166;0,004;0,004;;;0,007;0,170;318,844;0,747;0,024;0,771;1,45;0,125;;0;301,58;0,117;0,322;0,439;0,010;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
6;8:00;03;2014;;16;6;1,1;361,50;120,458;0,140;5:00;12,0;0,020;0,236;;0;0,008;0,376;361,50;147,531;0,151;;;;0,000;;0;0,008;0,151;267,989;0,291;0,236;0,527;337,93;51,270;0,124;0,004;0,004;;;0,005;0,128;319,259;0,415;0,240;0,655;1,45;0,125;;0;301,29;0,088;0,464;0,552;0,113;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
7;8:00;03;2014;;21;6;2,6;361,54;120,738;0,280;;;0,020;0,020;1989;40;0,018;0,300;361,54;147,833;0,302;;;;0,000;;0;0,020;0,302;268,571;0,582;0,020;0,602;337,97;51,435;0,165;0,004;0,004;;;0,011;0,169;320,006;0,747;0,024;0,771;1,45;0,125;;0;301,30;0,089;0,307;0,396;-0,156;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
8;8:00;03;2014;;22;10;5,1;361,56;120,879;0,141;4:40;12,0;0,020;0,222;;0;0,036;0,363;361,56;147,984;0,151;0:20;12;;0,014;;0;0,039;0,165;268,863;0,292;0,236;0,528;337,99;51,518;0,083;0,004;0,004;;;0,021;0,087;320,381;0,375;0,240;0,615;1,45;0,125;;0;;;;;;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
9;8:00;03;2014;;17;8;5,3;361,58;121,019;0,140;;;0,020;0,020;;0;0,037;0,160;361,58;148,135;0,151;;;;0,000;;0;0,040;0,151;269,154;0,291;0,020;0,311;338,01;51,602;0,084;0,004;0,004;;;0,022;0,088;320,756;0,375;0,024;0,399;1,45;0,125;;0;;;;;;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
10;8:00;03;2014;;18;10;5,0;361,61;121,230;0,211;;;0,020;0,020;;0;0,035;0,231;361,61;148,362;0,227;;;;0,000;;0;0,038;0,227;269,592;0,438;0,020;0,458;338,02;51,643;0,041;0,004;0,004;;;0,021;0,045;321,235;0,479;0,024;0,503;1,45;0,125;1755;220;301,61;0,120;0,315;0,435;#ÁVALOR!;1,1;24;0;0,095;0,0;24;0;0,000;0,35;24;0;0,030;0;0,125;;;;;;;;;;;;;;;;
11;8:00;03;2014;;14;9;3,5;361,62;121,301;0,071;;;0,020;0,020;;0;0,025;0,091;361,62;148,438;0,076;5:00;12;;0,216;;0;0,027;0,292;269,739;0,147;0,236;0,383;338,03;51,685;0,042;0,004;0,004;;;0,015;0,046;321,424;0,189;0,240;0,429;2,05;0,174;;0;301,39;0,098;0,440;0,538;0,103;1,7;24;0;0,144;0,0;24;0;0,000;0,35;24;0;0,030;0;0,174;;;;;;;;;;;;;;;;
12;8:00;03;2014;;16;9;3,3;361,64;121,441;0,140;;;0,020;0,020;;0;0,023;0,160;361,64;148,589;0,151;;;;0,000;;0;0,025;0,151;270,030;0,291;0,020;0,311;338,04;51,726;0,041;0,004;0,004;;;0,014;0,045;321,756;0,332;0,024;0,356;2,05;0,177;;0;301,39;0,098;0,294;0,392;-0,146;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;;;;;;;;;;;;;;
13;8:00;03;2014;1,5;15;8;2,7;361,66;121,582;0,141;;;0,020;0,020;;0;0,019;0,161;361,66;148,741;0,152;5:00;12;;0,216;;0;0,021;0,368;270,323;0,293;0,236;0,529;338,06;51,810;0,084;0,004;0,004;;;0,011;0,088;322,133;0,377;0,24;0,617;1,85;0,161;1708;275;300,97;0,059;0,457;0,516;0,124;1,5;22;0;0,131;0,0;24;0;0,000;0,35;24;0;0,030;0;0,161;;;;;;;;;;;;;;;;
14;8:00;03;2014;12;16;6;1,6;361,69;121,794;0,212;;;0,020;0,020;;0;0,011;0,232;361,69;148,968;0,227;5:00;12;;0,216;;0;0,012;0,443;270,762;0,439;0,236;0,675;338,07;51,851;0,041;0,004;0,004;;;0,007;0,045;322,613;0,480;0,240;0,720;1,85;0,160;;0;300,91;0,054;0,541;0,595;0,079;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
15;8:00;03;2014;;15;5;1,5;361,71;121,935;0,141;;;0,020;0,020;;0;0,011;0,161;361,71;149,120;0,152;3:00;12;;0,130;;0;0,011;0,282;271,055;0,293;0,150;0,443;338,08;51,893;0,042;0,004;0,004;;;0,006;0,046;322,948;0,335;0,154;0,489;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
16;8:00;03;2014;;19;5;2,8;361,73;122,077;0,142;;;0,020;0,020;;0;0,020;0,162;361,73;149,272;0,152;;;;0,000;;0;0,02128;0,152;271,349;0,294;0,020;0,314;338,09;51,935;0,042;0,004;0,004;;;0,012;0,046;323,284;0,336;0,024;0,360;1,85;0,160;;0;;;;;;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
17;8:00;03;2014;;22;6;3,7;361,75;122,218;0,141;;;0,020;0,020;;0;0,026;0,161;361,75;149,425;0,153;;;;0,000;;0;0,028305;0,153;271,643;0,294;0,020;0,314;338,10;51,976;0,041;0,004;0,004;;;0,015;0,045;323,619;0,335;0,024;0,359;1,85;0,160;1521;243;300,37;0,013;0,385;0,398;#ÁVALOR!;1,5;24;0;0,130;0,0;24;0;0,000;0,35;24;0;0,030;0;0,160;;;;;;;;;;;;;;;;
18;8:00;03;2014;;22;7;5,0;361,77;122,360;0,142;;;0,020;0,020;;0;0,036;0,162;361,77;149,577;0,152;;;;0,000;;0;0,038;0,152;271,937;0,294;0,020;0,314;338,11;52,018;0,042;0,004;0,004;;;0,021;0,046;323,955;0,336;0,024;0,360;2,25;0,196;;0;300,28;0,004;0,206;0,210;-0,188;1,9;24;0;0,166;0,0;24;0;0,000;0,35;24;0;0,030;0;0,196;;;;;;;;;;;;;;;;
19;8:00;03;2014;;23;7;2,5;361,76;122,289;-0,071;;;0,020;0,020;;0;0,018;-0,051;361,76;149,501;-0,076;7:37;12;;0,330;;0;0,019;0,254;271,790;-0,147;0,350;0,203;338,12;52,060;0,042;0,004;0,004;;;0,011;0,046;323,850;-0,105;0,354;0,249;2,25;0,194;;0;301,35;0,094;0,293;0,387;0,177;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
20;8:00;03;2014;;18;8;3,6;361,76;122,289;0,000;;;0,020;0,020;;0;0,026;0,020;361,76;149,501;0,000;4:00;12;;0,173;;0;0,027;0,173;271,790;0,000;0,193;0,193;338,12;52,060;0,000;0,004;0,004;;;0,015;0,004;323,850;0,000;0,197;0,197;2,25;0,194;1287;250;301,28;0,087;0,335;0,422;0,035;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
21;8:00;03;2014;;20;10;2,6;361,76;122,289;0,000;;;0,020;0,020;;0;0,018;0,020;361,76;149,501;0,000;6:00;12;;0,259;;0;0,020;0,259;271,790;0,000;0,279;0,279;338,13;52,102;0,042;0,004;0,004;;;0,011;0,046;323,892;0,042;0,283;0,325;2,25;0,194;;0;301,59;0,118;0,468;0,586;0,164;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
22;8:00;03;2014;;20;10;3,5;361,76;122,289;0,000;;;0,020;0,020;;0;0,025;0,020;361,76;149,501;0,000;6:40;12;;0,288;;0;0,027;0,288;271,790;0,000;0,308;0,308;338,14;52,144;0,042;0,004;0,004;;;0,015;0,046;323,934;0,042;0,312;0,354;2,25;0,194;;0;;;;;;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
23;8:00;03;2014;;18;7;1,8;361,78;122,431;0,142;;;0,020;0,020;;0;0,013;0,162;361,78;149,653;0,152;;;;0,000;;0;0,014;0,152;272,084;0,294;0,020;0,314;338,15;52,185;0,041;0,004;0,004;;;0,007;0,045;324,269;0,335;0,024;0,359;2,25;0,194;;0;;;;;;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
24;8:00;03;2014;;16;5;2,8;361,80;122,572;0,141;;;0,020;0,020;;0;0,020;0,161;361,80;149,805;0,152;;;;0,000;;0;0,021;0,152;272,377;0,293;0,020;0,313;338,15;52,185;0,000;0,004;0,004;;;0,011;0,004;324,562;0,293;0,024;0,317;2,25;0,194;1240;241;301,67;0,126;0,270;0,396;#ÁVALOR!;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
25;8:00;03;2014;;19;5;4,0;361,78;122,431;-0,141;;;0,020;0,020;;0;0,028;-0,121;361,78;149,653;-0,152;6:00;12;;0,259;;0;0,030;0,107;272,084;-0,293;0,279;-0,014;338,15;52,185;0,000;0,004;0,004;;;0,016;0,004;324,269;-0,293;0,283;-0,010;2,25;0,194;1050;204;301,52;0,111;0,415;0,526;0,130;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
26;8:00;03;2014;;18;8;3,4;361,79;122,501;0,070;;;0,020;0,020;;0;0,024;0,090;361,79;149,729;0,076;;;;0,000;;0;0,026;0,076;272,230;0,146;0,020;0,166;338,10;51,976;-0,209;0,004;0,285;;;0,014;0,076;324,206;-0,063;0,305;0,242;2,25;0,194;1076;209;301,29;0,088;0,541;0,629;0,103;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
27;8:00;03;2014;;15;5;3,9;361,80;122,572;0,071;;;0,020;0,020;;0;0,028;0,091;361,80;149,805;0,076;;;;0,000;;0;0,030;0,076;272,377;0,147;0,020;0,167;338,10;51,976;0,000;0,004;0,004;;;0,016;0,004;324,353;0,147;0,024;0,171;2,25;0,194;1076;209;301,27;0,086;0,390;0,476;-0,153;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
28;8:00;03;2014;;16;5;4,0;361,81;122,643;0,071;;;0,020;0,020;;0;0,028;0,091;361,81;149,882;0,077;;;;0,000;;0;0,031;0,077;272,525;0,148;0,020;0,168;338,10;51,976;0,000;0,004;0,004;;;0,016;0,004;324,501;0,148;0,024;0,172;2,25;0,194;1050;204;301,23;0,082;0,229;0,311;-0,165;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
29;8:00;03;2014;7;15;8;0,4;361,83;122,785;0,142;;;0,020;0,020;;0;0,003;0,162;361,83;150,034;0,152;;;;0,000;;;0,003;0,152;272,819;0,294;0,020;0,314;338,05;51,768;-0,208;0,004;0,284;;;0,002;0,076;324,587;0,086;0,304;0,390;2,25;0,194;;0;;;;;;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
30;8:00;03;2014;10,8;14;6;1,2;361,87;123,069;0,284;;;0,020;0,020;;0;0,009;0,304;361,87;150,340;0,306;;;;0,000;;0;0,009;0,306;273,409;0,590;0,020;0,610;338,02;51,643;-0,125;0,004;0,228;;;0,005;0,103;325,052;0,465;0,248;0,713;2,25;0,194;;0;;;;;;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
31;8:00;03;2014;;16;6;2,1;361,89;123,212;0,143;;;0,020;0,020;;0;0,015;0,163;361,89;150,493;0,153;;;;0,000;;;0,016065;0,153;273,705;0,296;0,020;0,316;337,96;51,394;-0,249;0,004;0,202;;;0,009;-0,047;325,099;0,047;0,222;0,269;2,25;0,194;936;182;301,71;0,130;0,519;0,649;#ÁVALOR!;1,9;24;0;0,164;0,0;24;0;0,000;0,35;24;0;0,030;0;0,194;;;;;;;;;;;;;;;;
1;8:00;04;2014;;18;7;2,6;361,91;123,354;0,142;;;0,020;0,020;;0;0,018;0,162;361,91;150,646;0,153;;;;0,000;;0;0,020;0,153;274,000;0,295;0,020;0,315;337,97;51,435;0,041;0,004;0,004;;;0,011;0,045;325,435;0,336;0,024;0,360;3,85;0,406;936;380;301,67;0,126;0,356;0,482;-0,167;1,7;23;0;0,227;1,8;23;0;0,149;0,35;24;0;0,030;0;0,406;;;;;;;;;;;;;;;;
2;8:00;04;2014;0,5;17;12;4,4;361,90;123,283;-0,071;;;0,020;0,020;1338;27;0,031;-0,051;361,90;150,569;-0,077;var;var;;0,424;445;189;0,034;0,347;273,852;-0,148;0,444;0,296;337,98;51,477;0,042;0,004;0,004;;;0,018;0,046;325,329;-0,106;0,448;0,342;4,45;0,384;702;270;301,65;0,124;0,360;0,484;0,002;1,7;24;0;0,147;2,4;24;0;0,207;0,35;24;0;0,030;0;0,384;;;;;;;;;;;;;;;;
3;8:00;04;2014;2,3;13;9;1,0;361,88;123,141;-0,142;4:00;5,6;0,020;0,101;1931;195;0,007;-0,041;361,88;150,416;-0,153;19:00;4,7;;0,321;;0;0,008;0,168;273,557;-0,295;0,422;0,127;338,00;51,560;0,083;0,004;0,004;;;0,004;0,087;325,117;-0,212;0,426;0,214;4,45;0,384;;0;301,23;0,082;0,512;0,594;0,110;1,7;24;0;0,147;2,4;24;0;0,207;0,35;24;0;0,030;0;0,384;;;;;;;;;;;;;;;;
4;8:00;04;2014;1,5;13;9;1,6;361,89;123,212;0,071;4:00;5,6;0,020;0,101;1942;196;0,011;0,172;361,89;150,493;0,077;var;var;;0,244;;0;0,012;0,321;273,705;0,148;0,345;0,493;338,02;51,643;0,083;0,004;0,004;;;0,007;0,087;325,348;0,231;0,349;0,580;4,45;0,384;814;313;301,63;0,122;0,478;0,600;0,006;1,7;24;0;0,147;2,4;24;0;0,207;0,35;24;0;0,030;0;0,384;;;;;;;;;;;;;;;;
5;8:00;04;2014;;16;9;3,2;361,89;123,212;0,000;5:00;5,6;0,020;0,121;;0;0,023;0,121;361,89;150,493;0,000;18:00;3,5;;0,227;;0;0,025;0,227;273,705;0,000;0,348;0,348;338,06;51,810;0,167;0,004;0,004;;;0,013;0,171;325,515;0,167;0,352;0,519;4,15;0,361;;0;;;;;;1,7;24;0;0,147;2,1;22;0;0,184;0,35;24;0;0,030;0;0,361;;;;;;;;;;;;;;;;
6;8:00;04;2014;;18;9;0,9;361,89;123,212;0,000;;;0,020;0,020;;0;0,006;0,020;361,89;150,493;0,000;24,00;3,5;;0,302;;0;0,007;0,302;273,705;0,000;0,322;0,322;338,10;51,976;0,166;0,004;0,004;;;0,004;0,170;325,681;0,166;0,326;0,492;4,15;0,359;;0;;;;;;1,7;24;0;0,147;2,1;24;0;0,181;0,35;24;0;0,030;0;0,359;;;;;;;;;;;;;;;;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
7;8:00;04;2014;;24;9;4,5;361,90;123,283;0,071;;;0,020;0,020;;0;0,032;0,091;361,90;150,569;0,076;24,00;3,5;;0,302;;0;0,034;0,378;273,852;0,147;0,322;0,469;338,14;52,144;0,168;0,004;0,004;;;0,019;0,172;325,996;0,315;0,326;0,641;4,15;0,359;831;298;301,54;0,113;0,478;0,591;#ÁVALOR!;1,7;24;0;0,147;2,1;24;0;0,181;0,35;24;0;0,030;0;0,359;;;;;;;;;;;;;;;;
8;8:00;04;2014;;25;9;8,6;361,90;123,283;0,000;;;0,020;0,020;;0;0,061;0,020;361,90;150,569;0,000;19:00;3,5;;0,239;;0;0,065;0,239;273,852;0,000;0,259;0,259;338,16;52,227;0,083;0,004;0,004;;;0,036;0,087;326,079;0,083;0,263;0,346;4,45;0,383;783;300;300,99;0,060;0,441;0,501;-0,09;1,7;24;0;0,147;2,4;23;0;0,206;0,35;24;0;0,030;0;0,383;;;;;;;;;;;;;;;;
9;8:00;04;2014;;27;13;9,2;361,90;123,283;0,000;;;0,020;0,020;;0;0,065;0,020;361,90;150,569;0,000;19:00;3,5;;0,239;;0;0,070;0,239;273,852;0,000;0,259;0,259;338,18;52,311;0,084;0,004;0,004;;;0,039;0,088;326,163;0,084;0,263;0,347;4,75;0,408;761;311;301,01;0,062;0,340;0,402;-0,099;1,7;24;0;0,147;2,7;22;0;0,231;0,35;24;0;0,030;0;0,408;;;;;;;;;;;;;;;;
10;8:00;04;2014;;21;11;6,0;361,89;123,212;-0,071;4:00;5,6;0,020;0,101;1907;193;0,043;0,030;361,89;150,493;-0,076;19:00;var;;0,298;;0;0,046;0,222;273,705;-0,147;0,399;0,252;338,19;52,353;0,042;0,004;0,004;;;0,025;0,046;326,058;-0,105;0,403;0,298;4,75;0,410;749;307;301,67;0,126;0,272;0,398;-0,004;1,7;24;0;0,147;2,7;24;0;0,233;0,35;24;0;0,030;0;0,410;;;;;;;;;;;;;;;;
11;8:00;04;2014;;24;17;10,4;361,85;122,927;-0,285;4:00;5,6;0,020;0,101;1907;193;0,074;-0,184;361,85;150,187;-0,306;19:00;var;;0,469;421;197;0,080;0,163;273,114;-0,591;0,570;-0,021;338,20;52,395;0,042;0,004;0,004;;;0,044;0,046;325,509;-0,549;0,574;0,025;4,85;0,418;749;313;301,35;0,094;0,547;0,641;0,243;1,7;24;0;0,147;2,8;21;0;0,241;0,35;24;0;0,030;0;0,418;;;;;;;;;;;;;;;;
12;8:00;04;2014;;25;14;8,5;361,85;122,927;0,000;3:00;3,5;0,020;0,058;;0;0,060;0,058;361,85;150,187;0,000;3:00;10,9;;0,118;;0;0,065;0,118;273,114;0,000;0,176;0,176;338,20;52,395;0,000;0,004;0,004;;;0,036;0,004;325,509;0,000;0,180;0,180;4,95;0,214;;0;;;;;;1,8;21;0;0,154;2,8;3;0;0,030;0,35;24;0;0,030;0;0,214;;;;;;;;;;;;;;;;
13;8:00;04;2014;;25;12;3,0;361,86;122,998;0,071;;;0,020;0,020;;0;0,021;0,091;361,86;150,263;0,076;;;;0,000;;0;0,023;0,076;273,261;0,147;0,020;0,167;338,21;52,437;0,042;0,004;0,004;;;0,013;0,046;325,698;0,189;0,024;0,213;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
14;8:00;04;2014;;22;12;5,9;361,87;123,069;0,071;;;0,020;0,020;;0;0,042;0,091;361,87;150,340;0,077;;;;0,000;398;0;0,045;0,077;273,409;0,148;0,020;0,168;338,22;52,479;0,042;0,004;0,004;;;0,025;0,046;325,888;0,190;0,024;0,214;2,15;0,186;783;145;301,25;0,084;0,195;0,279;#ÁVALOR!;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
