Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
21;8:00;02;2012;;15;1;1,8;360,62;114,410;0,000;;;0,020;0,052;1650;86;0,012;0,052;359,53;133,035;-0,428;12:54;9;;0,412;234;96;0,01284;-0,016;247,445;-0,428;0,464;0,036;336,46;45,379;0,000;0,004;0,004;25;0,1;0,007;0,004;292,824;-0,428;0,468;0,040;3,5;0,302;550;166;301,44;0,103;0,167;0,270;0,197;1,9;24;0;0,164;1,2;24;0;0,104;0,4;24;0;0,035;0;0,302;;;
22;8:00;02;2012;;14;2;1,8;360,62;114,410;0,000;;;0,020;0,023;1977;45;0,012;0,023;359,49;132,749;-0,286;12:53;9;;0,410;234;96;0,013;0,124;247,159;-0,286;0,433;0,147;336,46;45,379;0,000;0,004;0,004;25,000;0,100;0,007;0,004;292,538;-0,286;0,437;0,151;3,5;0,302;560;169;301,44;0,103;0,287;0,390;0,12;1,9;24;0;0,164;1,2;24;0;0,104;0,4;24;0;0,035;0;0,302;;;
23;8:00;02;2012;;15;2;2,1;360,63;114,478;0,068;;;0,020;0,023;1977;45;0,014;0,091;359,45;132,464;-0,285;9:55;9;;0,318;234;74;0,015;0,033;246,942;-0,217;0,341;0,124;336,46;45,379;0,000;0,004;0,004;25;0,1;0,008;0,004;292,321;-0,217;0,345;0,128;3,5;0,302;573;173;301,23;0,082;0,305;0,387;-0,003;1,9;24;0;0,164;1,2;24;0;0,104;0,4;24;0;0,035;0;0,302;;;
24;8:00;02;2012;;16;4;2,5;360,63;114,478;0,000;;;0,020;0,020;1977;40;0,017;0,020;359,41;132,180;-0,284;9:55;9;;0,317;234;74,178;0,018;0,033;246,658;-0,284;0,337;0,053;336,46;45,379;0,000;0,004;0,004;25,000;0,100;0,010;0,004;292,037;-0,284;0,341;0,057;3,5;0,302;480;145;301,17;0,076;0,318;0,394;0,007;1,9;24;0;0,164;1,2;24;0;0,104;0,4;24;0;0,035;0;0,302;;;
25;8:00;02;2012;;16;4;3,3;360,63;114,478;0,000;;;0,020;0,020;2001;40;0,022;0,020;359,38;131,967;-0,213;8:44;9;;0,282;234;65,988;0,023;0,069;246,445;-0,213;0,302;0,089;336,46;45,379;0,000;0,004;0,004;25,000;0,100;0,013;0,004;291,824;-0,213;0,306;0,093;2,6;0,254;490;124;;;;;;2,2;24;0;0,190;0,0;24;0;0,029;0,4;24;0;0,035;0;0,254;;;
26;8:00;02;2012;;18;4;2,5;360,63;114,478;0,000;;;0,020;0,020;2001;40;0,017;0,020;359,36;131,825;-0,142;5:54;9;;0,190;234;44,46;0,018;0,048;246,303;-0,142;0,210;0,068;336,46;45,379;0,000;0,004;0,004;25,000;0,100;0,010;0,004;291,682;-0,142;0,214;0,072;2,6;0,225;500;112;;;;;;2,2;24;0;0,190;0,0;24;0;0,000;0,4;24;0;0,035;0;0,225;;;
27;8:00;02;2012;;18;4;2,3;360,63;114,478;0,000;;;0,020;0,020;2001;40;0,016;0,020;359,34;131,683;-0,142;5:52;9;;0,189;234;44,226;0,016;0,047;246,161;-0,142;0,209;0,067;336,46;45,379;0,000;0,004;0,004;25,000;0,100;0,009;0,004;291,540;-0,142;0,213;0,071;2,6;0,225;515;116;301,12;0,072;0,38;0,452;#ÁVALOR!;2,2;24;0;0,190;0,0;24;0;0,000;0,4;24;0;0,035;0;0,225;;;
28;8:00;02;2012;;19;4;3,5;360,63;114,478;0,000;;;0,020;0,022;2001;44;0,024;0,022;359,31;131,471;-0,212;8:54;9;;0,284;234;66,456;0,025;0,072;245,949;-0,212;0,306;0,094;336,46;45,379;0,000;0,004;0,004;25,000;0,100;0,014;0,004;291,328;-0,212;0,310;0,098;2,6;0,225;510;115;;;;;;2,2;24;0;0,190;0,0;24;0;0,000;0,4;24;0;0,035;0;0,225;;;
29;8:00;02;2012;;16;7;3,0;360,63;114,478;0,000;;;0,020;0,020;2001;40;0,020;0,020;359,28;131,258;-0,213;6:54;9;;0,221;234;51,714;0,021;0,008;245,736;-0,213;0,241;0,028;336,46;45,379;0,000;0,004;0,004;25;0,1;0,012;0,004;291,115;-0,213;0,245;0,032;2,6;0,225;505;113;301,61;0,120;0,446;0,566;#ÁVALOR!;2,2;24;0;0,190;0,0;24;0;0,000;0,4;24;0;0,035;0;0,225;;;
1;8:00;03;2012;;16;4;2,8;360,63;114,478;0,000;;;0,020;0,020;2059;41;0,019;0,020;359,28;131,258;0,000;;;;0,000;234;0;0,020;0,000;245,736;0,000;0,020;0,020;336,47;45,417;0,038;0,004;0,004;25;0;0,011;0,042;291,153;0,038;0,024;0,062;2,6;0,225;503;113;301,58;0,117;0,296;0,413;;1,8;24;0;0,156;0,4;24;0;0,035;0,4;24;0;0,035;0;0,225;;;
2;8:00;03;2012;0,7;16;5;2,2;360,63;114,478;0,000;;;0,020;0,020;2059;41;0,015;0,020;359,26;131,117;-0,141;5:55;9;;0,189;234;44;0,016;0,048;245,595;-0,141;0,209;0,068;336,47;45,417;0,000;0,004;0,004;25;0;0,008;0,004;291,012;-0,141;0,213;0,072;2,7;0,233;503;117;301,35;0,094;0,295;0,389;-0,024;1,8;24;0;0,156;0,5;24;0;0,043;0,4;24;0;0,035;0;0,233;;;
3;8:00;03;2012;;15;5;1,6;360,63;114,478;0,000;;;0,020;0,020;2059;41;0,011;0,020;359,24;130,976;-0,141;5:54;9;;0,189;234;44;0,011;0,048;245,454;-0,141;0,209;0,068;336,47;45,417;0,000;0,004;0,004;25;0;0,006;0,004;290,871;-0,141;0,213;0,072;2,7;0,233;505;118;;;;;;1,8;24;0;0,156;0,5;24;0;0,043;0,4;24;0;0,035;0;0,233;;;
4;8:00;03;2012;;12;5;2,1;360,63;114,478;0,000;;;0,020;0,020;2059;41;0,014;0,020;359,23;130,905;-0,071;5:48;9;;0,188;234;44;0,015;0,117;245,383;-0,071;0,208;0,137;336,47;45,417;0,000;0,004;0,004;25;0;0,008;0,004;290,800;-0,071;0,212;0,141;2,7;0,233;510;119;;;;;;1,8;24;0;0,156;0,5;24;0;0,043;0,4;24;0;0,035;0;0,233;;;
5;8:00;03;2012;;18;5;1,6;360,63;114,478;0,000;;;0,020;0,020;2059;41;0,011;0,020;359,23;130,905;0,000;;;;0,000;234;0;0,011;0,000;245,383;0,000;0,020;0,020;336,47;45,417;0,000;0,004;0,004;25;0;0,006;0,004;290,800;0,000;0,024;0,024;2,7;0,233;515;120;301,52;0,111;0,006;0,117;;1,8;24;0;0,156;0,5;24;0;0,043;0,4;24;0;0,035;0;0,233;;;
6;8:00;03;2012;;18;8;1,6;360,63;114,478;0,000;;;0,020;0,020;2071;41;0,011;0,020;359,20;130,693;-0,212;7:53;9;;0,252;246;62;0,011;0,040;245,171;-0,212;0,272;0,060;336,47;45,417;0,000;0,004;0,004;25;0;0,006;0,004;290,588;-0,212;0,276;0,064;2,7;0,233;515;120;301,46;0,105;0,035;0,140;0,023;1,8;24;0;0,156;0,5;24;0;0,043;0,4;24;0;0,035;0;0,233;;;
7;8:00;03;2012;;17;3;2,8;360,63;114,478;0,000;;;0,020;0,020;2071;41;0,019;0,020;359,17;130,482;-0,211;7:56;9;;0,253;246;62;0,020;0,042;244,960;-0,211;0,273;0,062;336,47;45,417;0,000;0,004;0,004;25;0;0,011;0,004;290,377;-0,211;0,277;0,066;3,0;0,259;515;133;301,46;0,105;0,038;0,143;0,003;1,8;24;0;0,156;0,8;24;0;0,069;0,4;24;0;0,035;0;0,259;;;
8;8:00;03;2012;;15;3;2,0;360,63;114,478;0,000;;;0,020;0,020;2071;41;0,014;0,020;359,14;130,271;-0,211;8:39;9;;0,267;246;66;0,014;0,056;244,749;-0,211;0,287;0,076;336,48;45,456;0,039;0,004;0,004;25;0;0,008;0,043;290,205;-0,172;0,291;0,119;3,0;0,259;515;133;301,16;0,075;0,079;0,154;0,011;1,8;24;0;0,156;0,8;24;0;0,069;0,4;24;0;0,035;0;0,259;;;
9;8:00;03;2012;;18;3;2,8;360,63;114,478;0,000;;;0,020;0,020;1884;38;0,019;0,020;359,11;130,060;-0,211;8:46;9;;0,281;246;69;0,020;0,070;244,538;-0,211;0,301;0,090;336,48;45,456;0,000;0,004;0,004;25;0;0,011;0,004;289,994;-0,211;0,305;0,094;3,0;0,259;515;133;301,14;0,074;0,169;0,243;0,089;1,8;24;0;0,156;0,8;24;0;0,069;0,4;24;0;0,035;0;0,259;;;
10;8:00;03;2012;;15;8;3,0;360,62;114,410;-0,068;;;0,020;0,023;2072;48;0,020;-0,045;359,08;129,849;-0,211;6:55;9;;0,221;246;54;0,021;0,010;244,259;-0,279;0,244;-0,035;336,48;45,456;0,000;0,004;0,004;25;0;0,012;0,004;289,715;-0,279;0,248;-0,031;2,5;0,216;515;111;;;;;;1,8;24;0;0,156;0,3;24;0;0,026;0,4;24;0;0,035;0;0,216;;;
11;8:00;03;2012;;14;4;2,8;360,62;114,410;0,000;;;0,020;0,020;2073;41;0,019;0,020;359,05;129,639;-0,210;5:54;9;;0,189;246;46;0,020;-0,021;244,049;-0,210;0,209;-0,001;336,48;45,456;0,000;0,004;0,004;25;0;0,011;0,004;289,505;-0,210;0,213;0,003;2,5;0,216;515;111;;;;;;1,8;24;0;0,156;0,3;24;0;0,026;0,4;24;0;0,035;0;0,216;;;
12;8:00;03;2012;;16;4;3,1;360,62;114,410;0,000;;;0,020;0,020;2074;41;0,021;0,020;359,02;129,429;-0,210;5:52;9;;0,190;246;47;0,022;-0,020;243,839;-0,210;0,210;0,000;336,48;45,456;0,000;0,004;0,004;25;0;0,012;0,004;289,295;-0,210;0,214;0,004;2,45;0,212;515;109;300,88;0,051;0,232;0,283;#ÁVALOR!;1,8;24;0;0,156;0,3;24;0;0,026;0,35;24;0;0,030;0;0,212;;;
13;8:00;03;2012;;18;4;4,4;360,62;114,410;0,000;;;0,020;0,020;2075;42;0,029;0,020;358,99;129,219;-0,210;9:54;9;;0,315;246;77;0,031;0,105;243,629;-0,210;0,335;0,125;336,48;45,456;0,000;0,004;0,004;25;0;0,017;0,004;289,085;-0,210;0,339;0,129;3,45;0,293;515;151;301,38;0,097;0,241;0,338;0,055;1,8;24;0;0,157;1,3;24;0;0,106;0,35;24;0;0,030;0;0,293;;;
14;8:00;03;2012;;19;12;5,2;360,62;114,410;0,000;;;0,020;0,020;2076;42;0,035;0,020;358,95;128,939;-0,280;8:55;9;;0,283;246;70;0,036;0,003;243,349;-0,280;0,303;0,023;336,48;45,456;0,000;0,004;0,004;25;0;0,020;0,004;288,805;-0,280;0,307;0,027;3,85;0,333;515;171;301,35;0,094;0,211;0,305;-0,033;1,8;24;0;0,156;1,7;24;0;0,147;0,35;24;0;0,030;0;0,333;;;
15;8:00;03;2012;;21;14;7,4;360,61;114,343;-0,067;;;0,020;0,020;2176;44;0,050;-0,047;358,91;128,660;-0,279;7:55;9;;0,253;;0;0,052;-0,026;243,003;-0,346;0,273;-0,073;336,48;45,456;0,000;0,004;0,004;25;0;0,029;0,004;288,459;-0,346;0,277;-0,069;3,85;0,333;550;183;301,40;0,099;0,120;0,219;-0,086;1,8;24;0;0,156;1,7;24;0;0,147;0,35;24;0;0,030;0;0,333;;;
16;8:00;03;2012;;20;11;5,0;360,58;114,141;-0,202;3:52;9;0,020;0,147;2129;313;0,034;-0,055;358,91;128,660;0,000;;;;0,000;;0;0,034;0,000;242,801;-0,202;0,147;-0,055;336,42;45,223;-0,233;0,004;0,181;25;5;0,019;-0,052;288,024;-0,435;0,328;-0,107;3,85;0,333;580;193;301,29;0,088;0,101;0,189;-0,030;1,8;24;0;0,156;1,7;24;0;0,147;0,35;24;0;0,030;0;0,333;;;
17;8:00;03;2012;;18;7;3,1;360,56;114,006;-0,135;3:57;9;0,020;0,141;2176;307;0,021;0,006;358,91;128,660;0,000;;;;0,000;;0;0,02139;0,000;242,666;-0,135;0,141;0,006;336,38;45,068;-0,155;0,004;0,204;25;5;0,012;0,049;287,734;-0,290;0,345;0,055;4,05;0,348;600;209;;;;;;1,8;24;0;0,156;1,9;24;0;0,162;0,35;24;0;0,030;0;0,348;;;
18;8:00;03;2012;;19;7;2,5;360,54;113,872;-0,134;4:04;9;0,020;0,151;2180;329;0,017;0,017;358,92;128,730;0,070;;;;0,000;;0;0,018;0,070;242,602;-0,064;0,151;0,087;336,33;44,875;-0,193;0,004;0,252;25;6;0,010;0,059;287,477;-0,257;0,403;0,146;4,05;0,350;620;217;;;;;;1,8;24;0;0,156;1,9;24;0;0,164;0,35;24;0;0,030;0;0,350;;;
19;8:00;03;2012;;17;5;3,7;360,52;113,738;-0,134;4:04;9;0,020;0,152;2190;333;0,025;0,018;358,92;128,730;0,000;;;;0,000;;0;0,026;0,000;242,468;-0,134;0,152;0,018;336,28;44,682;-0,193;0,004;0,203;25;5;0,014;0,010;287,150;-0,327;0,355;0,028;4,05;0,350;643;225;301,87;0,152;0,051;0,203;#ÁVALOR!;1,8;24;0;0,156;1,9;24;0;0,164;0,35;24;0;0,030;0;0,350;;;
20;8:00;03;2012;;16;5;2,8;360,49;113,537;-0,201;4:21;9;0,020;0,159;2200;350;0,019;-0,042;358,93;128,800;0,070;;;;0,000;;0;0,020;0,070;242,337;-0,131;0,159;0,028;336,25;44,567;-0,115;0,004;0,182;25;5;0,011;0,067;286,904;-0,246;0,341;0,095;4,05;0,350;660;231;301,87;0,152;0,016;0,168;-0,035;1,8;24;0;0,156;1,9;24;0;0,164;0,35;24;0;0,030;0;0,350;;;
21;8:00;03;2012;;14;3;3,0;360,47;113,403;-0,134;4:21;9;0,020;0,161;2210;356;0,020;0,027;358,93;128,800;0,000;;;;0,000;;0;0,021;0,000;242,203;-0,134;0,161;0,027;336,18;44,298;-0,269;0,004;0,226;25;6;0,012;-0,043;286,501;-0,403;0,387;-0,016;3,95;0,341;680;232;;;;;;1,8;24;0;0,156;1,8;24;0;0,156;0,35;24;0;0,030;0;0,341;;;
22;8:00;03;2012;;15;3;2,5;360,44;113,202;-0,201;4:19;9;0,020;0,157;2235;351;0,017;-0,044;358,93;128,800;0,000;;;;0,000;;0;0,018;0,000;242,002;-0,201;0,157;-0,044;336,12;44,068;-0,230;0,004;0,227;25;6;0,010;-0,003;286,070;-0,431;0,384;-0,047;3,95;0,341;690;235;301,67;0,126;0,058;0,184;#ÁVALOR!;1,8;24;0;0,156;1,8;24;0;0,156;0,35;24;0;0,030;0;0,341;;;
23;8:00;03;2012;;16;3;2,9;360,41;113,001;-0,201;5:55;9;0,020;0,211;2223;469;0,019;0,010;358,93;128,800;0,000;;;;0,000;;0;0,020;0,000;241,801;-0,201;0,211;0,010;336,12;44,068;0,000;0,004;0,004;25;0;0,011;0,004;285,869;-0,201;0,215;0,014;3,05;0,277;796;220;301,75;0,134;0,008;0,142;-0,042;1,8;24;0;0,156;0,9;24;0;0,091;0,35;24;0;0,030;0;0,277;;;
24;8:00;03;2012;0,3;17;11;5,6;360,40;112,935;-0,066;2:55;9;0,020;0,113;2220;251;0,037;0,047;358,92;128,730;-0,070;;;;0,000;;0;0,039;-0,070;241,665;-0,136;0,113;-0,023;336,12;44,068;0,000;0,004;0,004;25;0;0,021;0,004;285,733;-0,136;0,117;-0,019;0,35;0,039;796;31;;;;;;0,0;24;0;0,006;0,0;24;0;0,003;0,35;24;0;0,030;0;0,039;;;
25;8:00;03;2012;;17;11;2,0;360,40;112,935;0,000;;;0,020;0,020;2215;44;0,013;0,020;358,92;128,730;0,000;;;;0,000;;0;0,014;0,000;241,665;0,000;0,020;0,020;336,12;44,068;0,000;0,004;0,004;25;0;0,008;0,004;285,733;0,000;0,024;0,024;0,35;0,030;800;24;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
26;8:00;03;2012;;15;11;2,0;360,40;112,935;0,000;;;0,020;0,020;2210;44;0,013;0,020;358,92;128,730;0,000;;;;0,000;;0;0,014;0,000;241,665;0,000;0,020;0,020;336,12;44,068;0,000;0,004;0,004;25;0;0,008;0,004;285,733;0,000;0,024;0,024;0,35;0,030;820;25;301,41;0,100;0,182;0,282;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
27;8:00;03;2012;;16;11;3,5;360,39;112,868;-0,067;;;0,020;0,020;2200;44;0,023;-0,047;358,92;128,730;0,000;;;;0,000;;0;0,0245;0,000;241,598;-0,067;0,020;-0,047;336,12;44,068;0,000;0,004;0,004;25;0;0,013;0,004;285,666;-0,067;0,024;-0,043;0,35;0,030;850;26;301,46;0,105;0,235;0,340;0,058;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
28;8:00;03;2012;;17;11;4,0;360,38;112,801;-0,067;;;0,020;0,020;2210;44;0,027;-0,047;358,92;128,730;0,000;;;;0,002;246;0;0,028;0,002;241,531;-0,067;0,022;-0,045;336,11;44,030;-0,038;0,004;0,004;25;0;0,015;-0,034;285,561;-0,105;0,026;-0,079;0,35;0,030;860;26;301,55;0,114;0,166;0,280;-0,060;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
29;8:00;03;2012;;17;12;4,0;360,38;112,801;0,000;;;0,020;0,020;2223;44;0,026;0,020;358,91;128,660;-0,070;;;;0,000;;0;0,028;-0,070;241,461;-0,070;0,020;-0,050;336,11;44,030;0,000;0,004;0,011;25;0;0,016;0,011;285,491;-0,070;0,031;-0,039;0,35;0,030;900;27;301,58;0,117;0,098;0,215;-0,065;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
30;8:00;03;2012;;16;11;3,6;360,37;112,735;-0,066;1:02;9;0,020;0,054;2223;120;0,024;-0,012;358,91;128,660;0,000;;;;0,000;;0;0,02484;0,000;241,395;-0,066;0,054;-0,012;336,10;43,991;-0,039;0,004;0,004;25;0;0,014;-0,035;285,386;-0,105;0,058;-0,047;0,35;0,030;930;28;301,52;0,111;0,126;0,237;0,022;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
31;8:00;03;2012;;17;11;3,6;360,36;112,668;-0,067;1:00;9;0,020;0,053;2223;118;0,024;-0,014;358,92;128,730;0,070;;;;0,000;;0;0,0252;0,070;241,398;0,003;0,053;0,056;336,10;43,991;0,000;0,004;0,004;25;0;0,014;0,004;285,389;0,003;0,057;0,060;0,35;;950;;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
1;8:00;04;2012;1,8;15;8;1,0;360,36;112,668;0,000;;;0,020;0,020;2223;44;0,007;0,020;358,93;128,800;0,070;;;;0,000;;0;0,007;0,070;241,468;0,070;0,020;0,090;336,10;43,991;0,000;0,004;0,004;25;0;0,004;0,004;285,459;0,070;0,024;0,094;0,35;0,030;970;29;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
2;8:00;04;2012;0,7;16;8;0,9;360,36;112,668;0,000;;;0,020;0,020;2230;45;0,006;0,020;358,95;128,939;0,139;;;;0,000;;0;0,006;0,139;241,607;0,139;0,020;0,159;336,10;43,991;0,000;0,004;0,004;25;0;0,003;0,004;285,598;0,139;0,024;0,163;0,35;0,030;971;29;301,90;0,156;0,087;0,243;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
3;8:00;04;2012;3,5;15;9;0,7;360,36;112,668;0,000;;;0,020;0,020;2240;45;0,005;0,020;358,96;129,009;0,070;;;;0,000;;0;0,005;0,070;241,677;0,070;0,020;0,090;336,11;44,030;0,039;0,004;0,004;25;0;0,003;0,043;285,707;0,109;0,024;0,133;0,35;0,030;965;29;301,90;0,156;0,089;0,245;0,002;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
4;8:00;04;2012;1,5;15;10;1,5;360,36;112,668;0,000;;;0,020;0,020;2250;45;0,010;0,020;358,96;129,009;0,000;;;;0,000;;0;0,010;0,000;241,677;0,000;0,020;0,020;336,12;44,068;0,038;0,004;0,004;25;0;0,006;0,042;285,745;0,038;0,024;0,062;0,35;0,030;960;29;301,87;0,152;0,073;0,225;-0,020;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
5;8:00;04;2012;;15;6;1,6;360,36;112,668;0,000;;;0,020;0,020;2260;45;0,011;0,020;358,96;129,009;0,000;1.28;9;;0,047;246;12;0,011;0,047;241,677;0,000;0,067;0,067;336,12;44,068;0,000;0,004;0,004;25;0;0,006;0,004;285,745;0,000;0,071;0,071;0,35;0,030;955;29;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
6;8:00;04;2012;0,5;15;6;2,3;360,36;112,668;0,000;;;0,020;0,020;2265;45;0,015;0,020;358,97;129,079;0,070;;;;0,000;;0;0,016;0,070;241,747;0,070;0,020;0,090;336,12;44,068;0,000;0,004;0,004;25;0;0,009;0,004;285,815;0,070;0,024;0,094;0,35;0,030;950;29;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
7;8:00;04;2012;1,4;13;6;1,0;360,36;112,668;0,000;;;0,020;0,020;2270;45;0,007;0,020;358,97;129,079;0,000;;;;0,000;;0;0,007;0,000;241,747;0,000;0,020;0,020;336,12;44,068;0,000;0,004;0,004;25;0;0,004;0,004;285,815;0,000;0,024;0,024;0,35;0,030;950;29;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
8;8:00;04;2012;;16;5;3,1;360,36;112,668;0,000;;;0,020;0,020;2280;46;0,021;0,020;358,97;129,079;0,000;;;;0,000;;0;0,022;0,000;241,747;0,000;0,020;0,020;336,12;44,068;0,000;0,004;0,004;25;0;0,012;0,004;285,815;0,000;0,024;0,024;0,35;0,030;950;29;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
9;8:00;04;2012;;21;5;3,2;360,36;112,668;0,000;;;0,020;0,020;2290;46;0,021;0,020;358,97;129,079;0,000;;;;0,000;;0;0,022;0,000;241,747;0,000;0,020;0,020;336,12;44,068;0,000;0,004;0,004;25;0;0,012;0,004;285,815;0,000;0,024;0,024;0,35;0,030;948;28;301,67;0,126;0,047;0,173;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
10;8:00;04;2012;;24;7;5,2;360,36;112,668;0,000;;;0,020;0,020;2300;46;0,035;0,020;358,94;128,870;-0,209;7:54;9;;0,251;246;62;0,036;0,042;241,538;-0,209;0,271;0,062;336,11;44,030;-0,038;0,004;0,004;25;0;0,020;-0,034;285,568;-0,247;0,275;0,028;1,35;0,117;959;112;301,55;0,114;0,180;0,294;0,121;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;                                              ;;
11;8:00;04;2012;;19;12;4,0;360,36;112,668;0,000;;;0,020;0,020;2305;46;0,027;0,020;358,93;128,800;-0,070;3:00;9;;0,096;246;24;0,028;0,026;241,468;-0,070;0,116;0,046;336,11;44,030;0,000;0,004;0,004;25;0;0,016;0,004;285,498;-0,070;0,120;0,050;2,35;0,203;940;191;300,98;0,059;0,063;0,122;-0,172;1,8;24;0;0,156;0,2;24;0;0,017;0,35;24;0;0,030;0;0,203;;;
12;8:00;04;2012;;19;11;3,1;360,35;112,601;-0,067;;;0,020;0,020;2310;46;0,021;-0,047;358,88;128,451;-0,349;11:54;9;;0,379;246;93;0,022;0,030;241,052;-0,416;0,399;-0,017;336,11;44,030;0,000;0,004;0,004;25;0;0,012;0,004;285,082;-0,416;0,403;-0,013;2,35;0,203;936;190;301,43;0,102;0,115;0,217;0,095;1,8;24;0;0,156;0,2;24;0;0,017;0,35;24;0;0,030;0;0,203;;;
13;8:00;04;2012;;17;10;3,6;360,34;112,535;-0,066;;;0,020;0,020;2340;47;0,024;-0,046;358,84;128,173;-0,278;8:55;9;;0,287;246;71;0,025;0,009;240,708;-0,344;0,307;-0,037;336,10;43,991;-0,039;0,004;0,004;25;0;0,014;-0,035;284,699;-0,383;0,311;-0,072;2,35;0,203;901;183;301,80;0,141;0,117;0,258;0,041;1,8;24;0;0,156;0,2;24;0;0,017;0,35;24;0;0,030;0;0,203;;;
14;8:00;04;2012;;17;9;3,5;360,33;112,468;-0,067;;;0,020;0,020;2350;47;0,023;-0,047;358,79;127,826;-0,347;10:58;9;;0,351;246;86;0,024;0,004;240,294;-0,414;0,371;-0,043;336,10;43,991;0,000;0,004;0,004;25;0;0,013;0,004;284,285;-0,414;0,375;-0,039;2,35;0,203;800;162;;;;;;1,8;24;0;0,156;0,2;24;0;0,017;0,35;24;0;0,030;0;0,203;;;
15;8:00;04;2012;1;17;9;2,7;360,32;112,402;-0,066;;;0,020;0,020;2400;48;0,018;-0,046;358,79;127,826;0,000;;;;0,000;;0;0,019;0,000;240,228;-0,066;0,020;-0,046;336,10;43,991;0,000;0,004;0,004;25;0;0,010;0,004;284,219;-0,066;0,024;-0,042;2,35;0,203;700;142;;;;;;1,8;24;0;0,156;0,2;24;0;0,017;0,35;24;0;0,030;                                                                                                                                                                                                                                                                            ;0,203;;;
16;8:00;04;2012;0,2;17;7;1,1;360,32;112,402;0,000;;;0,020;0,020;2445;49;0,007;0,020;358,79;127,826;0,000;;;;0,000;;0;0,008;0,000;240,228;0,000;0,020;0,020;336,10;43,991;0,000;0,004;0,004;25;0;0,004;0,004;284,219;0,000;0,024;0,024;2,35;0,203;772;157;301,14;0,074;-0,174;-0,100;#ÁVALOR!;1,8;24;0;0,156;0,2;24;0;0,017;0,35;24;0;0,030;0;0,203;;;
