Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
11;8:00;01;2012;;14;9;1,3;360,27;112,070;0,067;;;0,020;0,020;1755;35;0,009;0,087;360,39;139,273;-0,222;5:58;9;;0,192;222;42,624;0,010;-0,030;251,343;-0,155;0,212;0,057;336,37;45,030;0,000;0,004;0,004;25;0;0,005;0,004;296,373;-0,155;0,216;0,061;3,2;0,276;831;230;301,34;0,093;0,227;0,320;0,117;1,5;24;0;0,130;1,35;24;0;0,117;0,35;24;0;0,030;0;0,276;;;
12;8:00;01;2012;;13;10;2,4;360,28;112,136;0,066;;;0,020;0,020;1486;30;0,016;0,086;360,35;138,979;-0,294;9,00;9;;0,288;222;64;0,018;-0,006;251,115;-0,228;0,308;0,080;336,37;45,030;0,000;0,004;0,011;25;0;0,009;0,011;296,145;-0,228;0,319;0,091;3,2;0,276;831;230;301,45;0,104;0,286;0,390;0,070;1,5;24;0;0,130;1,35;24;0;0,117;0,35;24;0;0,030;0;0,276;;;
13;8:00;01;2012;;12;11;1,6;360,28;112,136;0,000;;;0,020;0,049;1755;86;0,011;0,049;360,32;138,758;-0,221;8:20;9;;0,268;222;59;0,012;0,047;250,894;-0,221;0,317;0,096;336,37;45,030;0,000;0,004;0,004;25;0;0,006;0,004;295,924;-0,221;0,321;0,100;3,2;0,276;807;223;301,48;0,107;0,329;0,436;0,046;1,5;24;0;0,130;1,35;24;0;0,117;0,35;24;0;0,030;0;0,276;;;
14;8:00;01;2012;;15;5;1,2;360,29;112,202;0,066;;;0,020;0,049;1814;89;0,008;0,115;360,30;138,611;-0,147;7:59;9;;0,254;222;56;0,009;0,107;250,813;-0,081;0,303;0,222;336,37;45,030;0,000;0,004;0,004;25;0;0,005;0,004;295,843;-0,081;0,307;0,226;3,2;0,276;750;207;;;;;;1,5;24;0;0,130;1,35;24;0;0,117;0,35;24;0;0,030;0;0,276;;;
15;8:00;01;2012;;13;5;1,4;360,30;112,269;0,067;;;0,020;0,020;1831;37;0,009;0,087;360,28;138,464;-0,147;7:59;9;;0,255;222;57;0,010;0,108;250,733;-0,080;0,275;0,195;336,37;45,030;0,000;0,004;0,004;25;0;0,005;0,004;295,763;-0,080;0,279;0,199;3,2;0,276;700;194;;;;;;1,5;24;0;0,130;1,35;24;0;0,117;0,35;24;0;0,030;0;0,276;;;
16;8:00;01;2012;3,9;11;5;1,2;360,32;112,402;0,133;;;0,020;0,020;1831;37;0,008;0,153;360,26;138,318;-0,146;8:58;9;;0,287;222;64;0,00876;0,141;250,720;-0,013;0,307;0,294;336,37;45,030;0,000;0,004;0,004;25;0;0,005;0,004;295,750;-0,013;0,311;0,298;3,2;0,276;643;178;300,70;0,037;0,494;0,531;#ÁVALOR!;1,5;24;0;0,130;1,35;24;0;0,117;0,35;24;0;0,030;0;0,276;;;
17;8:00;01;2012;9,5;7;3;0,9;360,34;112,535;0,133;;;0,020;0,020;1831;37;0,006;0,153;360,25;138,244;-0,074;3:34;9;;0,114;222;25;0,00666;0,040;250,779;0,059;0,134;0,193;336,38;45,068;0,038;0,004;0,004;25;0;0,003;0,042;295,847;0,097;0,138;0,235;3,3;0,281;650;183;300,50;0,023;0,400;0,423;-0,108;1,5;24;0;0,130;1,35;24;0;0,117;0,40;24;0;0,035;0;0,281;;;
18;8:00;01;2012;;13;3;0,9;360,35;112,601;0,066;;;0,020;0,020;1831;37;0,006;0,086;360,23;138,098;-0,146;6:02;9;;0,193;222;43;0,007;0,047;250,699;-0,080;0,213;0,133;336,38;45,068;0,000;0,004;0,004;25;0;0,003;0,004;295,767;-0,080;0,217;0,137;3,2;0,281;650;183;300,74;0,040;0,335;0,375;-0,048;1,5;24;0;0,130;1,35;24;0;0,117;0,40;24;0;0,035;0;0,281;;;
19;8:00;01;2012;;13;3;0,9;360,37;112,735;0,134;;;0,020;0,020;1831;37;0,006;0,154;360,22;138,024;-0,074;5:43;9;;0,182;222;40;0,007;0,108;250,759;0,060;0,202;0,262;336,38;45,068;0,000;0,004;0,004;25;0;0,003;0,004;295,827;0,060;0,206;0,266;3,3;0,281;655;184;300,75;0,041;0,195;0,236;-0,139;1,5;24;0;0,130;1,35;24;0;0,117;0,40;24;0;0,035;0;0,281;;;
20;8:00;01;2012;;13;3;1,6;360,38;112,801;0,066;;;0,020;0,039;1849;72;0,011;0,105;360,21;137,951;-0,073;3:09;9;;0,101;222;22;0,01168;0,028;250,752;-0,007;0,140;0,133;336,38;45,068;0,000;0,004;0,004;25;0;0,006;0,004;295,820;-0,007;0,144;0,137;3,3;0,281;650;183;301,64;0,123;-0,060;0,063;-0,173;1,5;24;0;0,130;1,35;24;0;0,117;0,40;24;0;0,035;0;0,281;;;
21;8:00;01;2012;;13;3;0,9;360,39;112,868;0,067;;;0,020;0,020;1872;37;0,006;0,087;360,18;137,732;-0,219;7:40;9;;0,244;222;54;0,00657;0,025;250,600;-0,152;0,264;0,112;336,38;45,068;0,000;0,004;0,004;25;0;0,003;0,004;295,668;-0,152;0,268;0,116;2,75;0,245;640;157;;;;;;1,5;24;0;0,130;0,85;24;0;0,081;0,40;24;0;0,035;0;0,245;;;
22;8:00;01;2012;;14;6;1,3;360,40;112,935;0,067;;;0,020;0,020;1872;37;0,009;0,087;360,13;137,366;-0,366;8:48;9;;0,282;222;63;0,010;-0,084;250,301;-0,299;0,302;0,003;336,38;45,068;0,000;0,004;0,004;25;0;0,005;0,004;295,369;-0,299;0,306;0,007;2,75;0,238;640;152;;;;;;1,5;24;0;0,130;0,85;24;0;0,073;0,40;24;0;0,035;0;0,238;;;
23;8:00;01;2012;;14;3;0,5;360,41;113,001;0,066;;;0,020;0,020;1895;38;0,003;0,086;360,10;137,148;-0,218;8:00;9;;0,288;234;67,392;0,004;0,070;250,149;-0,152;0,308;0,156;336,39;45,107;0,039;0,004;0,004;25;0;0,002;0,043;295,256;-0,113;0,312;0,199;2,75;0,238;632;150;301,64;0,123;0,100;0,223;#ÁVALOR!;1,5;24;0;0,130;0,85;24;0;0,073;0,40;24;0;0,035;0;0,238;;;
24;8:00;01;2012;;14;4;1,4;360,42;113,068;0,067;00:30;9;0,020;0,067;1872;125;0,009;0,134;360,09;137,075;-0,073;7:34;9;;0,237;234;55,458;0,010;0,164;250,143;-0,006;0,304;0,298;336,40;45,146;0,039;0,004;0,004;25;0;0,005;0,043;295,289;0,033;0,308;0,341;2,75;0,238;667;158;301,64;0,123;0,121;0,244;0,021;1,5;24;0;0,130;0,85;24;0;0,073;0,40;24;0;0,035;0;0,238;;;
25;8:00;01;2012;;15;3;1,4;360,43;113,135;0,067;;;0,020;0,020;1521;30;0,009;0,087;360,07;136,929;-0,146;6:12;9;;0,201;234;47,034;0,010;0,055;250,064;-0,079;0,221;0,142;336,41;45,185;0,039;0,004;0,004;25;0;0,005;0,043;295,249;-0,040;0,225;0,185;2,5;0,217;667;145;301,50;0,109;0,135;0,244;0;1,5;24;0;0,130;0,6;24;0;0,053;0,40;24;0;0,035;0;0,217;;;
26;8:00;01;2012;;15;3;0,9;360,43;113,135;0,000;;;0,020;0,041;1872;77;0,006;0,041;360,06;136,856;-0,073;5:38;9;;0,181;234;42,354;0,007;0,108;249,991;-0,073;0,222;0,149;336,42;45,223;0,038;0,004;0,004;25;0;0,003;0,042;295,214;-0,035;0,226;0,191;2,5;0,216;650;140;301,12;0,072;0,230;0,302;0,058;1,5;24;0;0,130;0,6;24;0;0,052;0,40;24;0;0,035;0;0,216;;;
27;8:00;01;2012;;13;4;1,4;360,44;113,202;0,067;;;0,020;0,029;1872;54;0,009;0,096;360,05;136,783;-0,073;4:45;9;;0,152;234;35,568;0,010;0,079;249,985;-0,006;0,181;0,175;336,42;45,223;0,000;0,004;0,004;25;0;0,005;0,004;295,208;-0,006;0,185;0,179;2,2;0,192;600;115;301,65;0,124;0,159;0,283;-0,019;1,8;24;0;0,154;0,0;24;0;0,003;0,40;24;0;0,035;0;0,192;;;
28;8:00;01;2012;6;10;5;0,7;360,46;113,336;0,134;;;0,020;0,020;1872;37;0,005;0,154;360,03;136,638;-0,145;4:55;9;;0,158;234;36,972;0,005;0,013;249,974;-0,011;0,178;0,167;336,42;45,223;0,000;0,004;0,004;25;0;0,003;0,004;295,197;-0,011;0,182;0,171;2,2;0,191;600;115;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,40;24;0;0,035;0;0,191;;;
29;8:00;01;2012;;13;4;1,0;360,48;113,470;0,134;;;0,020;0,020;1900;38;0,007;0,154;360,02;136,565;-0,073;4:52;9;;0,157;234;36,738;0,007;0,084;250,035;0,061;0,177;0,238;336,43;45,262;0,039;0,004;0,004;25;0;0,004;0,043;295,297;0,100;0,181;0,281;2,2;0,191;600;115;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,40;24;0;0,035;0;0,191;;;
30;8:00;01;2012;;12;0;1,4;360,50;113,604;0,134;;;0,020;0,020;1950;39;0,009;0,154;360,01;136,492;-0,073;4:53;9;;0,158;234;36,972;0,010;0,085;250,096;0,061;0,178;0,239;336,43;45,262;0,000;0,004;0,004;25;0;0,005;0,004;295,358;0,061;0,182;0,243;2,2;0,191;585;112;301,53;0,112;0,274;0,386;#ÁVALOR!;1,8;24;0;0,156;0,0;24;0;0,000;0,40;24;0;0,035;0;0,191;;;
31;8:00;01;2012;;12;0;1,5;360,51;113,671;0,067;;;0,020;0,020;1950;39;0,010;0,087;360,00;136,420;-0,072;4:20;9;;0,138;234;32,292;0,0108;0,066;250,091;-0,005;0,158;0,153;336,43;45,262;0,000;0,004;0,004;25;0,100;0,006;0,004;295,353;-0,005;0,162;0,157;2,2;0,191;585;112;301,58;0,117;0,200;0,317;-0,069;1,8;24;0;0,156;0,0;24;0;0,000;0,40;24;0;0,035;0;0,191;;;
1;8:00;02;2012;;14;1;0,7;360,51;113,671;0,000;;;0,020;0,052;1966;102;0,005;0,052;359,99;136,347;-0,073;;;;0,000;257;0;0,005;-0,073;250,018;-0,073;0,052;-0,021;336,43;45,262;0,000;0,004;0,004;25;0,1;0,003;0,004;295,280;-0,073;0,056;-0,017;2,2;0,190;600;114;301,90;0,156;0,214;0,370;;1,8;24;0;0,156;0,0;24;0;0,000;0,4;24;0;0,035;0;0,190;;;
2;8:00;02;2012;0,7;14;2;1,6;360,51;113,671;0,000;;;0,020;0,073;1966;144;0,011;0,073;359,99;136,347;0,000;2:54;9;;0,093;257;23,901;0,012;0,093;250,018;0,000;0,166;0,166;336,43;45,262;0,000;0,004;0,004;25;0,1;0,006;0,004;295,280;0,000;0,170;0,170;2,4;0,206;600;123;301,55;0,114;0,185;0,299;-0,071;2,0;24;0;0,171;0,0;24;0;0,000;0,4;24;0;0,035;0;0,206;;;
3;8:00;02;2012;0,2;8;0;1,7;360,52;113,738;0,067;;;0,020;0,022;1989;44;0,011;0,089;359,99;136,347;0,000;;;;0,000;257;0;0,012;0,000;250,085;0,067;0,022;0,089;336,43;45,262;0,000;0,004;0,004;25;0,1;0,007;0,004;295,347;0,067;0,026;0,093;2,0;0,176;600;105;301,70;0,129;0,018;0,147;-0,152;1,6;24;0;0,141;0,0;24;0;0,000;0,4;24;0;0,035;0;0,176;;;
4;8:00;02;2012;;6;-1;2,8;360,52;113,738;0,000;;;0,020;0,020;1989;40;0,019;0,020;359,98;136,274;-0,073;2:48;9;;0,090;257;23,13;0,020;0,017;250,012;-0,073;0,110;0,037;336,43;45,262;0,000;0,004;0,004;25,000;0,100;0,011;0,004;295,274;-0,073;0,114;0,041;2,0;0,173;643;111;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
5;8:00;02;2012;;6;2;3,2;360,53;113,805;0,067;;;0,020;0,020;1989;40;0,021;0,087;359,95;136,057;-0,217;5:23;9;;0,172;257;44,204;0,023;-0,045;249,862;-0,150;0,192;0,042;336,43;45,262;0,000;0,004;0,004;25,000;0,100;0,012;0,004;295,124;-0,150;0,196;0,046;2,0;0,173;643;111;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
6;8:00;02;2012;;10;-1;2,4;360,54;113,872;0,067;;;0,020;0,020;1989;40;0,016;0,087;359,93;135,912;-0,145;0,245833333;9;;0,191;257;49,087;0,017;0,046;249,784;-0,078;0,211;0,133;336,43;45,262;0,000;0,004;0,004;25,000;0,100;0,009;0,004;295,046;-0,078;0,215;0,137;2,0;0,173;643;111;301,52;0,111;-0,098;0,013;#ÁVALOR!;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
7;8:00;02;2012;;14;4;1,6;360,53;113,805;-0,067;04:00;9;0,020;0,148;1989;294;0,011;0,081;359,92;135,839;-0,073;0,083333333;9;;0,061;257;15,677;0,012;-0,012;249,644;-0,140;0,209;0,069;336,43;45,262;0,000;0,004;0,004;25;0,1;0,006;0,004;294,906;-0,140;0,213;0,073;2,0;0,173;650;112;301,75;0,134;-0,003;0,131;0,118;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
8;8:00;02;2012;;14;3;2,5;360,53;113,805;0,000;02:00;9;0,020;0,086;2001;172;0,017;0,086;359,90;135,694;-0,145;0,166666667;9;;0,127;257;32,639;0,018;-0,018;249,499;-0,145;0,213;0,068;336,43;45,262;0,000;0,004;0,004;25;0,1;0,010;0,004;294,761;-0,145;0,217;0,072;2,0;0,173;650;112;301,84;0,147;-0,020;0,127;-0,004;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
9;8:00;02;2012;;8;-2;2,6;360,54;113,872;0,067;;;0,020;0,020;2001;40;0,017;0,087;359,89;135,622;-0,072;0,225;9;;0,172;257;44,204;0,019;0,100;249,494;-0,005;0,192;0,187;336,43;45,262;0,000;0,004;0,004;25;0,1;0,010;0,004;294,756;-0,005;0,196;0,191;2,0;0,173;660;114;301,80;0,141;0,084;0,225;0,098;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
10;8:00;02;2012;;10;-3;1,5;360,55;113,939;0,067;;;0,020;0,020;2001;40;0,010;0,087;359,88;135,550;-0,072;0,204861111;9;;0,157;234;36,738;0,011;0,085;249,489;-0,005;0,177;0,172;336,43;45,262;0,000;0,004;0,004;25,000;0,100;0,006;0,004;294,751;-0,005;0,181;0,176;2,0;0,173;667;115;301,60;0,119;0,081;0,200;-0,025;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
11;8:00;02;2012;;11;-1;2,1;360,55;113,939;0,000;;;0,020;0,020;2001;40;0,014;0,020;359,87;135,477;-0,073;8:28;9;;0,268;234;62,712;0,015;0,195;249,416;-0,073;0,288;0,215;336,43;45,262;0,000;0,004;0,004;25;0,1;0,008;0,004;294,678;-0,073;0,292;0,219;2,0;0,173;660;114;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
12;8:00;02;2012;;12;-3;2,2;360,55;113,939;0,000;;;0,020;0,020;2001;40;0,015;0,020;359,87;135,477;0,000;;;;0,000;234;0;0,016;0,000;249,416;0,000;0,020;0,020;336,43;45,262;0,000;0,004;0,004;25;0,1;0,009;0,004;294,678;0,000;0,024;0,024;2,0;0,173;650;112;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
13;8:00;02;2012;;7;-4;2,4;360,56;114,006;0,067;;;0,020;0,020;2001;40;0,016;0,087;359,87;135,477;0,000;;;;0,000;234;0;0,017;0,000;249,483;0,067;0,020;0,087;336,44;45,301;0,039;0,004;0,004;25;0,1;0,009;0,043;294,784;0,106;0,024;0,130;2,0;0,173;655;113;301,52;0,111;-0,338;-0,227;#ÁVALOR!;1,6;24;0;0,138;0,0;24;0;0,000;0,4;24;0;0,035;0;0,173;;;
14;8:00;02;2012;;9;-4;2,2;360,57;114,074;0,068;;;0,020;0,020;2001;40;0,015;0,088;359,84;135,261;-0,216;7:54;9;;0,254;234;59;0,016;0,038;249,335;-0,148;0,274;0,126;336,44;45,301;0,000;0,004;0,004;25;0,1;0,009;0,004;294,636;-0,148;0,278;0,130;2,7;0,233;636;148;301,31;0,090;-0,276;-0,186;0,041;1,9;24;0;0,164;0,4;24;0;0,035;0,4;24;0;0,035;0;0,233;;;
15;8:00;02;2012;;11;-3;1,9;360,57;114,074;0,000;;;0,020;0,020;2001;40;0,013;0,020;359,79;134,900;-0,361;11:54;9;;0,380;234;89;0,014;0,019;248,974;-0,361;0,400;0,039;336,44;45,301;0,000;0,004;0,004;25;0,1;0,007;0,004;294,275;-0,361;0,404;0,043;3,1;0,266;616;164;301,14;0,074;0,017;0,091;0,277;1,9;24;0;0,164;0,8;24;0;0,067;0,4;24;0;0,035;0;0,266;;;
16;8:00;02;2012;0,3;11;0;1,4;360,58;114,141;0,067;;;0,020;0,020;2001;40;0,009;0,087;359,74;134,540;-0,360;11:21;9;;0,364;234;85;0,01008;0,004;248,681;-0,293;0,384;0,091;336,44;45,301;0,000;0,004;0,004;25;0,1;0,005;0,004;293,982;-0,293;0,388;0,095;3,3;0,284;596;169;300,80;0,043;-0,023;0,020;-0,071;1,9;24;0;0,164;1,0;24;0;0,085;0,4;24;0;0,035;0;0,284;;;
17;8:00;02;2012;;12;0;1,9;360,59;114,208;0,067;;;0,020;0,020;2001;40;0,013;0,087;359,68;134,109;-0,431;15:09;9;;0,482;234;113;0,013648333;0,051;248,317;-0,364;0,502;0,138;336,44;45,301;0,000;0,004;0,004;25;0,1;0,007;0,004;293,618;-0,364;0,506;0,142;3,5;0,302;577;174;301,63;0,122;;0,122;0,102;1,9;24;0;0,164;1,2;24;0;0,103;0,4;24;0;0,035;0;0,302;;;
18;8:00;02;2012;9,2;9;5;0,9;360,60;114,275;0,067;;;0,020;0,020;1977;40;0,006;0,087;359,67;134,037;-0,072;6:52;9;;0,220;234;51;0,006;0,148;248,312;-0,005;0,240;0,235;336,45;45,340;0,039;0,004;0,004;25,000;0,100;0,004;0,043;293,652;0,034;0,244;0,278;3,3;0,288;557;160;;;;;;1,9;24;0;0,164;1,0;24;0;0,089;0,4;24;0;0,035;0;0,288;;;
19;8:00;02;2012;;13;3;1,5;360,61;114,343;0,068;;;0,020;0,020;1977;40;0,010;0,088;359,63;133,750;-0,287;9:55;9;;0,315;234;74;0,011;0,028;248,093;-0,219;0,335;0,116;336,45;45,340;0,000;0,004;0,004;25;0,1;0,006;0,004;293,433;-0,219;0,339;0,120;3,3;0,285;538;153;;;;;;1,9;24;0;0,164;1,0;24;0;0,086;0,4;24;0;0,035;0;0,285;;;
20;8:00;02;2012;;15;2;2,3;360,62;114,410;0,067;;;0,020;0,020;1977;40;0,015;0,087;359,59;133,463;-0,287;9:55;9;;0,315;234;74;0,017;0,028;247,873;-0,220;0,335;0,115;336,46;45,379;0,039;0,004;0,004;25;0,1;0,009;0,043;293,252;-0,181;0,339;0,158;3,3;0,285;538;153;301,50;0,109;-0,036;0,073;#ÁVALOR!;1,9;24;0;0,164;1,0;24;0;0,086;0,4;24;0;0,035;0;0,285;;;
