Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
23;8:00;02;2013;8,5;14;8;0,5;361,62;121,301;1,960;23:43;9;0,020;0,788;2500;1.970;0,003;2,748;361,62;148,438;2,110;;;;0,000;;0;0,004;2,110;269,739;4,070;0,788;4,858;340,71;63,624;0,239;0,004;1,185;;;0,002;1,424;333,363;4,309;1,973;6,282;9,0;0,778;;1;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
24;8:00;02;2013;0,5;12;2;1,0;361,78;122,431;1,130;23:38;9;0,020;0,786;328;258;0,007;1,916;361,78;149,653;1,215;;;;0,000;;0;0,008;1,215;272,084;2,345;0,786;3,131;340,85;64,295;0,671;0,004;1,127;;;0,005;1,798;336,379;3,016;1,913;4,929;9,0;0,778;;1;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
25;8:00;02;2013;;11;2;1,6;361,84;122,856;0,425;23:38;9;0,020;0,786;1556;1.223;0,011;1,211;361,84;150,111;0,458;;;;0,000;328;0;0,012;0,458;272,967;0,883;0,786;1,669;340,83;64,199;-0,096;0,004;1,127;;;0,008;1,031;337,166;0,787;1,913;2,700;9,0;0,778;;1;302,12;0,160;1,226;1,386;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
26;8:00;02;2013;;11;0;1,9;361,65;121,512;-1,344;21:17;9;0,020;3,939;2668;10.509;0,013;2,595;361,65;148,665;-1,446;1:53;9;;0,061;328;20,008;0,014;-1,385;270,177;-2,790;4,000;1,210;340,74;63,767;-0,432;0,004;1,127;;;0,009;0,695;333,944;-3,222;5,127;1,905;9,0;0,778;;1;302,71;0,160;0,953;1,113;-0,273;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
27;8:00;02;2013;;11;0;2,0;361,40;119,759;-1,753;23:59;9;0,020;4,589;2059;9.449;0,014;2,836;361,44;147,079;-1,586;;;;0,000;;0;0,015;-1,586;266,838;-3,339;4,589;1,250;340,62;63,195;-0,572;0,004;1,127;;;0,010;0,555;330,033;-3,911;5,716;1,805;10,0;0,868;1556;1.350;302,65;0,160;1,082;1,242;0,129;1,0;24;0;0,090;0,0;24;0;0,000;9,0;24;0;0,778;0;0,868;;;
28;8:00;02;2013;25,5;9;2;1,5;361,50;120,458;0,699;23:31;9;0,020;0,782;2282;1.785;0,010;1,481;361,51;147,606;0,527;;;;0,000;;0;0,011;0,527;268,064;1,226;0,782;2,008;340,39;62,110;-1,085;0,004;1,905;;;0,007;0,820;330,174;0,141;2,687;2,828;10,0;0,864;;1;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;9,0;24;0;0,778;0;0,864;;;
1;8:00;03;2013;;8;3;0,7;361,67;121,653;1,195;21:57;9,0;0,020;0,731;2293;1.676;0,005;1,926;361,67;148,817;1,211;;;;0,000;;0;0,005;1,211;270,470;2,406;0,731;3,137;340,12;60,853;-1,257;0,004;2,164;;;0,003;0,907;331,323;1,149;2,895;4,044;10,0;0,864;;1;302,33;0,160;0,651;0,811;;1,0;24;0;0,086;0,0;24;0;0,000;9,0;24;0;0,778;0;0,864;;;
2;8:00;03;2013;;11;3;1,9;361,65;121,512;-0,141;23:38;29,7;0,020;2,127;2375;5.052;0,013;1,986;361,66;148,741;-0,076;;;;0,000;;0;0,014;-0,076;270,253;-0,217;2,127;1,910;340,03;60,438;-0,415;0,004;1,163;;;0,009;0,748;330,691;-0,632;3,290;2,658;10,0;0,864;;1;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;9,0;24;0;0,778;0;0,864;;;
3;8:00;03;2013;;12;8;1,8;361,56;120,879;-0,633;23:39;29,7;0,020;2,574;1950;5.019;0,013;1,941;361,59;148,210;-0,531;;;;0,000;;0;0,014;-0,531;269,089;-1,164;2,574;1,410;339,92;59,933;-0,505;0,004;1,127;;;0,008;0,622;329,022;-1,669;3,701;2,032;10,0;0,864;;1;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;9,0;24;0;0,778;0;0,864;;;
4;8:00;03;2013;;12;10;2,6;361,46;120,178;-0,701;23:34;29,7;0,020;2,572;1650;4.244;0,018;1,871;361,51;147,606;-0,604;;;;0,000;;0;0,020;-0,604;267,784;-1,305;2,572;1,267;339,79;59,341;-0,592;0,004;1,127;;;0,012;0,535;327,125;-1,897;3,699;1,802;10,0;0,864;;1;302,42;0,160;1,124;1,284;#ÁVALOR!;1,0;24;0;0,086;0,0;24;0;0,000;9,0;24;0;0,778;0;0,864;;;
5;8:00;03;2013;6,5;14;11;2,4;361,50;120,458;0,280;21:00;9,0;0,020;0,863;1930;1.666;0,017;1,143;361,52;147,682;0,076;;;;0,000;;0;0,018;0,076;268,140;0,356;0,863;1,219;340,06;60,576;1,235;0,004;0,098;;;0,011;1,333;328,716;1,591;0,961;2,552;10,0;0,864;;1;301,43;0,102;0,317;0,419;;1,0;24;0;0,086;0,0;24;0;0,000;9,0;24;0;0,778;0;0,864;;;
6;8:00;03;2013;15,5;14;11;0,3;361,62;121,301;0,843;13:30;9,0;0,020;0,457;1850;845;0,002;1,300;361,62;148,438;0,756;;;;0,000;;0;0,002;0,756;269,739;1,599;0,457;2,056;340,49;62,580;2,004;0,004;1,080;;;0,001;3,084;332,319;3,603;1,537;5,140;10,0;0,864;;1;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;9,0;24;0;0,778;0;0,864;;;
7;8:00;03;2013;15,3;17;12;1,3;361,90;123,283;1,982;20:00;9,0;0,020;1,475;1778;2.623;0,009;3,457;361,90;150,569;2,131;;;;0,000;;0;0,010;2,131;273,852;4,113;1,475;5,588;340,76;63,863;1,283;0,004;2,027;;;0,006;3,310;337,715;5,396;3,502;8,898;10,0;0,864;;1;302,33;0,160;1,139;1,299;#ÁVALOR!;1,0;24;0;0,086;0,0;24;0;0,000;9,0;24;0;0,778;0;0,864;;;
8;8:00;03;2013;13,1;17;10;1,3;362,26;125,794;2,511;23:59;45,3;0,020;3,668;1591;5.836;0,009;6,179;362,26;153,343;2,774;;;;0,000;;0;0,010;2,774;279,137;5,285;3,668;8,953;341,18;65,898;2,035;0,004;2,164;;;0,006;4,199;345,035;7,320;5,832;13,152;9,0;0,800;;1;302,65;0,160;1,482;1,642;0,343;0,0;24;0;0,022;0,0;24;0;0,000;9,0;24;0;0,778;0;0,800;;;
9;8:00;03;2013;1,5;18;10;0,9;362,14;124,929;-0,865;23:59;64,9;0,020;5,173;1486;7.687;0,006;4,308;362,14;152,414;-0,929;;;;0,000;;0;0,007;-0,929;277,343;-1,794;5,173;3,379;341,16;65,800;-0,098;0,004;2,164;;;0,004;2,066;343,143;-1,892;7,337;5,445;9,0;0,778;;1;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
10;8:00;03;2013;3,4;17;8;1,5;361,94;123,568;-1,361;23:59;64,9;0,020;5,627;2024;11.389;0,010;4,266;361,94;150,876;-1,538;;;;0,000;;0;0,012;-1,538;274,444;-2,899;5,627;2,728;341,00;65,020;-0,780;0,004;2,164;;;0,007;1,384;339,464;-3,679;7,791;4,112;9,0;0,778;;1;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
11;8:00;03;2013;2,7;15;8;1,3;361,88;123,141;-0,427;23:59;64,9;0,020;5,627;1123;6.319;0,009;5,200;361,88;150,416;-0,460;;;;0,000;;0;0,010;-0,460;273,557;-0,887;5,627;4,740;340,76;63,863;-1,157;0,004;2,164;;;0,006;1,007;337,420;-2,044;7,791;5,747;9,0;0,778;;1;302,82;0,160;1,691;1,851;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
12;8:00;03;2013;4,9;15;9;1,2;361,68;121,723;-1,418;23:59;64,9;0,020;5,627;1053;5.925;0,009;4,209;361,69;148,968;-1,448;;;;0,000;;0;0,009;-1,448;270,691;-2,866;5,627;2,761;340,72;63,672;-0,191;0,004;1,192;;;0,006;1,001;334,363;-3,057;6,819;3,762;9,0;0,778;;1;302,68;0,160;1,390;1,550;-0,301;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
13;8:00;03;2013;1,7;15;8;1,2;361,68;121,723;0,000;23:59;45,0;0,020;4,409;1135;5.004;0,008;4,409;361,69;148,968;0,000;;;;0,000;316;0;0,009;0,000;270,691;0,000;4,409;4,409;340,70;63,576;-0,096;0,004;1,127;;;0,006;1,031;334,267;-0,096;5,536;5,440;9,0;0,778;;1;302,51;0,160;1,005;1,165;-0,385;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
14;8:00;03;2013;;11;3;2,4;361,68;121,723;0,000;23:59;30,5;0,020;2,760;1500;4.140;0,017;2,760;361,68;148,893;-0,075;;;;0,012;;0;0,018;-0,063;270,616;-0,075;2,772;2,697;340,76;63,863;0,287;0,004;0,566;;;0,011;0,853;334,479;0,212;3,338;3,550;9,0;0,778;;1;302,01;0,160;0,678;0,838;-0,327;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
15;8:00;03;2013;;12;2;2,9;361,72;122,006;0,283;23:59;10,0;0,020;1,179;1720;2.028;0,021;1,462;361,72;149,196;0,303;;;;0,000;;0;0,022;0,303;271,202;0,586;1,179;1,765;340,78;63,959;0,096;0,004;0,566;;;0,014;0,662;335,161;0,682;1,745;2,427;10,0;0,850;;1;302,01;0,160;0,458;0,618;-0,22;1,0;24;0;0,072;0,0;24;0;0,000;9,0;24;0;0,778;0;0,850;;;
16;8:00;03;2013;;14;2;4,2;361,84;122,856;0,850;02:10;10,0;0,020;0,102;1895;193;0,030;0,952;361,84;150,111;0,915;;;;0,000;;0;0,032025;0,915;272,967;1,765;0,102;1,867;340,88;64,440;0,481;0,004;0,144;;;0,020;0,625;337,407;2,246;0,246;2,492;1,0;0,232;;0;;;;;;0,7;24;0;0,065;0,0;24;0;0,000;0,3;24;0;0,167;0;0,232;;;
17;8:00;03;2013;0,9;17;10;2,5;361,96;123,711;0,855;;;0,020;0,020;1650;33;0,018;0,875;361,96;151,029;0,918;;;;0,000;;0;0,019125;0,918;274,740;1,773;0,020;1,793;340,96;64,826;0,386;0,004;0,144;;;0,012;0,530;339,566;2,159;0,164;2,323;1,0;0,086;;0;;;;;;0,7;24;0;0,060;0,0;24;0;0,000;0,3;24;0;0,026;0;0,086;;;
18;8:00;03;2013;4,0;17;10;1,5;362,07;124,426;0,715;;;0,020;0,020;1600;    ;0,010;0,735;362,07;151,875;0,846;;;;0,000;;0;0,012;0,846;276,301;1,561;0,020;1,581;341,00;65,020;0,194;0,004;0,144;;;0,007;0,338;341,321;1,755;0,164;1,919;1,0;0,086;;0;301,26;0,085;0,834;0,919;#ÁVALOR!;0,7;24;0;0,060;0,0;24;0;0,000;0,3;24;0;0,026;0;0,086;;;
19;8:00;03;2013;;16;8;3,0;362,09;124,570;0,144;18:00;20,9;0,020;1,374;1544;2.121;0,022;1,518;362,09;152,029;0,154;;;;0,000;;0;0,023;0,154;276,599;0,298;1,374;1,672;340,96;64,826;-0,194;0,004;0,612;;;0,015;0,418;341,425;0,104;1,986;2,090;0,8;0,070;1100;77;302,15;0,160;1,200;1,360;0,441;0,5;24;0;0,044;0,0;24;0;0,000;0,3;24;0;0,026;0;0,070;;;
20;8:00;03;2013;35,5;13;7;0,7;362,58;128,122;3,552;23:59;20,9;0,020;1,826;1439;2.628;0,005;5,378;362,58;155,839;3,810;;;;0,000;269;0;0,005;3,810;283,961;7,362;1,826;9,188;340,99;64,971;0,145;0,004;1,127;;;0,003;1,272;348,932;7,507;2,953;10,460;0,8;0,069;;0;302,16;0,160;0,692;0,852;-0,508;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
21;8:00;03;2013;;15;6;3,0;362,31;126,156;-1,966;22:00;83,2;0,020;6,511;971;6.322;0,022;4,545;362,31;153,731;-2,108;20:05;21,2;;1,626;328;533;0,023422222;-0,482;279,887;-4,074;8,137;4,063;340,99;64,971;0,000;0,004;1,127;;;0,014;1,127;344,858;-4,074;9,264;5,190;0,8;0,069;;0;302,63;0,160;1,385;1,545;0,693;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
22;8:00;03;2013;;16;6;5,0;361,93;123,497;-2,659;23:59;83,1;0,020;7,200;1193;8.590;0,035;4,541;361,93;150,799;-2,932;1:25;30,2;;0,815;;1;0,039;-2,117;274,296;-5,591;8,015;2,424;340,89;64,488;-0,483;0,004;1,127;;;0,024;0,644;338,784;-6,074;9,142;3,068;0,8;0,069;;0;302,55;0,160;1,455;1,615;0,07;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
23;8:00;03;2013;2,5;13;7;1,0;361,99;123,925;0,428;02:50;10,3;0,020;1,227;1427;1.751;0,007;1,655;361,99;151,259;0,460;;;;0,000;;0;0,008;0,460;275,184;0,888;1,227;2,115;340,97;64,875;0,387;0,004;0,191;;;0,005;0,578;340,059;1,275;1,418;2,693;0,8;0,069;;0;;;;;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
24;8:00;03;2013;4,4;14;6;0,5;362,08;124,498;0,573;23:59;10,3;0,020;0,910;1450;1.320;0,003;1,483;362,08;151,952;0,693;;;;0,000;;0;0,004;0,693;276,450;1,266;0,910;2,176;341,07;65,360;0,485;0,004;0,004;;;0,002;0,489;341,810;1,751;0,914;2,665;0,8;0,069;;0;;;;;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
25;8:00;03;2013;3;14;8;0,4;362,18;125,217;0,719;23:59;10,3;0,020;0,910;1486;1.352;0,003;1,629;362,18;152,723;0,771;;;;0,000;;0;0,003;0,771;277,940;1,490;0,910;2,400;341,19;65,947;0,587;0,004;0,004;;;0,002;0,591;343,887;2,077;0,914;2,991;0,8;0,069;;0;301,89;0,155;0,600;0,755;#ÁVALOR!;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
26;8:00;03;2013;;15;9;1,1;362,21;125,433;0,216;23:59;19,3;0,020;1,650;1334;2.201;0,008;1,866;362,21;152,956;0,233;;;;0,000;;0;0,009;0,233;278,389;0,449;1,650;2,099;341,21;66,045;0,098;0,004;0,472;;;0,005;0,570;344,434;0,547;2,122;2,669;0,8;0,069;;0;302,04;0,160;1,000;1,160;0,405;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
27;8:00;03;2013;0,2;17;12;1,8;362,22;125,505;0,072;23:59;19,3;0,020;1,661;1300;2.159;0,013;1,733;362,22;153,033;0,077;;;;0,000;;0;0,014;0,077;278,538;0,149;1,661;1,810;341,21;66,045;0,000;0,004;0,472;;;0,009;0,472;344,583;0,149;2,133;2,282;0,8;0,069;;0;;;;;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
28;8:00;03;2013;3,5;17;11;2,2;362,23;125,577;0,072;23:59;19,3;0,020;1,667;1300;2.167;0,016;1,739;362,23;153,110;0,077;;;;0,000;;0;0,017;0,077;278,687;0,149;1,667;1,816;341,14;65,702;-0,343;0,004;0,472;;;0,011;0,129;344,389;-0,194;2,139;1,945;0,8;0,069;;0;;;;;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
29;8:00;03;2013;;21;12;2,5;362,22;125,505;-0,072;23:59;19,3;0,020;1,679;1300;2.183;0,018;1,607;362,22;153,033;-0,077;;;;0,000;;0;0,019;-0,077;278,538;-0,149;1,679;1,530;341,16;65,800;0,098;0,004;0,472;;;0,012;0,570;344,338;-0,051;2,151;2,100;0,8;0,069;;0;;;;;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
30;8:00;03;2013;9,5;19;9;1,5;362,25;125,722;0,217;23:59;19,3;0,020;1,679;1300;2.183;0,011;1,896;362,25;153,265;0,232;;;;0,000;;0;0,012;0,232;278,987;0,449;1,679;2,128;341,14;65,702;-0,098;0,004;0,472;;;0,007;0,374;344,689;0,351;2,151;2,502;0,8;0,069;;0;;;;;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
31;8:00;03;2013;;19;12;2,0;362,21;125,433;-0,289;21:00;19;0,020;1,253;1300;1.629;0,014;0,964;362,31;153,731;0,466;;;;0,000;;0;0,015533333;0,466;279,164;0,177;1,253;1,430;341,14;65,702;0,000;0,004;0,472;;;0,010;0,472;344,866;0,177;1,725;1,902;0,8;;;;;;;;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
1;8:00;04;2013;4,5;18;12;0,5;362,17;125,145;-0,288;19:40;53,5;0,020;3,726;959;3.573;0,004;3,438;362,17;152,646;-1,085;;;;0,000;;0;0,004;-1,085;277,791;-1,373;3,726;2,353;341,16;65,800;0,098;0,004;0,472;;;0,002;0,570;343,591;-1,275;4,198;2,923;0,8;0,069;;0;302,42;0,160;1,230;1,390;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
2;8:00;04;2013;1,1;17;10;0,3;362,16;125,073;-0,072;23:59;54,5;0,020;4,696;1474;6.922;0,002;4,624;362,16;152,569;-0,077;;;;0,000;;0;0,002;-0,077;277,642;-0,149;4,696;4,547;341,19;65,947;0,147;0,004;0,472;;;0,001;0,619;343,589;-0,002;5,168;5,166;0,8;0,069;;0;302,42;0,160;1,322;1,482;0,092;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
3;8:00;04;2013;1,4;17;9;1,4;362,10;124,642;-0,431;23:59;53,9;0,020;4,548;901;4.098;0,010;4,117;362,10;152,106;-0,463;;;;0,000;316;0;0,011;-0,463;276,748;-0,894;4,548;3,654;341,10;65,507;-0,440;0,004;1,080;;;0,007;0,640;342,255;-1,334;5,628;4,294;0,8;0,069;;0;302,51;0,160;1,472;1,632;0,150;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
4;8:00;04;2013;8;14;9;0,2;361,76;122,289;-2,353;23:59;83,3;0,020;7,241;749;5.424;0,001;4,888;361,76;149,501;-2,605;22:10;9;;0,718;;1;0,002;-1,887;271,790;-4,958;7,959;3,001;340,98;64,923;-0,584;0,004;1,137;;;0,001;0,553;336,713;-5,542;9,096;3,554;0,8;0,069;;0;302,59;0,160;1,037;1,197;-0,435;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
5;8:00;04;2013;0,2;14;9;2,1;361,74;122,147;-0,142;16:00;44,6;0,020;2,779;1076;2.990;0,015;2,637;361,74;149,348;-0,153;15:33;9;;0,504;;1;0,016;0,351;271,495;-0,295;3,283;2,988;340,86;64,343;-0,580;0,004;1,127;;;0,010;0,547;335,838;-0,875;4,410;3,535;0,8;0,069;;0;302,50;0,160;0,742;0,902;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
6;8:00;04;2013;4;15;6;1,6;361,83;122,785;0,638;21:50;53,6;0,020;1,396;1200;1.675;0,011;2,034;361,83;150,034;0,686;1:20;9;;0,043;;0;0,012;0,729;272,819;1,324;1,439;2,763;340,96;64,826;0,483;0,004;0,191;;;0,008;0,674;337,645;1,807;1,630;3,437;0,8;0,069;;0;;;;;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
7;8:00;04;2013;;13;5;3,3;361,93;123,497;0,712;23:45;9;0,020;0,789;1300;1.026;0,023;1,501;361,93;150,799;0,765;;;;0,000;;0;0,025;0,765;274,296;1,477;0,789;2,266;341,06;65,312;0,486;0,004;0,004;;;0,016;0,490;339,608;1,963;0,793;2,756;0,8;0,069;;0;;;;;;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
8;8:00;04;2013;;16;6;1,9;362,00;123,997;0,500;23:45;9;0,020;0,789;1451;1.145;0,014;1,289;362,00;151,336;0,537;;;;0,000;;0;0,015;0,537;275,333;1,037;0,789;1,826;341,14;65,702;0,390;0,004;0,004;;;0,009;0,394;341,035;1,427;0,793;2,220;0,8;0,069;;0;301,98;0,160;0,611;0,771;#ÁVALOR!;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
9;8:00;04;2013;;20;7;3,1;362,07;124,426;0,429;23:40;9;0,020;0,787;1470;1.157;0,019;1,216;362,07;151,875;0,539;;;;0,000;;0;0,024;0,539;276,301;0,968;0,787;1,755;341,22;66,094;0,392;0,004;0,004;;;0,015;0,396;342,395;1,360;0,791;2,151;0,8;0,069;;0;302,07;0,160;0,673;0,833;0,062;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
10;8:00;04;2013;;18;12;3,0;362,11;124,713;0,287;23:45;9;0,020;0,789;1509;1.191;0,022;1,076;362,11;152,183;0,308;;;;0,000;;0;0,023;0,308;276,896;0,595;0,789;1,384;341,28;66,388;0,294;0,004;0,004;;;0,015;0,298;343,284;0,889;0,793;1,682;0,8;0,069;1147;79;301,98;0,160;0,386;0,546;-0,287;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
11;8:00;04;2013;;20;12;2,6;362,15;125,001;0,288;23:55;9;0,020;0,795;1579;1.255;0,019;1,083;362,15;152,492;0,309;;;;0,000;;0;0,020;0,309;277,493;0,597;0,795;1,392;341,33;66,635;0,247;0,004;0,004;;;0,013;0,251;344,128;0,844;0,799;1,643;0,8;0,069;;0;301,93;0,159;0,382;0,541;-0,005;0,5;24;0;0,043;0,0;24;0;0,000;0,3;24;0;0,026;0;0,069;;;
12;8:00;04;2013;;21;11;4,1;362,20;125,361;0,360;23:55;9;0,020;0,795;1603;1.274;0,030;1,155;362,20;152,878;0,386;;;;0,000;;0;0,032;0,386;278,239;0,746;0,795;1,541;341,34;66,684;0,049;0,004;0,191;;;0,020;0,240;344,923;0,795;0,986;1,781;10,8;0,855;;1;302,10;0,160;0,541;0,701;0,160;0,8;24;0;0,063;0,0;24;0;0,000;10;24;0;0,792;0;0,855;;;
13;8:00;04;2013;;20;8;3,3;362,28;125,939;0,578;06:00;9;0,020;0,214;1600;342;0,024;0,792;362,28;153,498;0,620;;;;0,000;;0;0,026;0,620;279,437;1,198;0,214;1,412;341,34;66,684;0,000;0,004;0,191;;;0,016;0,191;346,121;1,198;0,405;1,603;10,8;0,933;;1;;;;;;0,8;24;0;0,069;0,0;24;0;0,000;10;24;0;0,864;0;0,933;;;
14;8:00;04;2013;;22;8;5,4;362,37;126,591;0,652;;;0,020;0,020;1600;32;0,039;0,672;362,37;154,198;0,700;;;;0,000;;0;0,042;0,700;280,789;1,352;0,020;1,372;341,35;66,733;0,049;0,004;0,191;;;0,026;0,240;347,522;1,401;0,211;1,612;10,8;0,933;;1;;;;;;0,8;24;0;0,069;0,0;24;0;0,000;10;24;0;0,864;0;0,933;;;
15;8:00;04;2013;;22;8;6,5;362,45;127,173;0,582;;;0,020;0,020;643;13;0,047;0,602;362,45;154,821;0,623;;;;0,000;;0;0,051;0,623;281,994;1,205;0,020;1,225;341,34;66,684;-0,049;0,004;0,191;;;0,032;0,142;348,678;1,156;0,211;1,367;10,8;0,933;1065;994;300,77;0,042;1,130;1,172;#ÁVALOR!;0,8;24;0;0,069;0,0;24;0;0,000;10;24;0;0,864;0;0,933;;;
16;8:00;04;2013;;23;12;4,1;362,54;127,829;0,656;01:00;9;0,020;0,052;680;35;0,030;0,708;362,54;155,525;0,704;;;;0,000;304;0;0,032071111;0,704;283,354;1,360;0,052;1,412;341,27;66,339;-0,345;0,004;0,566;;;0,020;0,221;349,693;1,015;0,618;1,633;10,8;0,933;959;895;301,58;0,117;0,637;0,754;-0,418;0,8;24;0;0,069;0,0;24;0;0,000;10;24;0;0,864;0;0,933;;;
17;8:00;04;2013;;25;13;5,4;362,57;128,049;0,220;;;0,020;0,020;720;14;0,040;0,240;362,57;155,761;0,236;19:55;9;;0,645;;1;0,04248;0,881;283,810;0,456;0,665;1,121;341,27;66,339;0,000;0,004;0,191;;;0,026;0,191;350,149;0,456;0,856;1,312;10,8;0,933;690;644;300,20;0,000;0,509;0,509;-0,245;0,8;24;0;0,069;0,0;24;0;0,000;10;24;0;0,864;0;0,933;;;
18;8:00;04;2013;;24;12;4,2;362,59;128,195;0,146;;;0,020;0,020;730;15;0,031;0,166;362,59;155,917;0,156;23:55;9;;0,775;;1;0,033;0,931;284,112;0,302;0,795;1,097;341,30;66,487;0,148;0,004;0,004;;;0,021;0,152;350,599;0,450;0,799;1,249;10,8;0,933;679;634;301,06;0,066;0,031;0,097;-0,412;0,8;24;0;0,069;0,0;24;0;0,000;10;24;0;0,864;0;0,933;;;
19;8:00;04;2013;;26;12;6,1;362,61;128,342;0,147;;;0,020;0,020;749;15;0,045;0,167;362,61;156,074;0,157;23:55;9;;0,775;304;236;0,048;0,932;284,416;0,304;0,795;1,099;341,32;66,585;0,098;0,004;0,004;;;0,030;0,102;351,001;0,402;0,799;1,201;10,8;0,933;644;601;301,09;0,069;0,052;0,121;0,024;0,8;24;0;0,069;0,0;24;0;0,000;10;24;0;0,864;0;0,933;;;
20;8:00;04;2013;;26;13;5,9;362,62;128,415;0,073;19:35;9;0,020;0,654;1778;1.163;0,043;0,727;362,62;156,153;0,079;7:07;9;;0,101;;0;0,047;0,180;284,568;0,152;0,755;0,907;341,34;66,684;0,099;0,004;0,004;;;0,029;0,103;351,252;0,251;0,759;1,010;10,8;0,933;;1;;;;;;0,8;24;0;0,069;0,0;24;0;0,000;10;24;0;0,864;0;0,933;;;
