Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
11;8:00;01;2013;;15;6;0,8;360,22;111,738;0,330;;;0,020;0,020;2960;59;0,005;0,350;361,07;144,315;0,000;;;;0,000;;0;0,006;0,000;256,053;0,330;0,020;0,350;340,02;60,392;0,046;0,004;0,004;;;0,004;0,050;316,445;0,376;0,024;0,400;1,0;0,086;;0;301,88;0,153;-1,463;-1,310;-1,612;0,9;24;0;0,078;0,0;24;0;0,000;0,1;24;0;0,009;0;0,086;;;
12;8:00;01;2013;;15;7;0,9;360,26;112,003;0,265;;;0,020;0,020;2960;59;0,006;0,285;361,03;144,019;-0,296;12:08;9;;0,395;;0;0,007;0,099;256,022;-0,031;0,415;0,384;339,93;59,979;-0,413;0,004;0,542;;;0,004;0,129;316,001;-0,444;0,957;0,513;0,1;0,009;;0;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;0,1;24;0;0,009;0;0,009;;;
13;8:00;01;2013;4,2;14;7;0,9;360,29;112,202;0,199;;;0,020;0,020;2960;59;0,006;0,219;360,97;143,575;-0,444;23:59;9;;0,778;;1;0,007;0,334;255,777;-0,245;0,798;0,553;339,71;58,978;-1,001;0,004;1,127;;;0,004;0,126;314,755;-1,246;1,925;0,679;0,1;0,009;;0;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;0,1;24;0;0,009;0;0,009;;;
14;8:00;01;2013;1,6;11;5;1,2;360,34;112,535;0,333;;;0,020;0,020;2960;59;0,008;0,353;360,98;143,649;0,074;;;;0,000;;0;0,009;0,074;256,184;0,407;0,020;0,427;339,62;58,571;-0,407;0,004;0,425;;;0,005;0,018;314,755;0,000;0,445;0,445;0,1;0,009;655;6;301,88;0,153;0,515;0,668;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;0,1;24;0;0,009;0;0,009;;;
15;8:00;01;2013;;11;4;1,2;360,38;112,801;0,266;;;0,020;0,020;2960;59;0,008;0,286;360,99;143,723;0,074;;;;0,000;339;0;0,009;0,074;256,524;0,340;0,020;0,360;339,62;58,571;0,000;0,004;0,004;;;0,005;0,004;315,095;0,340;0,024;0,364;2,3;0,184;655;120;301,90;0,156;0,372;0,528;-0,14;1,7;24;0;0,135;0,5;24;0;0,040;0,1;24;0;0,009;0;0,184;;;
16;8:00;01;2013;;10;3;1,6;360,42;113,068;0,267;;;0,020;0,020;2960;59;0,011;0,287;361,00;143,797;0,074;;;;0,002;;0;0,01184;0,076;256,865;0,341;0,022;0,363;339,62;58,571;0,000;0,004;0,004;;;0,007;0,004;315,436;0,341;0,026;0,367;2,3;0,199;;0;301,87;0,152;0,161;0,313;-0,215;1,7;24;0;0,147;0,5;24;0;0,043;0,1;24;0;0,009;0;0,199;;;
17;8:00;01;2013;0,9;12;8;0,9;360,46;113,336;0,268;;;0,020;0,020;2972;59;0,006;0,288;361,01;143,871;0,074;;;;0,000;;0;0,00666;0,074;257,207;0,342;0,020;0,362;339,62;58,571;0,000;0,004;0,004;;;0,004;0,004;315,778;0,342;0,024;0,366;2,3;0,199;807;160;301,90;0,156;0,016;0,172;-0,141;1,7;24;0;0,147;0,5;24;0;0,043;0,1;24;0;0,009;0;0,199;;;
18;8:00;01;2013;0,1;15;12;0,9;360,55;113,939;0,603;;;0,020;0,020;2410;48;0,006;0,623;360,99;143,723;-0,148;9:49;9;;0,316;;0;0,007;0,168;257,662;0,455;0,336;0,791;339,63;58,616;0,045;0,004;0,004;;;0,004;0,049;316,278;0,500;0,340;0,840;2,3;0,199;749;149;301,49;0,108;0,169;0,277;0,105;1,7;24;0;0,147;0,5;24;0;0,043;0,1;24;0;0,009;0;0,199;;;
19;8:00;01;2013;2,6;14;12;3,4;360,54;113,872;-0,067;22:00;9;0,020;0,733;2400;1.759;0,023;0,666;361,01;143,871;0,148;;;;0,000;;0;0,025;0,148;257,743;0,081;0,733;0,814;339,65;58,707;0,091;0,004;0,004;;;0,015;0,095;316,450;0,172;0,737;0,909;3,0;0,248;;0;;;;;;0,0;24;0;0,024;0,0;24;0;0,007;3,0;24;0;0,217;0;0,248;;;
20;8:00;01;2013;17,7;14;6;1,3;360,97;116,788;2,916;23:50;9;0,020;0,792;2380;1.885;0,009;3,708;361,17;145,058;1,187;;;;0,000;;0;0,010;1,187;261,846;4,103;0,792;4,895;339,82;59,477;0,770;0,004;0,004;;;0,006;0,774;321,323;4,873;0,796;5,669;3,0;0,259;;0;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;3,0;24;0;0,259;0;0,259;;;
21;8:00;01;2013;7,3;11;6;5,3;361,12;117,818;1,030;23:50;9;0,020;0,792;2363;1.871;0,036;1,822;361,17;145,058;0,000;;;;0,000;;0;0,03922;0,000;262,876;1,030;0,792;1,822;339,96;60,116;0,639;0,004;0,004;;;0,024;0,643;322,992;1,669;0,796;2,465;3,0;0,259;;0;302,00;0,160;0,708;0,868;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;3,0;24;0;0,259;0;0,259;;;
22;8:00;01;2013;;11;4;0,8;361,27;118,855;1,037;23:30;9;0,020;0,781;2773;2.166;0,006;1,818;361,27;145,804;0,746;;;;0,000;;0;0,006;0,746;264,659;1,783;0,781;2,564;340,05;60,530;0,414;0,004;0,004;;;0,004;0,418;325,189;2,197;0,785;2,982;7,0;0,583;;1;302,01;0,160;0,630;0,790;-0,078;0,0;24;0;0,000;0,0;24;0;0,000;7,0;24;0;0,583;0;0,583;;;
23;8:00;01;2013;2,3;10;4;1,5;361,00;116,993;-1,862;23:00;51,5;0,020;4,252;2586;10.996;0,010;2,390;361,23;145,505;-0,299;0:06;26;;0,005;;0;0,011;-0,294;262,498;-2,161;4,257;2,096;340,12;60,853;0,323;0,004;0,028;;;0,007;0,351;323,351;-1,838;4,285;2,447;15,0;1,253;;1;302,50;0,160;0,300;0,460;-0,33;0,0;24;0;0,000;0,0;24;0;0,000;15,0;24;0;1,253;0;1,253;;;
24;8:00;01;2013;0,0;12;6;1,6;360,61;114,343;-2,650;23:59;51,5;0,020;4,454;2410;10.734;0,011;1,804;361,20;145,282;-0,223;;;;0,000;351;0;0,012;-0,223;259,625;-2,873;4,454;1,581;340,22;61,316;0,463;0,004;0,004;;;0,007;0,467;320,941;-2,410;4,458;2,048;15,0;1,296;;1;302,60;0,160;0,825;0,985;0,525;0,0;24;0;0,000;0,0;24;0;0,000;15,0;24;0;1,296;0;1,296;;;
25;8:00;01;2013;6,0;12;9;1,0;360,23;111,804;-2,539;23:59;51,5;0,020;4,459;2317;10.332;0,007;1,920;361,19;145,207;-0,075;;;;0,000;;0;0,008;-0,075;257,011;-2,614;4,459;1,845;340,32;61,782;0,466;0,004;0,004;;;0,005;0,470;318,793;-2,148;4,463;2,315;15,0;1,296;;1;302,57;0,160;0,848;1,008;0,023;0,0;24;0;0,000;0,0;24;0;0,000;15,0;24;0;1,296;0;1,296;;;
26;8:00;01;2013;3,9;12;8;1,0;359,84;109,244;-2,560;23:41;51,5;0,020;4,459;2539;11.321;0,007;1,899;361,20;145,282;0,075;;;;0,000;;0;0,008;0,075;254,526;-2,485;4,459;1,974;340,47;62,486;0,704;0,004;0,004;;;0,005;0,708;317,012;-1,781;4,463;2,682;15,0;1,296;;1;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;15,0;24;0;1,296;0;1,296;;;
27;8:00;01;2013;;15;8;1,0;359,43;106,602;-2,642;23:48;51,5;0,020;4,463;2000;8.926;0,006;1,821;361,18;145,133;-0,149;;;;0,000;;0;0,007;-0,149;251,735;-2,791;4,463;1,672;340,62;63,195;0,709;0,004;0,004;;;0,005;0,713;314,930;-2,082;4,467;2,385;15,0;1,296;;1;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;15,0;24;0;1,296;0;1,296;;;
28;8:00;01;2013;;15;8;1,5;358,95;103,571;-3,031;23:48;51,5;0,020;4,463;1813;8.091;0,009;1,432;361,16;144,984;-0,149;;;;0,000;;0;0,011;-0,149;248,555;-3,180;4,463;1,283;340,72;63,672;0,477;0,004;0,004;;;0,007;0,481;312,227;-2,703;4,467;1,764;15,0;1,296;;1;302,57;0,160;1,400;1,560;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;15,0;24;0;1,296;0;1,296;;;
29;8:00;01;2013;;13;3;1,2;359,13;104,700;1,129;;;0,020;0,173;1813;314;0,008;1,302;361,15;144,909;-0,075;;;;0,000;;0;0,009;-0,075;249,609;1,054;0,173;1,227;340,78;63,959;0,287;0,004;0,004;;;0,006;0,291;313,568;1,341;0,177;1,518;15,8;1,359;1872;2.544;300,20;0,000;0,000;;;0,8;24;0;0,063;0,0;24;0;0,000;15,0;24;0;1,296;0;1,359;;;
30;8:00;01;2013;;17;3;1,1;359,31;105,838;1,138;;;0,020;0,020;1813;36;0,007;1,158;361,14;144,835;-0,074;;;;0,000;;0;0,008;-0,074;250,673;1,064;0,020;1,084;340,82;64,151;0,192;0,004;0,004;;;0,005;0,196;314,824;1,256;0,024;1,280;0,6;0,131;;0;300,20;0,000;-0,033;-0,033;#ÁVALOR!;0,6;24;0;0,050;0,0;24;0;0,000;0,00;24;0;0,081;0;0,131;;;
31;8:00;01;2013;;18;4;1,8;359,48;106,921;1,083;;;0,020;0,020;1813;36;0,011;1,103;361,13;144,761;-0,074;;;;0,000;;0;0,01332;-0,074;251,682;1,009;0,020;1,029;340,86;64,343;0,192;0,004;0,051;;;0,009;0,243;316,025;1,201;0,071;1,272;0,6;;1814;1.814;300,20;0,000;-0,061;-0,061;-0,028;0,6;24;0;0,052;0,0;24;0;0,000;0,00;24;0;0,000;0;0,052;;;
1;8:00;02;2013;;18;5;1,1;359,65;108,014;1,093;;;0,020;0,020;2516;50;0,007;1,113;361,12;144,686;-0,075;;;;0,000;;0;0,008;-0,075;252,700;1,018;0,020;1,038;340,88;64,440;0,097;0,004;0,098;;;0,005;0,195;317,140;1,115;0,118;1,233;0,7;0,060;;0;300,59;0,029;-0,133;-0,104;;0,6;24;0;0,052;0,0;24;0;0,000;0,1;24;0;0,008;0;0,060;;;
2;8:00;02;2013;0,6;18;5;1,5;359,80;108,984;0,970;;;0,020;0,031;2520;78;0,010;1,001;361,12;144,686;0,000;;;;0,000;;0;0,011;0,000;253,670;0,970;0,031;1,001;340,91;64,584;0,144;0,004;0,004;;;0,007;0,148;318,254;1,114;0,035;1,149;15,0;1,090;;1;;;;;;0,0;24;0;0,009;0,0;24;0;0,000;15,0;24;0;1,081;0;1,090;;;
3;8:00;02;2013;;18;2;1,9;359,93;109,831;0,847;;;0,020;0,020;2520;50;0,012;0,867;361,12;144,686;0,000;;;;0,000;;0;0,014;0,000;254,517;0,847;0,020;0,867;340,48;62,533;-2,051;0,004;2,154;;;0,009;0,103;317,050;-1,204;2,174;0,970;15,0;1,296;;1;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;15,0;24;0;1,296;0;1,296;;;
4;8:00;02;2013;;18;1;2,0;360,05;110,617;0,786;;;0,020;0,020;2520;50;0,013;0,806;361,12;144,686;0,000;;;;0,000;339;0;0,015;0,000;255,303;0,786;0,020;0,806;340,42;62,250;-0,283;0,004;0,383;;;0,009;0,100;317,553;0,503;0,403;0,906;0,1;0,216;550;119;301,96;0,160;0,486;0,646;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;0,1;24;0;0,216;0;0,216;;;
5;8:00;02;2013;;13;0;1,3;360,16;111,342;0,725;;;0,020;0,020;2520;50;0,009;0,745;361,12;144,686;0,000;;;;0,000;;0;0,010;0,000;256,028;0,725;0,020;0,745;340,44;62,344;0,094;0,004;0,004;;;0,006;0,098;318,372;0,819;0,024;0,843;2,7;0,225;597;134;301,94;0,160;0,323;0,483;;1,7;24;0;0,141;0,9;24;0;0,075;0,1;24;0;0,009;0;0,225;;;
6;8:00;02;2013;;17;1;1,0;360,27;112,070;0,728;;;0,020;0,020;2527;51;0,007;0,748;361,12;144,686;0,000;;;;0,000;;0;0,007;0,000;256,756;0,728;0,020;0,748;340,46;62,439;0,095;0,004;0,004;;;0,005;0,099;319,195;0,823;0,024;0,847;2,7;0,233;;0;301,91;0,157;0,171;0,328;-0,155;1,7;24;0;0,147;0,9;24;0;0,078;0,1;24;0;0,009;0;0,233;;;
7;8:00;02;2013;;12;4;2,6;360,38;112,801;0,731;;;0,020;0,066;2520;166;0,017;0,797;361,12;144,686;0,000;;;;0,000;;0;0,019;0,000;257,487;0,731;0,066;0,797;340,46;62,439;0,000;0,004;0,115;;;0,012;0,115;319,926;0,731;0,181;0,912;2,7;0,233;632;147;301,90;0,156;0,225;0,381;0,053;1,7;24;0;0,147;0,9;24;0;0,078;0,1;24;0;0,009;0;0,233;;;
8;8:00;02;2013;;12;0;1,6;360,46;113,336;0,535;02:00;9;0,020;0,085;2516;214;0,011;0,620;361,11;144,612;-0,074;;;;0,000;;0;0,012;-0,074;257,948;0,461;0,085;0,546;340,44;62,344;-0,095;0,004;0,144;;;0,008;0,049;320,292;0,366;0,229;0,595;2,7;0,233;632;147;301,93;0,159;0,229;0,388;0,007;1,7;24;0;0,147;0,9;24;0;0,078;0,1;24;0;0,009;0;0,233;;;
9;8:00;02;2013;;11;0;1,3;360,54;113,872;0,536;01:31;9;0,020;0,069;2446;169;0,009;0,605;361,11;144,612;0,000;;;;0,000;;0;0,010;0,000;258,484;0,536;0,069;0,605;340,43;62,297;-0,047;0,004;0,144;;;0,006;0,097;320,781;0,489;0,213;0,702;2,9;0,250;;0;;;;;;1,7;24;0;0,147;1,1;24;0;0,094;0,1;24;0;0,009;0;0,250;;;
10;8:00;02;2013;;12;0;1,5;360,63;114,478;0,606;02:00;9;0,020;0,085;2460;209;0,010;0,691;361,11;144,612;0,000;;;;0,000;;0;0,011;0,000;259,090;0,606;0,085;0,691;340,42;62,250;-0,047;0,004;0,144;;;0,007;0,097;321,340;0,559;0,229;0,788;2,9;0,251;;0;;;;;;1,7;24;0;0,147;1,1;24;0;0,095;0,1;24;0;0,009;0;0,251;;;
11;8:00;02;2013;0;13;0;1,8;360,72;115,086;0,608;01:31;9;0,020;0,069;2480;171;0,012;0,677;361,11;144,612;0,000;;;;0,000;;0;0,013;0,000;259,698;0,608;0,069;0,677;340,41;62,204;-0,046;0,004;0,144;;;0,008;0,098;321,902;0,562;0,213;0,775;2,9;0,251;702;176;301,90;0,156;0,214;0,370;#ÁVALOR!;1,7;24;0;0,147;1,1;24;0;0,095;0,1;24;0;0,009;0;0,251;;;
12;8:00;02;2013;0;10;5;1,2;360,80;115,628;0,542;01:00;9;0,020;0,052;2530;132;0,008;0,594;361,11;144,612;0,000;;;;0,000;;0;0,009;0,000;260,240;0,542;0,052;0,594;340,39;62,110;-0,094;0,004;0,144;;;0,006;0,050;322,350;0,448;0,196;0,644;2,8;0,243;725;176;302,07;0,160;0,193;0,353;-0,017;1,7;24;0;0,147;1,0;24;0;0,087;0,1;24;0;0,009;0;0,243;;;
13;8:00;02;2013;;11;4;1,2;360,88;116,173;0,545;01:33;9;0,020;0,070;2562;179;0,008;0,615;361,10;144,538;-0,074;;;;0,000;;0;0,009;-0,074;260,711;0,471;0,070;0,541;340,36;61,969;-0,141;0,004;0,191;;;0,006;0,050;322,680;0,330;0,261;0,591;2,8;0,242;;0;301,90;0,156;0,306;0,462;0,109;1,7;24;0;0,147;1,0;24;0;0,086;0,1;24;0;0,009;0;0,242;;;
14;8:00;02;2013;;13;4;1,3;360,95;116,651;0,478;01:00;9;0,020;0,052;2551;133;0,009;0,530;361,10;144,538;0,000;;;;0,000;328;0;0,010;0,000;261,189;0,478;0,052;0,530;340,34;61,876;-0,093;0,004;0,144;;;0,006;0,051;323,065;0,385;0,196;0,581;3,0;0,259;690;178;301,90;0,156;0,264;0,420;-0,042;1,7;24;0;0,147;1,2;24;0;0,103;0,1;24;0;0,009;0;0,259;;;
15;8:00;02;2013;;18;4;2,3;361,02;117,131;0,480;01:30;9;0,020;0,069;2551;176;0,016;0,549;361,10;144,538;0,000;;;;0,000;;0;0,017;0,000;261,669;0,480;0,069;0,549;340,32;61,782;-0,094;0,004;0,200;;;0,011;0,106;323,451;0,386;0,269;0,655;3,0;0,259;;0;301,93;0,159;0,272;0,431;0,011;1,7;24;0;0,147;1,2;24;0;0,104;0,1;24;0;0,009;0;0,259;;;
16;8:00;02;2013;;17;4;1,5;361,00;116,993;-0,138;22:55;9;0,020;0,762;2539;1.935;0,010;0,624;361,10;144,538;0,000;;;;0,000;;0;0,0111;0,000;261,531;-0,138;0,762;0,624;340,32;61,782;0,000;0,004;0,004;;;0,007;0,004;323,313;-0,138;0,766;0,628;9,0;0,756;;1;;;;;;0,0;24;0;0,006;0,0;24;0;0,004;9,0;24;0;0,746;0;0,756;;;
17;8:00;02;2013;;17;5;1,3;360,97;116,788;-0,205;23:40;9;0,020;0,787;2500;1.968;0,009;0,582;361,10;144,538;0,000;;;;0,000;;0;0,010;0,000;261,326;-0,205;0,787;0,582;340,33;61,829;0,047;0,004;0,004;;;0,006;0,051;323,155;-0,158;0,791;0,633;9,0;0,778;;1;;;;;;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
18;8:00;02;2013;0;13;8;1,0;360,94;116,583;-0,205;23:40;9;0,020;0,787;2480;1.952;0,007;0,582;361,10;144,538;0,000;;;;0,000;;0;0,007;0,000;261,121;-0,205;0,787;0,582;340,34;61,876;0,047;0,004;0,004;;;0,005;0,051;322,997;-0,158;0,791;0,633;9,0;0,778;;1;302,16;0,160;0,469;0,629;#ÁVALOR!;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
19;8:00;02;2013;18,4;16;8;1,1;360,92;116,446;-0,137;23:25;9;0,020;0,779;1556;1.212;0,008;0,642;361,10;144,538;0,000;;;;0,000;;0;0,008;0,000;260,984;-0,137;0,779;0,642;340,39;62,110;0,234;0,004;0,004;;;0,005;0,238;323,094;0,097;0,783;0,880;9,0;0,778;;1;302,17;0,160;0,515;0,675;0,046;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
20;8:00;02;2013;54,8;11;7;1,5;361,06;117,405;0,959;23:30;9;0,020;0,781;1530;1.195;0,010;1,740;361,32;146,178;1,640;;;;0,000;;0;0,011;1,640;263,583;2,599;0,781;3,380;340,94;64,729;2,619;0,004;0,004;;;0,007;2,623;328,312;5,218;0,785;6,003;9,0;0,778;;1;302,19;0,160;0,486;0,646;-0,029;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
21;8:00;02;2013;;13;6;1,0;361,31;119,133;1,728;23:42;9;0,020;0,788;1521;1.199;0,007;2,516;361,31;146,103;-0,075;;;;0,000;;0;0,0075;-0,075;265,236;1,653;0,788;2,441;340,94;64,729;0,000;0,004;1,941;;;0,005;1,941;329,965;1,653;2,729;4,382;9,0;0,778;;1;302,50;0,160;0,650;0,810;0,164;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
22;8:00;02;2013;6,9;15;6;0,9;361,34;119,341;0,208;21:10;9;0,020;0,706;2457;1.735;0,006;0,914;361,34;146,328;0,225;;;;0,014;;0;0,007;0,239;265,669;0,433;0,720;1,153;340,66;63,385;-1,344;0,004;2,094;;;0,004;0,750;329,054;-0,911;2,814;1,903;9,0;0,778;;1;302,36;0,160;0,266;0,426;-0,384;0,0;24;0;0,000;0,0;24;0;0,000;9,0;24;0;0,778;0;0,778;;;
