Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion;;;;;;;;;;;;;
27;8:00;06;2015;;31;22;10,4;358,99;103,821;-0,125;3:00;;0,020;0,117;;0;0,065;-0,008;356,01;109,584;-0,124;5:54;;;0,159;;0;0,064;0,035;213,405;-0,249;0,276;0,027;337,61;49,955;0,000;0,004;0,004;;;0,043;0,004;263,360;-0,249;0,280;0,031;5,10;0,441;;0;;;;;;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
28;8:00;06;2015;;33;25;10,8;358,95;103,571;-0,250;5:00;;0,020;0,182;;0;0,067;-0,068;356,01;109,584;0,000;;;;0,000;;0;0,067;0,000;213,155;-0,250;0,182;-0,068;337,55;49,711;-0,244;0,004;0,291;;;0,044;0,047;262,866;-0,494;0,473;-0,021;5,10;0,441;;0;;;;;;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
29;8:00;06;2015;;31;24;9,1;358,92;103,384;-0,187;4:00;;0,020;0,150;;0;0,057;-0,037;356,00;109,522;-0,062;;;;0,000;;;0,056;-0,062;212,906;-0,249;0,150;-0,099;337,48;49,426;-0,285;0,004;0,244;;;0,037;-0,041;262,332;-0,534;0,394;-0,140;5,10;0,441;842;371;301,81;0,143;-0,038;0,105;#ÁVALOR!;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
30;8:00;06;2015;;34;24;12,3;358,89;103,197;-0,187;2:30;;0,020;0,101;;0;0,077;-0,086;355,91;108,965;-0,557;14:30;;;0,470;;0;0,076;-0,087;212,162;-0,744;0,571;-0,173;337,47;49,386;-0,040;0,004;0,004;;;0,049;-0,036;261,548;-0,784;0,575;-0,209;5,10;0,441;831;366;301,81;0,143;0,099;0,242;0,137;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
1;8:00;07;2015;;33;22;9,7;358,86;103,010;-0,187;;;0,020;0,101;2317;234;0,060;-0,086;355,86;108,656;-0,309;9:30;9;;0,308;;0;0,060;-0,001;211,666;-0,496;0,409;-0,087;337,46;49,345;-0,041;0,004;0,004;;;0,040;-0,037;261,011;-0,537;0,413;-0,124;5,10;0,441;784;345;301,79;0,139;0,115;0,254;0,012;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
2;8:00;07;2015;;33;21;11,0;358,86;103,010;0,000;;;0,020;0,020;;0;0,068;0,020;355,79;108,225;-0,431;12:00;9;;0,389;;0;0,068;-0,042;211,235;-0,431;0,409;-0,022;337,46;49,345;0,000;0,004;0,004;;;0,044;0,004;260,580;-0,431;0,413;-0,018;5,10;0,441;807;356;301,43;0,102;0,199;0,301;0,047;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
3;8:00;07;2015;;33;22;8,7;358,82;102,762;-0,248;3:00;20,0;0,020;0,236;2188;516;0,054;-0,012;355,70;107,673;-0,552;12,:30;9;;0,535;;1;0,053;-0,017;210,435;-0,800;0,771;-0,029;337,45;49,305;-0,040;0,004;0,004;;;0,035;-0,036;259,740;-0,840;0,775;-0,065;5,20;0,449;796;358;301,89;0,155;0,480;0,635;0,334;2,1;24;0;0,181;2,8;24;0;0,242;0,30;24;0;0,026;0;0,449;;;;;;;;;;;;;;;;
4;8:00;07;2015;;31;22;7,8;358,81;102,700;-0,062;;;0,020;0,020;;0;0,048;-0,042;355,64;107,306;-0,367;12:00;9;;0,389;;0;0,048;0,022;210,006;-0,429;0,409;-0,020;337,44;49,264;-0,041;0,004;0,004;;;0,032;-0,037;259,270;-0,470;0,413;-0,057;5,40;0,467;790;369;;;;;;2,1;24;0;0,181;3,0;24;0;0,259;0,30;24;0;0,026;0;0,467;;;;;;;;;;;;;;;;
5;8:00;07;2015;;33;23;7,7;358,78;102,514;-0,186;3:30;9;0,020;0,133;;0;0,048;-0,053;355,64;107,306;0,000;;;;0,000;;0;0,047;0,000;209,820;-0,186;0,133;-0,053;337,37;48,981;-0,283;0,004;0,255;;;0,031;-0,028;258,801;-0,469;0,388;-0,081;5,40;0,467;788;368;;;;;;2,1;24;0;0,181;3,0;24;0;0,259;0,30;24;0;0,026;0;0,467;;;;;;;;;;;;;;;;
6;8:00;07;2015;;34;24;12,0;358,75;102,328;-0,186;3:30;9;0,020;0,133;;0;0,074;-0,053;355,64;107,306;0,000;;;;0,000;;0;0,073;0,000;209,634;-0,186;0,133;-0,053;337,30;48,699;-0,282;0,004;0,255;;;0,048;-0,027;258,333;-0,468;0,388;-0,080;5,40;0,467;784;366;301,37;0,096;0,363;0,459;#ÁVALOR!;2,1;24;0;0,181;3,0;24;0;0,259;0,30;24;0;0,026;0;0,467;;;;;;;;;;;;;;;;
7;8:00;07;2015;;36;26;12,5;358,73;102,205;-0,123;3:00;9;0,020;0,117;2165;253;0,077;-0,006;355,58;106,940;-0,366;10:00;9;;0,324;;0;0,076;-0,042;209,145;-0,489;0,441;-0,048;337,29;48,659;-0,040;0,004;0,004;;;0,050;-0,036;257,804;-0,529;0,445;-0,084;5,10;0,441;819;361;301,70;0,129;0,342;0,471;0,012;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
8;8:00;07;2015;;38;23;13,0;358,72;102,143;-0,062;;;0,020;0,020;;0;0,081;-0,042;355,53;106,635;-0,305;9:00;9;;0,292;;0;0,079;-0,013;208,778;-0,367;0,312;-0,055;337,28;48,619;-0,040;0,004;0,004;;;0,052;-0,036;257,397;-0,407;0,316;-0,091;5,10;0,441;784;345;300,90;0,053;0,314;0,367;-0,104;2,1;24;0;0,181;2,7;24;0;0,233;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
9;8:00;07;2015;;39;23;7,7;358,69;101,958;-0,185;3:00;9;0,020;0,117;;0;0,047;-0,068;355,48;106,331;-0,304;10:00;9;;0,324;;0;0,047;0,020;208,289;-0,489;0,441;-0,048;337,27;48,579;-0,040;0,004;0,004;;;0,031;-0,036;256,868;-0,529;0,445;-0,084;5,30;0,458;790;362;300,81;0,044;0,390;0,434;0,067;2,1;24;0;0,190;2,7;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
10;8:00;07;2015;;34;24;8,1;358,67;101,835;-0,123;3:00;9;0,020;0,117;;0;0,050;-0,006;355,40;105,846;-0,485;15:00;9;;0,486;;0;0,049;0,001;207,681;-0,608;0,603;-0,005;337,26;48,539;-0,040;0,004;0,004;;;0,032;-0,036;256,220;-0,648;0,607;-0,041;5,30;0,458;796;365;301,88;0,153;0,464;0,617;0,183;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
11;8:00;07;2015;;35;22;7,9;358,65;101,711;-0,124;3:00;9;0,020;0,117;;0;0,049;-0,007;355,36;105,603;-0,243;5:00;9;;0,162;;0;0,048;-0,081;207,314;-0,367;0,279;-0,088;337,25;48,498;-0,041;0,004;0,004;;;0,032;-0,037;255,812;-0,408;0,283;-0,125;5,30;0,458;782;358;;;;;;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
12;8:00;07;2015;;36;22;9,3;358,62;101,527;-0,184;3:00;9;0,020;0,117;;0;0,057;-0,067;355,35;105,543;-0,060;;;;0,000;;0;0,056;-0,060;207,070;-0,244;0,117;-0,127;337,18;48,218;-0,280;0,004;0,254;;;0,037;-0,026;255,288;-0,524;0,371;-0,153;5,30;0,458;768;;;;;;;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
13;8:00;07;2015;;35;23;8,0;358,61;101,466;-0,061;1:10;9;0,020;0,058;;0;0,049;-0,003;355,34;105,483;-0,060;;;;0,000;;0;0,048;-0,060;206,949;-0,121;0,058;-0,063;337,10;47,898;-0,320;0,004;0,254;;;0,032;-0,066;254,847;-0,441;0,312;-0,129;5,30;0,458;754;;300,48;0,021;0,350;0,371;#ÁVALOR!;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
14;8:00;07;2015;;35;23;10,1;358,59;101,343;-0,123;3:00;9;0,020;0,117;2375;278;0,062;-0,006;355,29;105,181;-0,302;10:00;9;;0,324;;0;0,061;0,022;206,524;-0,425;0,441;0,016;337,10;47,898;0,000;0,004;0,004;;;0,040;0,004;254,422;-0,425;0,445;0,020;5,10;0,441;725;319;301,10;0,070;0,330;0,400;0,029;2,2;24;0;0,190;2,6;24;0;0,225;0,30;24;0;0,026;0;0,441;;;;;;;;;;;;;;;;
15;8:00;07;2015;;34;23;9,6;358,56;101,159;-0,184;3:00;9;0,020;0,117;2457;287;0,059;-0,067;355,24;104,879;-0,302;10:00;9;;0,324;;0;0,058;0,022;206,038;-0,486;0,441;-0,045;337,09;47,858;-0,040;0,004;0,014;;;0,038;-0,026;253,896;-0,526;0,455;-0,071;5,20;0,449;725;326;301,58;0,117;0,292;0,409;0,009;2,2;24;0;0,190;2,7;24;0;0,233;0,30;24;0;0,026;0;0,449;;;;;;;;;;;;;;;;
16;8:00;07;2015;;35;23;10,9;358,55;101,098;-0,061;0:20;9;0,020;0,031;2293;71;0,066;-0,030;355,23;104,819;-0,060;;;;0,000;;0;0,0654;-0,060;205,917;-0,121;0,031;-0,090;336,98;47,421;-0,437;0,004;0,377;;;0,043;-0,060;253,338;-0,558;0,408;-0,150;5,20;0,449;725;326;301,32;0,091;0,220;0,311;-0,098;2,2;24;0;0,190;2,7;24;0;0,233;0,30;24;0;0,026;0;0,449;;;;;;;;;;;;;;;;
17;8:00;07;2015;;34;25;10,6;358,51;100,853;-0,245;5:43;9;0,020;0,205;2457;504;0,065;-0,040;355,19;104,578;-0,241;6:00;9;;0,194;;0;0,063865;-0,047;205,431;-0,486;0,399;-0,087;336,97;47,381;-0,040;0,004;0,004;;;0,042;-0,036;252,812;-0,526;0,403;-0,123;5,30;0,458;749;343;301,96;0,160;0,110;0,270;-0,041;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
18;8:00;07;2015;;35;24;11,1;358,48;100,670;-0,183;3:00;9;0,020;0,117;;0;0,068;-0,066;355,13;104,218;-0,360;11:00;9;;0,356;;0;0,067;-0,004;204,888;-0,543;0,473;-0,070;336,96;47,341;-0,040;0,004;0,004;;;0,044;-0,036;252,229;-0,583;0,477;-0,106;5,30;0,458;725;332;;;;;;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
19;8:00;07;2015;;36;23;11,3;358,45;100,487;-0,183;3:16;9,0;0,020;0,126;;0;0,069;-0,057;355,13;104,218;0,000;;;;0,000;;0;0,068;0,000;204,705;-0,183;0,126;-0,057;336,88;47,024;-0,317;0,004;0,293;;;0,045;-0,024;251,729;-0,500;0,419;-0,081;5,30;0,458;796;365;;;;;;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
20;8:00;07;2015;;36;22;10,6;358,42;100,304;-0,183;3:34;9,0;0,020;0,136;;0;0,065;-0,047;355,13;104,218;0,000;;;;0,000;;0;0,064;0,000;204,522;-0,183;0,136;-0,047;336,80;46,709;-0,315;0,004;0,29;;;0,042;-0,025;251,231;-0,498;0,426;-0,072;5,30;0,458;854;391;300,87;0,050;0,120;0,170;#ÁVALOR!;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
21;8:00;07;2015;;36;23;8,4;358,40;100,182;-0,122;2:00;9,0;0,020;0,085;2480;211;0,051;-0,037;355,07;103,859;-0,359;10:30;9;;0,340;;0;0,050;-0,019;204,041;-0,481;0,425;-0,056;336,79;46,669;-0,040;0,004;0,004;;;0,034;-0,036;250,710;-0,521;0,429;-0,092;5,20;0,449;796;358;301,11;0,071;0,100;0,171;0,001;2,2;24;0;0,190;2,7;24;0;0,233;0,30;24;0;0,026;0;0,449;;;;;;;;;;;;;;;;
22;8:00;07;2015;;36;24;7,6;358,39;100,122;-0,060;;;0,020;0,020;2328;47;0,046;-0,040;355,00;103,440;-0,419;13:17;9;;0,430;;0;0,045;0,011;203,562;-0,479;0,450;-0,029;336,78;46,630;-0,039;0,004;0,004;;;0,030;-0,035;250,192;-0,518;0,454;-0,064;5,20;0,449;854;384;301,68;0,127;-0,015;0,112;-0,059;2,2;24;0;0,190;2,7;24;0;0,233;0,30;24;0;0,026;0;0,449;;;;;;;;;;;;;;;;
23;8:00;07;2015;;37;25;9,0;358,34;99,818;-0,304;3:00;20,0;0,020;0,236;;0;0,055;-0,068;354,94;103,082;-0,358;10:00;9;;0,324;;0;0,054;-0,034;202,900;-0,662;0,560;-0,102;336,77;46,591;-0,039;0,004;0,004;;;0,035;-0,035;249,491;-0,701;0,564;-0,137;5,20;0,449;854;384;300,42;0,015;0,370;0,385;0,273;2,2;24;0;0,190;2,7;24;0;0,233;0,30;24;0;0,026;0;0,449;;;;;;;;;;;;;;;;
24;8:00;07;2015;;34;22;8,7;358,32;99,697;-0,121;2:00;9,0;0,020;0,085;2387;203;0,053;-0,036;354,86;102,606;-0,476;14:00;9;;0,453;;0;0,052;-0,023;202,303;-0,597;0,538;-0,059;336,76;46,551;-0,040;0,004;0,004;;;0,035;-0,036;248,854;-0,637;0,542;-0,095;5,30;0,458;796;365;302,00;0,160;0,253;0,413;0,028;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
25;8:00;07;2015;;35;23;7,0;358,30;99,576;-0,121;2:00;9,0;0,020;0,085;;0;0,042;-0,036;354,82;102,369;-0,237;5:00;9;;0,162;;0;0,041;-0,075;201,945;-0,358;0,247;-0,111;336,75;46,512;-0,039;0,004;0,004;;;0,027;-0,035;248,457;-0,397;0,251;-0,146;5,40;0,467;;0;;;;;;2,2;24;0;0,190;2,9;24;0;0,251;0,30;24;0;0,026;0;0,467;;;;;;;;;;;;;;;;
26;8:00;07;2015;;34;24;8,5;358,27;99,395;-0,181;2:42;9,0;0,020;0,107;;0;0,051;-0,074;354,82;102,369;0,000;;;;0,000;;0;0,051;0,000;201,764;-0,181;0,107;-0,074;336,67;46,198;-0,314;0,004;0,292;;;0,033;-0,022;247,962;-0,495;0,399;-0,096;5,40;0,467;;0;;;;;;2,2;24;0;0,190;2,9;24;0;0,251;0,30;24;0;0,026;0;0,467;;;;;;;;;;;;;;;;
27;8:00;07;2015;;34;22;9,0;358,24;99,214;-0,181;3:00;9,0;0,020;0,117;;0;0,054;-0,064;354,81;102,309;-0,060;;;;0,000;;0;0,054;-0,060;201,523;-0,241;0,117;-0,124;336,59;45,885;-0,313;0,004;0,291;;;0,035;-0,022;247,408;-0,554;0,408;-0,146;5,40;0,467;866;404;301,36;0,095;0,002;0,097;#ÁVALOR!;2,2;24;0;0,190;2,9;24;0;0,251;0,30;24;0;0,026;0;0,467;;;;;;;;;;;;;;;;
28;8:00;07;2015;;37;22;7,9;358,22;99,093;-0,121;2:00;9,0;0,020;0,085;2574;219;0,048;-0,036;354,75;101,954;-0,355;11:00;9;;0,356;;0;0,047;0,001;201,047;-0,476;0,441;-0,035;336,55;45,729;-0,156;0,004;0,127;;;0,031;-0,029;246,776;-0,632;0,568;-0,064;5,30;0,458;725;332;301,33;0,092;0,132;0,224;0,127;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
29;8:00;07;2015;;35;23;7,9;358,20;98,973;-0,120;2:00;9,0;0,020;0,085;;0;0,047;-0,035;354,68;101,540;-0,414;11:18;9;;0,421;;0;0,047;0,007;200,513;-0,534;0,506;-0,028;336,54;45,690;-0,039;0,004;0,004;;;0,031;-0,035;246,203;-0,573;0,510;-0,063;5,30;0,458;;0;301,80;0,141;0,100;0,241;0,017;2,2;24;0;0,190;2,8;24;0;0,242;0,30;24;0;0,026;0;0,458;;;;;;;;;;;;;;;;
30;8:00;07;2015;;37;24;9,1;358,18;98,852;-0,121;1:38;9,0;0,020;0,073;;0;0,055;-0,048;354,62;101,186;-0,354;18:00;5,2;;0,337;;0;0,054;-0,017;200,038;-0,475;0,410;-0,065;336,53;45,651;-0,039;0,004;0,004;;;0,035;-0,035;245,689;-0,514;0,414;-0,100;5,50;0,475;796;378;301,30;0,089;0,122;0,211;-0,030;2,4;24;0;0,207;2,8;24;0;0,242;0,30;24;0;0,026;0;0,475;;;;;;;;;;;;;;;;
31;8:00;07;2015;;35;23;9,3;358,13;98,552;-0,300;3:00;20,0;0,020;0,236;2469;583;0,056;-0,064;354,50;100,481;-0,705;19:56;9;;0,665;;1;0,0546375;-0,040;199,033;-1,005;0,901;-0,104;336,52;45,612;-0,039;0,004;0,004;;;0,036;-0,035;244,645;-1,044;0,905;-0,139;5,5;0,475;936;445;301,65;0,124;0,498;0,622;0,411;2,4;24;0;0,207;2,8;24;0;0,242;0,30;24;0;0,026;0;0,475;;;;;;;;;;;;;;;;
1;8:00;08;2015;;31;20;8,6;358,12;98,492;-0,060;;;0,020;0,020;;0;0,052;-0,040;354,46;100,246;-0,235;5:00;9:00;;0,162;;0;0,051;-0,073;198,738;-0,295;0,182;-0,113;336,51;45,573;-0,039;0,004;0,004;;;0,034;-0,035;244,311;-0,334;0,186;-0,148;5,60;0,483;;0;;;;;;2,5;22;0;0,215;2,8;24;0;0,242;0,30;24;0;0,026;0;0,483;;;;;;;;;;;;;;;;
2;8:00;08;2015;;32;21;14,5;358,09;98,312;-0,180;3:00;9,0;0,020;0,117;;0;0,087;-0,063;354,45;100,187;-0,059;;;;0,000;;0;0,086;-0,059;198,499;-0,239;0,117;-0,122;336,43;45,262;-0,311;0,004;0,349;;;0,056;0,038;243,761;-0,550;0,466;-0,084;5,60;0,484;;0;;;;;;2,5;24;0;0,216;2,8;24;0;0,242;0,30;24;0;0,026;0;0,484;;;;;;;;;;;;;;;;
3;8:00;08;2015;;30;24;8,2;358,06;98,133;-0,179;3:00;9,0;0,020;0,117;;0;0,049;-0,062;354,43;100,070;-0,117;;;;0,000;;0;0,048;-0,117;198,203;-0,296;0,117;-0,179;336,34;44,914;-0,348;0,004;0,351;;;0,032;0,003;243,117;-0,644;0,468;-0,176;5,60;0,484;620;300;301,78;0,137;0,151;0,288;#ÁVALOR!;2,5;24;0;0,216;2,8;24;0;0,242;0,30;24;0;0,026;0;0,484;;;;;;;;;;;;;;;;
4;8:00;08;2015;;33;22;7,5;358,03;97,954;-0,179;3:00;9,0;0,020;0,117;;0;0,045;-0,062;354,39;99,836;-0,234;11:30;9:00;;0,373;;0;0,044;0,139;197,790;-0,413;0,490;0,077;336,33;44,875;-0,039;0,004;0,004;;;0,029;-0,035;242,665;-0,452;0,494;0,042;5,50;0,476;;0;301,80;0,141;0,221;0,362;0,074;2,5;24;0;0,216;2,7;22;0;0,234;0,30;24;0;0,026;0;0,476;;;;;;;;;;;;;;;;
5;8:00;08;2015;;35;22;7,8;358,01;97,834;-0,120;2:00;9,0;0,020;0,085;;0;0,047;-0,035;354,33;99,486;-0,350;11:30;9:00;;0,373;;0;0,045;0,023;197,320;-0,470;0,458;-0,012;336,32;44,836;-0,039;0,004;0,004;;;0,030;-0,035;242,156;-0,509;0,462;-0,047;5,50;0,475;796;378;301,74;0,133;0,200;0,333;-0,029;2,5;24;0;0,216;2,7;24;0;0,233;0,30;24;0;0,026;0;0,475;;;;;;;;;;;;;;;;
6;8:00;08;2015;;33;24;9,8;357,99;97,715;-0,119;2:00;9,0;0,020;0,085;;0;0,058;-0,034;354,25;99,020;-0,466;11:30;9:00;;0,373;;0;0,057;-0,093;196,735;-0,585;0,458;-0,127;336,31;44,798;-0,038;0,004;0,004;;;0,037;-0,034;241,533;-0,623;0,462;-0,161;5,50;0,475;;0;301,04;0,065;0,290;0,355;0,022;2,5;24;0;0,216;2,7;24;0;0,233;0,30;24;0;0,026;0;0,475;;;;;;;;;;;;;;;;
7;8:00;08;2015;;34;25;6,2;357,95;97,477;-0,238;2:55;20,0;0,020;0,230;;0;0,037;-0,008;354,14;98,381;-0,639;15:00;9:00;;0,486;;0;0,036;-0,153;195,858;-0,877;0,716;-0,161;336,30;44,759;-0,039;0,004;0,004;;;0,024;-0,035;240,617;-0,916;0,720;-0,196;5,50;0,475;959;456;300,92;0,055;0,579;0,634;0,279;2,5;24;0;0,216;2,7;24;0;0,233;0,30;24;0;0,026;0;0,475;;;;;;;;;;;;;;;;
8;8:00;08;2015;;35;27;7,0;357,94;97,418;-0,059;;;0,020;0,020;;0;0,041;-0,039;354,12;98,265;-0,116;5:00;9:00;;0,162;;0;0,041;0,046;195,683;-0,175;0,182;0,007;336,29;44,721;-0,038;0,004;0,004;;;0,027;-0,034;240,404;-0,213;0,186;-0,027;5,50;0,475;;0;;;;;;2,5;24;0;0,216;2,7;24;0;0,233;0,30;24;0;0,026;0;0,475;;;;;;;;;;;;;;;;
9;8:00;08;2015;;33;26;6,0;357,92;97,299;-0,119;2:00;9,0;0,020;0,085;;0;0,036;-0,034;354,11;98,207;-0,058;;;;0,000;;0;0,035;-0,058;195,506;-0,177;0,085;-0,092;336,21;44,413;-0,308;0,004;0,352;;;0,023;0,044;239,919;-0,485;0,437;-0,048;5,50;0,475;;0;;;;;;2,5;24;0;0,216;2,7;24;0;0,233;0,30;24;0;0,026;0;0,475;;;;;;;;;;;;;;;;
10;8:00;08;2015;;33;26;8,1;357,90;97,180;-0,119;2:00;9,0;0,020;0,085;;0;0,048;-0,034;354,10;98,149;-0,058;;;;0,000;;0;0,047;-0,058;195,329;-0,177;0,085;-0,092;336,12;44,068;-0,345;0,004;0,353;;;0,031;0,008;239,397;-0,522;0,438;-0,084;5,50;0,475;772;367;301,44;0,103;0,144;0,247;#ÁVALOR!;2,5;24;0;0,216;2,7;24;0;0,233;0,30;24;0;0,026;0;0,475;;;;;;;;;;;;;;;;
11;8:00;08;2015;;34;25;8,4;357,87;97,003;-0,177;3:00;9,0;0,020;0,117;;0;0,050;-0,060;354,05;97,860;-0,289;11:00;9:00;;0,356;;0;0,049;0,067;194,863;-0,466;0,473;0,007;336,11;44,030;-0,038;0,004;0,004;;;0,032;-0,034;238,893;-0,504;0,477;-0,027;5,50;0,475;;0;301,43;0,102;0,164;0,266;0,019;2,5;24;0;0,216;2,7;24;0;0,233;0,30;24;0;0,026;0;0,475;;;;;;;;;;;;;;;;
12;8:00;08;2015;;34;25;6,9;357,85;96,884;-0,119;2:00;9,0;0,020;0,085;;0;0,041;-0,034;354,04;97,802;-0,058;;;;0,000;;0;0,040;-0,058;194,686;-0,177;0,085;-0,092;336,00;43,610;-0,420;0,004;0,405;;;0,026;-0,015;238,296;-0,597;0,490;-0,107;4,40;0,333;760;253;301,35;0,094;0,332;0,426;0,160;2,5;13;0;0,117;1,6;11;0;0,190;0,30;24;0;0,026;0;0,333;;;;;;;;;;;;;;;;
13;8:00;08;2015;;36;25;8,2;357,84;96,825;-0,059;;;0,020;0,020;;0;0,048;-0,039;354,02;97,686;-0,116;;;;0,000;;0;0,048;-0,116;194,511;-0,175;0,020;-0,155;336,00;43,610;0,000;0,004;0,004;;;0,031;0,004;238,121;-0,175;0,024;-0,151;2,10;0,180;;0;301,31;0,090;0,178;0,268;-0,158;0,0;24;0;0,000;1,8;22;0;0,154;0,30;24;0;0,026;0;0,180;;;;;;;;;;;;;;;;
14;8:00;08;2015;;31;20;9,4;357,82;96,707;-0,118;0:58;9,0;0,020;0,051;;0;0,055;-0,067;354,02;97,686;0,000;;;;0,000;;0;0,054;0,000;194,393;-0,118;0,051;-0,067;335,96;43,458;-0,152;0,004;0,104;;;0,036;-0,048;237,851;-0,270;0,155;-0,115;2,10;0,181;740;134;300,85;0,048;0,25;0,298;0,030;0,0;24;0;0,000;1,8;24;0;0,156;0,30;24;0;0,026;0;0,181;;;;;;;;;;;;;;;;
15;8:00;08;2015;;29;21;7,5;357,80;96,589;-0,118;1:00;9,0;0,020;0,052;;0;0,044;-0,066;354,01;97,629;-0,057;;;;0,000;;0;0,043;-0,057;194,218;-0,175;0,052;-0,123;335,93;43,344;-0,114;0,004;0,105;;;0,029;-0,009;237,562;-0,289;0,157;-0,132;2,10;0,181;;0;;;;;;0,0;24;0;0,000;1,8;24;0;0,156;0,30;24;0;0,026;0;0,181;;;;;;;;;;;;;;;;
16;8:00;08;2015;;29;22;6,0;357,79;96,530;-0,059;1:00;9,0;0,020;0,052;;0;0,035;-0,007;354,00;97,571;-0,058;;;;0,000;;0;0,0348;-0,058;194,101;-0,117;0,052;-0,065;335,90;43,230;-0,114;0,004;0,105;;;0,023;-0,009;237,331;-0,231;0,157;-0,074;2,10;0,181;;0;;;;;;0,0;24;0;0,000;1,8;24;0;0,156;0,30;24;0;0,026;0;0,181;;;;;;;;;;;;;;;;
17;8:00;08;2015;;30;22;5,0;357,78;96,471;-0,059;1:00;9,0;0,020;0,052;;0;0,029;-0,007;354,00;97,571;0,000;;;;0,000;;0;0,029;0,000;194,042;-0,059;0,052;-0,007;335,87;43,117;-0,113;0,004;0,155;;;0,019;0,042;237,159;-0,172;0,207;0,035;2,10;0,181;;0;300,64;0,032;0,175;0,207;#ÁVALOR!;0,0;24;0;0,000;1,8;24;0;0,156;0,30;24;0;0,026;0;0,181;;;;;;;;;;;;;;;;
