Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
18;8:00;01;2018;;14;3;2,1;349,77;56,567;0,042;01:00;11;0,020;0,058;3089;179;0,009;0,100;341,04;40,451;0,066;;;;0,000;;0;0,007;0,066;97,018;0,108;0,058;0,166;329,10;21,350;0,054;0,004;0,004;;;0,006;0,058;118,368;0,162;0,062;0,224;1,55;0,134;;0;301,90;0,156;0,240;0,396;-0,037;1,2;24;0;0,104;0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
19;8:00;01;2018;;14;6;1,0;349,77;56,567;0,000;01:00;11;0,020;0,060;;0;0,004;0,060;341,05;40,484;0,033;;;;0,000;;0;0,003;0,033;97,051;0,033;0,060;0,093;329,11;21,377;0,027;0,004;0,036;;;0,003;0,063;118,428;0,060;0,096;0,156;1,35;0,117;1931;225;301,66;0,125;0,277;0,402;0,006;1,0;24;0;0,086;0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
20;8:00;01;2018;;15;5;0,5;349,77;56,567;0,000;01:00;11;0,020;0,060;;0;0,002;0,060;341,07;40,550;0,066;;;;0,000;;0;0,002;0,066;97,117;0,066;0,060;0,126;329,12;21,404;0,027;0,004;0,004;;;0,001;0,031;118,521;0,093;0,064;0,157;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
21;8:00;01;2018;;15;5;1,8;349,78;56,609;0,042;01:00;11;0,020;0,060;;0;0,008;0,102;341,09;40,616;0,066;;;;0,000;;0;0,006;0,066;97,225;0,108;0,060;0,168;329,13;21,431;0,027;0,004;0,036;;;0,005;0,063;118,656;0,135;0,096;0,231;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
22;8:00;01;2018;;15;5;2,0;349,78;56,609;0,000;01:00;11;0,020;0,059;;0;0,008;0,059;341,10;40,649;0,033;;;;0,000;;0;0,007;0,033;97,258;0,033;0,059;0,092;329,14;21,458;0,027;0,004;0,004;;;0,005;0,031;118,716;0,060;0,063;0,123;1,35;0,117;;0;301,83;0,146;0,080;0,226;#ÁVALOR!;1,0;24;0;0,086;0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
23;8:00;01;2018;;17;5;2,0;349,79;56,651;0,042;;;0,020;0,020;;0;0,008;0,062;341,11;40,682;0,033;;;;0,000;;0;0,007;0,033;97,333;0,075;0,020;0,095;329,15;21,485;0,027;0,004;0,036;;;0,005;0,063;118,818;0,102;0,056;0,158;1,35;0,117;;0;301,84;0,147;0,002;0,149;-0,077;1,0;24;0;0,086;0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
24;8:00;01;2018;;19;5;0,7;349,79;56,651;0,000;02:00;11;0,020;0,101;3194;323;0,003;0,101;341,12;40,715;0,033;;;;0,000;;0;0,002;0,033;97,366;0,033;0,101;0,134;329,18;21,567;0,082;0,004;0,004;;;0,002;0,086;118,933;0,115;0,105;0,220;1,35;0,117;;0;301,78;0,137;0,027;0,164;0,015;1,0;24;0;0,086;0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
25;8:00;01;2018;;17;9;2,5;349,79;56,651;0,000;01:00;11;0,020;0,060;3,194;0;0,011;0,060;341,13;40,748;0,033;;;;0,000;;0;0,008;0,033;97,399;0,033;0,060;0,093;329,18;21,567;0,000;0,004;0,004;;;0,007;0,004;118,966;0,033;0,064;0,097;1,35;0,117;;0;301,82;0,145;-0,045;0,100;-0,064;1,0;24;0;0,086;0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
26;8:00;01;2018;2,0;16;5;1,3;349,78;56,609;-0,042;02:00;11;0,020;0,100;;0;0,005;0,058;341,14;40,781;0,033;;;;0,000;;0;0,004;0,033;97,390;-0,009;0,100;0,091;329,19;21,594;0,027;0,004;0,036;;;0,004;0,063;118,984;0,018;0,136;0,154;1,55;0,134;;0;301,10;0,070;0,075;0,145;0,045;1,2;24;0;0,104;0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
27;8:00;01;2018;;10;3;1,5;349,78;56,609;0,000;01:30;11;0,020;0,079;;0;0,006;0,079;341,16;40,847;0,066;;;;0,000;;0;0,005;0,066;97,456;0,066;0,079;0,145;329,22;21,676;0,082;0,004;0,036;;;0,004;0,118;119,132;0,148;0,115;0,263;1,55;0,134;;0;;;;;;1,2;24;0;0,104;0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
28;8:00;01;2018;;10;3;0,2;349,77;56,567;-0,042;01:30;11;0,020;0,080;;0;0,001;0,038;341,19;40,946;0,099;;;;0,000;;0;0,001;0,099;97,513;0,057;0,080;0,137;329,24;21,730;0,054;0,004;0,036;;;0,001;0,090;119,243;0,111;0,116;0,227;1,55;0,134;;0;;;;;;1,2;24;0;0,104;0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
29;8:00;01;2018;;11;4;1,4;349,77;56,567;0,000;01:30;11;0,020;0,080;;0;0,006;0,080;341,20;40,979;0,033;;;;0,000;;0;0,005;0,033;97,546;0,033;0,080;0,113;329,25;21,757;0,027;0,004;0,036;;;0,004;0,063;119,303;0,060;0,116;0,176;1,55;0,134;;0;301,94;0,160;-0,132;0,028;#ÁVALOR!;1,2;24;0;0,104;0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
30;8:00;01;2018;;14;7;2,0;349,75;56,483;-0,084;02:30;11;0,020;0,119;3159;376;0,008;0,035;341,21;41,012;0,033;;;;0,000;;0;0,007;0,033;97,495;-0,051;0,119;0,068;329,23;21,703;-0,054;0,004;0,068;;;0,005;0,014;119,198;-0,105;0,187;0,082;1,55;0,134;;0;301,95;0,160;-0,095;0,065;0,037;1,2;24;0;0,104;0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
31;8:00;01;2018;;14;10;1,9;349,73;56,399;-0,084;02:00;11;0,020;0,099;3100;307;0,008;0,015;341,22;41,045;0,033;;;;0,000;;0;0,00627;0,033;97,444;-0,051;0,099;0,048;329,21;21,648;-0,055;0,004;0,068;;;0,005;0,013;119,092;-0,106;0,167;0,061;1,35;0,117;;0;301,89;0,155;-0,012;0,143;0,078;1,0;24;0;0,086;0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
1;8:00;02;2018;;15;7;1,7;349,71;56,315;-0,084;02:30;11;0,020;0,119;3112;370;0,007;0,035;341,23;41,078;0,033;;;;0,000;;0;0,006;0,033;97,393;-0,051;0,119;0,068;329,22;21,676;0,028;0,004;0,036;;;0,005;0,064;119,069;-0,023;0,155;0,132;1,35;0,117;;;301,86;0,149;0,006;0,155;0,012;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
2;8:00;02;2018;;14;5;1,8;349,69;56,231;-0,084;02:30;11;0,020;0,119;3112;370;0,008;0,035;341,24;41,111;0,033;;;;0,000;;0;0,006;0,033;97,342;-0,051;0,119;0,068;329,21;21,648;-0,028;0,004;0,036;;;0,005;0,008;118,990;-0,079;0,155;0,076;1,35;0,117;2024;236;301,82;0,145;0,062;0,207;0,052;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
3;8:00;02;2018;;10;0;1,6;349,67;56,147;-0,084;02:30;11;0,020;0,119;3112;370;0,007;0,035;341,24;41,111;0,000;;;;0,000;;0;0,005;0,000;97,258;-0,084;0,119;0,035;329,21;21,648;0,000;0,004;0,036;;;0,004;0,036;118,906;-0,084;0,155;0,071;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
4;8:00;02;2018;;10;0;1,6;349,65;56,064;-0,083;02:30;11;0,020;0,120;3112;373;0,007;0,037;341,25;41,144;0,033;;;;0,000;;0;0,005;0,033;97,208;-0,050;0,120;0,070;329,21;21,648;0,000;0,004;0,004;;;0,004;0,004;118,856;-0,050;0,124;0,074;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
5;8:00;02;2018;2,2;7;1;1,2;349,64;56,022;-0,042;02:00;11;0,020;0,099;3054;302;0,005;0,057;341,26;41,178;0,034;;;;0,000;;0;0,004;0,034;97,200;-0,008;0,099;0,091;329,22;21,676;0,028;0,004;0,004;;;0,003;0,032;118,876;0,020;0,103;0,123;1,35;0,117;2106;246;301,73;0,132;0,241;0,373;#ÁVALOR!;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
6;8:00;02;2018;;8;2;1,2;349,64;56,022;0,000;02:00;11;0,020;0,099;3065;303;0,005;0,099;341,27;41,211;0,033;;;;0,000;;0;0,004;0,033;97,233;0,033;0,099;0,132;329,22;21,676;0,000;0,004;0,004;;;0,003;0,004;118,909;0,033;0,103;0,136;1,35;0,117;;0;301,93;0,159;0,157;0,316;-0,057;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
7;8:00;02;2018;0,8;8;1;1,0;349,64;56,022;0,000;02:00;11;0,020;0,100;3194;319;0,004;0,100;341,28;41,244;0,033;01:00;11,3;;0,045;281;13;0,003;0,078;97,266;0,033;0,145;0,178;329,23;21,703;0,027;0,004;0,004;;;0,003;0,031;118,969;0,060;0,149;0,209;1,35;0,117;;0;301,85;0,148;0,201;0,349;0,033;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
8;8:00;02;2018;;8;1;1,2;349,63;55,980;-0,042;01:30;11;0,020;0,090;3159;284;0,005;0,048;341,28;41,244;0,000;01:00;11,3;;0,040;;0;0,004;0,040;97,224;-0,042;0,130;0,088;329,24;21,730;0,027;0,004;0,004;;;0,003;0,031;118,954;-0,015;0,134;0,119;1,35;0,117;2083;243;301,19;0,078;0,365;0,443;0,094;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
9;8:00;02;2018;;11;0;1,0;349,63;55,980;0,000;01:30;11;0,020;0,080;3101;248;0,004;0,080;341,28;41,244;0,000;01:00;11,3;;0,038;;0;0,003;0,038;97,224;0,000;0,118;0,118;329,25;21,757;0,027;0,004;0,004;;;0,003;0,031;118,981;0,027;0,122;0,149;1,35;0,117;;0;301,00;0,061;0,387;0,448;0,005;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
10;8:00;02;2018;;11;1;1,0;349,62;55,939;-0,041;01:00;11;0,020;0,056;3101;174;0,004;0,015;341,27;41,211;-0,033;01:00;11,3;;0,037;269;10;0,003;0,004;97,150;-0,074;0,093;0,019;329,26;21,785;0,028;0,004;0,004;;;0,003;0,032;118,935;-0,046;0,097;0,051;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
11;8:00;02;2018;;12;-1;1,0;349,62;55,939;0,000;01:00;11;0,020;0,080;3101;248;0,004;0,080;341,28;41,244;0,033;;;;0,000;;0;0,003;0,033;97,183;0,033;0,080;0,113;329,27;21,812;0,027;0,004;0,004;;;0,003;0,031;118,995;0,060;0,084;0,144;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
12;8:00;02;2018;;15;2;1,2;349,61;55,897;-0,042;01:00;11;0,020;0,079;3101;245;0,005;0,037;341,29;41,277;0,033;;;;0,000;;0;0,004;0,033;97,174;-0,009;0,079;0,070;329,28;21,839;0,027;0,004;0,004;;;0,003;0,031;119,013;0,018;0,083;0,101;1,35;0,117;2036;237;300,66;0,033;0,451;0,484;#ÁVALOR!;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
13;8:00;02;2018;0,2;13;2;1,4;349,60;55,855;-0,042;01:00;11;0,020;0,080;3042;243;0,006;0,038;341,30;41,310;0,033;01:00;11,3;;0,038;;0;0,005;0,071;97,165;-0,009;0,118;0,109;329,29;21,867;0,028;0,004;0,004;;;0,004;0,032;119,032;0,019;0,122;0,141;1,55;0,130;;0;300,83;0,046;0,398;0,444;-0,040;1,2;24;0;0,100;0,0;24;0;0,000;0,35;24;0;0,030;0;0,130;;;
14;8:00;02;2018;;13;2;2,0;349,59;55,813;-0,042;01:00;11;0,020;0,079;3042;240;0,008;0,037;341,31;41,343;0,033;;;;0,000;;0;0,007;0,033;97,156;-0,009;0,079;0,070;329,28;21,839;-0,028;0,004;0,036;;;0,006;0,008;118,995;-0,037;0,115;0,078;1,55;0,134;;0;301,63;0,122;0,315;0,437;-0,007;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
15;8:00;02;2018;;13;2;1,4;349,58;55,772;-0,041;02.00;11;0,020;0,100;3054;305;0,006;0,059;341,32;41,377;0,034;;;;0,000;;0;0,005;0,034;97,149;-0,007;0,100;0,093;329,29;21,867;0,028;0,004;0,004;;;0,004;0,032;119,016;0,021;0,104;0,125;1,55;0,134;;0;301,56;0,115;0,308;0,423;-0,014;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
16;8:00;02;2018;;18;4;1,6;349,57;55,730;-0,042;01:00;11;0,020;0,059;3054;180;0,007;0,017;341,33;41,410;0,033;;;;0,000;;0;0,00528;0,033;97,140;-0,009;0,059;0,050;329,28;21,839;-0,028;0,004;0,036;;;0,004;0,008;118,979;-0,037;0,095;0,058;1,55;0,134;;0;301,57;0,116;0,279;0,395;-0,028;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
17;8:00;02;2018;;19;4;1,5;349,57;55,730;0,000;01:00;11;0,020;0,059;3054;180;0,006;0,059;341,34;41,443;0,033;;;;0,000;;0;0,00495;0,033;97,173;0,033;0,059;0,092;329,28;21,839;0,000;0,004;0,036;;;0,004;0,036;119,012;0,033;0,095;0,128;1,55;0,134;;0;;;;;;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
18;8:00;02;2018;;16;7;1,8;349,57;55,730;0,000;01:00;11;0,020;0,053;3054;162;0,008;0,053;341,35;41,476;0,033;;;;0,000;;0;0,006;0,033;97,206;0,033;0,053;0,086;329,27;21,812;-0,027;0,004;0,036;;;0,005;0,009;119,018;0,006;0,089;0,095;1,55;0,134;;0;;;;;;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
19;8:00;02;2018;;15;7;1,5;349,57;55,730;0,000;01:00;11;0,020;0,057;3054;174;0,006;0,057;341,36;41,510;0,034;;;;0,000;;0;0,005;0,034;97,240;0,034;0,057;0,091;329,26;21,785;-0,027;0,004;0,036;;;0,004;0,009;119,025;0,007;0,093;0,100;1,55;0,134;1954;262;301,21;0,080;0,212;0,292;#ÁVALOR!;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
20;8:00;02;2018;;15;3;1,9;349,55;55,647;-0,083;02:00;11;0,020;0,100;3065;307;0,008;0,017;341,36;41,510;0,000;;;;0,000;;0;0,006;0,000;97,157;-0,083;0,100;0,017;329,26;21,785;0,000;0,004;0,004;;;0,005;0,004;118,942;-0,083;0,104;0,021;1,55;0,134;;0;301,19;0,078;0,234;0,312;0,020;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
21;8:00;02;2018;;18;3;2,0;349,53;55,564;-0,083;02:30;11;0,020;0,117;3100;363;0,008;0,034;341,36;41,510;0,000;;;;0,000;;0;0,007;0,000;97,074;-0,083;0,117;0,034;329,26;21,785;0,000;0,004;0,004;;;0,006;0,004;118,859;-0,083;0,121;0,038;1,55;0,134;2036;273;301,05;0,066;0,203;0,269;-0,043;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
22;8:00;02;2018;;15;0;2,3;349,51;55,480;-0,084;02:00;11;0,020;0,098;3077;302;0,010;0,014;341,37;41,543;0,033;;;;0,000;;0;0,008;0,033;97,023;-0,051;0,098;0,047;329,26;21,785;0,000;0,004;0,004;;;0,006;0,004;118,808;-0,051;0,102;0,051;1,55;0,134;;0;301,60;0,119;0,185;0,304;0,035;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;
