Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
1;8:00;03;2019;;21;5;3,2;361,64;121,441;0,070;;;0,020;0,020;;0;0,022;0,090;361,64;148,589;0,076;;;;0,000;;0;0,024;0,076;270,030;0,146;0,020;0,166;339,76;59,204;0,045;0,004;0,004;;;0,014;0,049;329,234;0,191;0,024;0,215;2,05;0,177;;0;302,00;0,160;-2,124;-1,964;-1,964;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
2;8:00;03;2019;;20;11;2,0;361,64;121,441;0,000;04:00;20;0,020;0,308;;0;0,014;0,308;361,64;148,589;0,000;;;;0,000;;0;0,015;0,000;270,030;0,000;0,308;0,308;339,77;59,250;0,046;0,004;0,004;;;0,009;0,050;329,280;0,046;0,312;0,358;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
3;8:00;03;2019;;19;10;3,0;361,64;121,441;0,000;;;0,020;0,020;;0;0,021;0,020;361,64;148,589;0,000;;;;0,000;;0;0,023;0,000;270,030;0,000;0,020;0,020;339,78;59,295;0,045;0,004;0,004;;;0,014;0,049;329,325;0,045;0,024;0,069;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
4;8:00;03;2019;;22;6;5,0;361,64;121,441;0,000;;;0,020;0,020;;0;0,035;0,020;361,64;148,589;0,000;;;;0,000;;0;0,038;0,000;270,030;0,000;0,020;0,020;339,78;59,295;0,000;0,004;0,004;;;0,023;0,004;329,325;0,000;0,024;0,024;2,05;0,177;;0;302,00;0,160;-2,240;-2,080;#ÁVALOR!;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
5;8:00;03;2019;;19;8;1,9;361,62;121,301;-0,140;04:00;20;0,020;0,308;;0;0,013;0,168;361,62;148,438;-0,151;;;;0,000;;0;0,014;-0,151;269,739;-0,291;0,308;0,017;339,78;59,295;0,000;0,004;0,004;;;0,009;0,004;329,034;-0,291;0,312;0,021;2,05;0,177;;;302,00;0,160;-2,098;-1,938;0,142;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
6;8:00;03;2019;;19;13;2,5;361,62;121,301;0,000;01:00;25;0,020;0,110;;0;0,018;0,110;361,62;148,438;0,000;;;;0,000;;0;0,019;0,000;269,739;0,000;0,110;0,110;339,75;59,159;-0,136;0,004;0,126;;;0,011;-0,010;328,898;-0,136;0,236;0,100;2,35;0,203;;0;302,00;0,160;-1,990;-1,830;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
7;8:00;03;2019;;16;7;1,0;361,63;121,371;0,070;;;0,020;0,020;;0;0,007;0,090;361,63;148,513;0,075;;;;0,000;;0;0,008;0,075;269,884;0,145;0,020;0,165;339,72;59,023;-0,136;0,004;0,234;;;0,005;0,098;328,907;0,009;0,254;0,263;2,55;0,220;;0;302,00;0,160;;0,160;1,990;2,2;24;0;0,190;0,0;24;0;0,000;0,35;24;0;0,030;0;0,220;;;
8;8:00;03;2019;;15;6;2,1;361,61;121,230;-0,141;;;0,020;0,020;;0;0,015;-0,121;361,61;148,362;-0,151;04:45;20;;0,342;;0;0,016;0,191;269,592;-0,292;0,362;0,070;339,72;59,023;0,000;0,004;0,004;;;0,009;0,004;328,615;-0,292;0,366;0,074;2,55;0,220;1041;229;302,00;0,160;;0,160;0;2,2;24;0;0,190;0,0;24;0;0,000;0,35;24;0;0,030;0;0,220;;;
9;8:00;03;2019;;17;5;2,0;361,61;121,230;0,000;;;0,020;0,020;;0;0,014;0,020;361,61;148,362;0,000;05:30;20;;0,396;;0;0,015;0,396;269,592;0,000;0,416;0,416;339,72;59,023;0,000;0,004;0,004;;;0,009;0,004;328,615;0,000;0,420;0,420;2,55;0,220;;0;;;;;;2,2;24;0;0,190;0,0;24;0;0,000;0,35;24;0;0,030;0;0,220;;;
10;8:00;03;2019;;19;5;3,0;361,60;121,160;-0,070;;;0,020;0,020;;0;0,021;-0,050;361,60;148,286;-0,076;;;;0,000;;0;0,023;-0,076;269,446;-0,146;0,020;-0,126;339,72;59,023;0,000;0,004;0,004;;;0,014;0,004;328,469;-0,146;0,024;-0,122;2,55;0,220;;0;;;;;;2,2;24;0;0,190;0,0;24;0;0,000;0,35;24;0;0,030;0;0,220;;;
11;8:00;03;2019;;22;7;4,2;361,60;121,160;0,000;;;0,020;0,020;;0;0,029;0,020;361,60;148,286;0,000;;;;0,000;;0;0,032;0,000;269,446;0,000;0,020;0,020;339,72;59,023;0,000;0,004;0,004;;;0,019;0,004;328,469;0,000;0,024;0,024;3,55;0,307;;0;302,00;0,160;-1,878;-1,718;#ÁVALOR!;2,2;24;0;0,190;1,0;24;0;0,086;0,35;24;0;0,030;0;0,307;;;
12;8:00;03;2019;;24;8;3,4;361,59;121,090;-0,070;02:00;20;0,020;0,164;;0;0,024;0,094;361,59;148,210;-0,076;01:00;25;;0,090;;0;0,026;0,014;269,300;-0,146;0,254;0,108;339,72;59,023;0,000;0,004;0,004;;;0,015;0,004;328,323;-0,146;0,258;0,112;3,05;0,264;585;154;302,00;0,160;-1,790;-1,630;0,088;1,7;24;0;0,147;1,0;24;0;0,086;0,35;24;0;0,030;0;0,264;;;
13;8:00;03;2019;;23;11;3,0;361,57;120,949;-0,141;03:00;15;0,020;0,182;;0;0,021;0,041;361,57;148,059;-0,151;02:00;15;;0,144;;0;0,023;-0,007;269,008;-0,292;0,326;0,034;339,73;59,068;0,045;0,004;0,004;;;0,014;0,049;328,076;-0,247;0,33;0,083;3,65;0,315;644;203;302,00;0,160;-1,708;-1,548;0,082;1,7;24;0;0,147;1,6;24;0;0,138;0,35;24;0;0,030;0;0,315;;;
14;8:00;03;2019;;18;12;3,4;361,55;120,809;-0,140;03:00;20;0,020;0,236;;0;0,024;0,096;361,55;147,908;-0,151;03:00;20;;0,216;;0;0,026;0,065;268,717;-0,291;0,452;0,161;339,73;59,068;0,000;0,004;0,004;;;0,015;0,004;327,785;-0,291;0,456;0,165;4,35;0,376;772;290;302,00;0,160;-1,521;-1,361;0,187;1,9;24;0;0,164;2,1;24;0;0,181;0,35;24;0;0,030;0;0,376;;;
15;8:00;03;2019;;19;12;2,1;361,52;120,598;-0,211;00:40;15;0,020;0,056;;0;0,015;-0,155;361,52;147,682;-0,226;05:00;15;;0,270;;0;0,016;0,044;268,280;-0,437;0,326;-0,111;339,73;59,068;0,000;0,004;0,004;;;0,009;0,004;327,348;-0,437;0,330;-0,107;4,35;0,376;;;302,00;0,160;;0,160;1,521;1,9;24;0;0,164;2,1;24;0;0,181;0,35;24;0;0,030;0;0,376;;;
16;8:00;03;2019;;22;7;6,0;361,50;120,458;-0,140;02:10;12;0,020;0,114;;0;0,042;-0,026;361,50;147,531;-0,151;03:00;17;;0,184;;0;0,045;0,033;267,989;-0,291;0,298;0,007;339,73;59,068;0,000;0,004;0,004;;;0,027;0,004;327,057;-0,291;0,302;0,011;4,35;0,376;;0;;;;;;1,9;24;0;0,164;2,1;24;0;0,181;0,35;24;0;0,030;0;0,376;;;
17;8:00;03;2019;;23;7;6,2;361,50;120,458;0,000;;;0,020;0,020;;0;0,043;0,020;361,50;147,531;0,000;;;;0,000;;0;0,047;0,000;267,989;0,000;0,020;0,020;339,73;59,068;0,000;0,004;0,004;;;0,028;0,004;327,057;0,000;0,024;0,024;4,35;0,376;;;;;;;;1,9;24;0;0,164;2,1;24;0;0,181;0,35;24;0;0,030;0;0,376;;;
18;8:00;03;2019;;22;8;5,7;361,50;120,458;0,000;;;0,020;0,020;;0;0,040;0,020;361,50;147,531;0,000;;;;0,000;;0;0,043;0,000;267,989;0,000;0,020;0,020;339,73;59,068;0,000;0,004;0,004;;;0,026;0,004;327,057;0,000;0,024;0,024;4,35;0,376;725;272;302,00;0,160;-2,211;-2,051;#ÁVALOR!;1,9;24;0;0,164;2,1;24;0;0,181;0,35;24;0;0,030;0;0,376;;;
19;8:00;03;2019;;18;12;2,9;361,47;120,248;-0,210;04:00;15;0,020;0,236;;0;0,020;0,026;361,47;147,305;-0,226;04:00;18;;0,259;;0;0,022;0,033;267,553;-0,436;0,495;0,059;339,73;59,068;0,000;0,004;0,004;;;0,013;0,004;326,621;-0,436;0,499;0,063;4,35;0,376;819;308;302,00;0,160;-2,050;-1,890;0,161;1,9;24;0;0,164;2,1;24;0;0,181;0,35;24;0;0,030;0;0,376;;;
20;8:00;03;2019;;18;11;3,2;361,44;120,038;-0,210;05:30;11;0,020;0,238;;0;0,022;0,028;361,44;147,079;-0,226;05:30;13;;0,257;;0;0,024;0,031;267,117;-0,436;0,495;0,059;339,73;59,068;0,000;0,004;0,004;;;0,014;0,004;326,185;-0,436;0,499;0,063;4,85;0,419;866;363;302,00;0,160;-1,868;-1,708;0,182;1,9;24;0;0,164;2,6;24;0;0,225;0,35;24;0;0,030;0;0,419;;;
21;8:00;03;2019;;14;9;3,3;361,39;119,689;-0,349;05:30;;0,020;0,326;;0;0,023;-0,023;361,39;146,703;-0,376;05:30;VAR;;0,391;;0;0,025;0,015;266,392;-0,725;0,717;-0,008;339,73;59,068;0,000;0,004;0,004;;;0,015;0,004;325,460;-0,725;0,721;-0,004;4,85;0,419;819;343;302,00;0,160;-1,550;-1,390;0,318;1,9;24;0;0,164;2,6;24;0;0,225;0,35;24;0;0,030;0;0,419;;;
22;8:00;03;2019;0,4;14;9;2,6;361,32;119,202;-0,487;05:30;22;0,020;0,456;;0;0,018;-0,031;361,32;146,178;-0,525;05:30;28;;0,554;;1;0,020;0,029;265,380;-1,012;1,010;-0,002;339,72;59,023;-0,045;0,004;0,004;;;0,012;-0,041;324,403;-1,057;1,014;-0,043;4,85;0,419;831;;302,00;0,160;-0,940;-0,780;0,610;1,9;24;0;0,164;2,6;24;0;0,225;0,35;24;0;0,030;0;0,419;;;
23;8:00;03;2019;;15;9;1,4;361,23;118,578;-0,624;04:45;27;0,020;0,579;;1;0,010;-0,045;361,23;145,505;-0,673;05:45;34;;0,704;;1;0,010;0,031;264,083;-1,297;1,283;-0,014;339,72;59,023;0,000;0,004;0,004;;;0,006;0,004;323,106;-1,297;1,287;-0,010;4,85;0,419;;0;;;;;;1,9;24;0;0,164;2,6;24;0;0,225;0,35;24;0;0,030;0;0,419;;;
24;8:00;03;2019;;16;11;5,0;361,23;118,578;0,000;;;0,020;0,020;;0;0,035;0,020;361,23;145,505;0,000;;;;0,000;;0;0,037;0,000;264,083;0,000;0,020;0,020;339,73;59,068;0,045;0,004;0,004;;;0,023;0,049;323,151;0,045;0,024;0,069;4,85;0,419;;0;;;;;;1,9;24;0;0,164;2,6;24;0;0,225;0,35;24;0;0,030;0;0,419;;;
25;8:00;03;2019;;16;11;2,4;361,23;118,578;0,000;;;0,020;0,020;;0;0,017;0,020;361,23;145,505;0,000;;;;0,000;;0;0,018;0,000;264,083;0,000;0,020;0,020;339,73;59,068;0,000;0,004;0,004;;;0,011;0,004;323,151;0,000;0,024;0,024;4,85;0,419;819;343;302,00;0,160;-0,698;-0,538;#ÁVALOR!;1,9;24;0;0,164;2,6;24;0;0,225;0,35;24;0;0,030;0;0,419;;;
26;8:00;03;2019;;18;11;3,8;361,22;118,509;-0,069;00:20;40;0,020;0,062;;0;0,026;-0,007;361,22;145,431;-0,074;;;;0,000;;0;0,028;-0,074;263,940;-0,143;0,062;-0,081;339,73;59,068;0,000;0,004;0,004;;;0,017;0,004;323,008;-0,143;0,066;-0,077;0,35;0,030;;0;302,00;0,160;-0,785;-0,625;-0,087;0,0;24;0;0,000;0,0;24;0;0,000;0,35;24;0;0,030;0;0,030;;;
27;8:00;03;2019;;19;12;4,3;361,22;118,509;0,000;;;0,020;0,020;;0;0,030;0,020;361,22;145,431;0,000;;;;0,000;;0;0,032;0,000;263,940;0,000;0,020;0,020;339,72;59,023;-0,045;0,004;0,004;;;0,019;-0,041;322,963;-0,045;0,024;-0,021;1,65;0,143;;0;302,00;0,160;-0,908;-0,748;-0,123;1,3;24;0;0,112;0,0;24;0;0,000;0,35;24;0;0,030;0;0,143;;;
28;8:00;03;2019;;16;11;4,9;361,22;118,509;0,000;;;0,020;0,020;;0;0,034;0,020;361,22;145,431;0,000;;;;0,000;;0;0,037;0,000;263,940;0,000;0,020;0,020;339,72;59,023;0,000;0,004;0,004;;;0,022;0,004;322,963;0,000;0,024;0,024;1,95;0,168;;0;302,00;0,160;-1,044;-0,884;-0,136;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;
29;8:00;03;2019;;16;11;6,2;361,20;118,370;-0,139;02:10;18;0,020;0,161;;0;0,043;0,022;361,20;145,282;-0,149;02:10;;;0,180;;0;0,046;0,031;263,652;-0,288;0,341;0,053;339,71;58,978;-0,045;0,004;0,016;;;0,028;-0,029;322,630;-0,333;0,357;0,024;2,35;0,203;842;171;302,00;0,160;-0,940;-0,780;0,104;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
30;8:00;03;2019;;16;10;4,3;361,18;118,232;-0,138;02:00;18;0,020;0,150;;0;0,030;0,012;361,18;145,133;-0,149;02:00;;;0,166;;0;0,032;0,017;263,365;-0,287;0,316;0,029;339,72;59,023;0,045;0,004;0,004;;;0,019;0,049;322,388;-0,242;0,320;0,078;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
31;8:00;03;2019;11,7;16;12;1,7;361,18;118,232;0,000;;;0,020;0,020;;0;0,012;0,020;361,18;145,133;0,000;;;;0,000;;0;0,01275;0,000;263,365;0,000;0,020;0,020;339,72;59,023;0,000;0,004;0,004;;;0,008;0,004;322,388;0,000;0,024;0,024;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
1;8:00;04;2019;3,5;17;11;0,2;361,18;118,232;0,000;;;0,020;0,020;;0;0,001;0,020;361,18;145,133;0,000;;;;0,000;;0;0,002;0,000;263,365;0,000;0,020;0,020;339,73;59,068;0,045;0,004;0,011;;;0,001;0,056;322,433;0,045;0,031;0,076;2,35;0,203;;0;302,00;0,160;-1,159;-0,999;#ÁVALOR!;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
2;8:00;04;2019;0,5;16;9;0,7;361,19;118,301;0,069;;;0,020;0,020;;0;0,005;0,089;361,19;145,207;0,074;;;;0,000;;0;0,005;0,074;263,508;0,143;0,020;0,163;339,73;59,068;0,000;0,004;0,004;;;0,003;0,004;322,576;0,143;0,024;0,167;2,05;0,177;;0;302,00;0,160;-1,100;-0,940;0,059;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
3;8:00;04;2019;;19;9;2,0;361,18;118,232;-0,069;01:00;25;0,020;0,110;;0;0,014;0,041;361,18;145,133;-0,074;01:00;25;;0,090;;0;0,015;0,016;263,365;-0,143;0,200;0,057;339,74;59,114;0,046;0,004;0,004;;;0,009;0,050;322,479;-0,097;0,204;0,107;2,05;0,177;;0;302,00;0,160;-1,050;-0,890;0,050;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
4;8:00;04;2019;;21;9;3,5;361,17;118,163;-0,069;01:00;25;0,020;0,110;;0;0,024;0,041;361,17;145,058;-0,075;01:00;30;;0,108;;0;0,026;0,033;263,221;-0,144;0,218;0,074;339,75;59,159;0,045;0,004;0,004;;;0,016;0,049;322,380;-0,099;0,222;0,123;2,05;0,177;;0;302,00;0,160;-0,982;-0,822;0,068;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
5;8:00;04;2019;;18;8;3,0;361,16;118,094;-0,069;01:00;25;0,020;0,110;;0;0,021;0,041;361,16;144,984;-0,074;01:00;30;;0,108;;0;0,022;0,034;263,078;-0,143;0,218;0,075;339,75;59,159;0,000;0,004;0,004;;;0,014;0,004;322,237;-0,143;0,222;0,079;2,05;0,177;;0;302,00;0,160;-0,920;-0,760;0,062;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
6;8:00;04;2019;8,6;13;8;1,6;361,15;118,025;-0,069;03:00;18;0,020;0,167;;0;0,011;0,098;361,15;144,909;-0,075;03:00;13;;0,127;;0;0,012;0,052;262,934;-0,144;0,294;0,150;339,76;59,204;0,045;0,004;0,004;;;0,007;0,049;322,138;-0,099;0,298;0,199;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
7;8:00;04;2019;10,4;13;8;1,1;361,15;118,025;0,000;;;0,020;0,020;;0;0,008;0,020;361,15;144,909;0,000;;;;0,000;;0;0,008;0,000;262,934;0,000;0,020;0,020;339,76;59,204;0,000;0,004;0,004;;;0,005;0,004;322,138;0,000;0,024;0,024;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
8;8:00;04;2019;3,0;14;9;0,3;361,16;118,094;0,069;;;0,020;0,020;;0;0,002;0,089;361,16;144,984;0,075;;;;0,000;;0;0,002;0,075;263,078;0,144;0,020;0,164;339,77;59,250;0,046;0,004;0,004;;;0,001;0,050;322,328;0,190;0,024;0,214;2,05;0,177;;0;302,00;0,160;-1,022;-0,862;#ÁVALOR!;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
9;8:00;04;2019;0,1;16;10;1,6;361,16;118,094;0,000;01:15;18;0,020;0,092;1439;132;0,011;0,092;361,16;144,984;0,000;01:15;23;;0,093;;0;0,012;0,093;263,078;0,000;0,185;0,185;339,78;59,295;0,045;0,004;0,004;;;0,007;0,049;322,373;0,045;0,189;0,234;2,05;0,177;;0;302,00;0,160;-0,990;-0,830;0,032;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
10;8:00;04;2019;;16;10;2,3;361,16;118,094;0,000;01:15;18;0,020;0,105;;0;0,016;0,105;361,16;144,984;0,000;01:15;23;;0,146;;0;0,017;0,146;263,078;0,000;0,251;0,251;339,81;59,432;0,137;0,004;0,004;;;0,011;0,141;322,510;0,137;0,255;0,392;2,05;0,177;;0;302,00;0,160;-0,863;-0,703;0,127;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
11;8:00;04;2019;;16;9;3,0;361,12;117,818;-0,276;03:30;27;0,020;0,358;;0;0,021;0,082;361,12;144,686;-0,298;03:00;27;;0,335;;0;0,022;0,037;262,504;-0,574;0,693;0,119;339,82;59,477;0,045;0,004;0,004;;;0,014;0,049;321,981;-0,529;0,697;0,168;2,05;0,177;819;145;302,00;0,160;-0,300;-0,140;0,563;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
12;8:00;04;2019;;18;9;3,3;361,09;117,612;-0,206;02:30;28;0,020;0,263;;0;0,023;0,057;361,09;144,464;-0,222;02:30;28;;0,247;;0;0,024;0,025;262,076;-0,428;0,510;0,082;339,83;59,523;0,046;0,004;0,004;;;0,015;0,050;321,599;-0,382;0,514;0,132;2,05;0,177;;0;302,00;0,160;0,026;0,186;0,326;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
13;8:00;04;2019;;20;8;3,5;361,06;117,405;-0,207;04:00;20;0,020;0,316;;0;0,024;0,109;361,06;144,241;-0,223;04:00;20;;0,295;;0;0,026;0,072;261,646;-0,430;0,611;0,181;339,84;59,568;0,045;0,004;0,004;;;0,016;0,049;321,214;-0,385;0,615;0,230;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
14;8:00;04;2019;;22;9;3,4;361,06;117,405;0,000;;;0,020;0,020;;0;0,023;0,020;361,06;144,241;0,000;;;;0,000;;0;0,025;0,000;261,646;0,000;0,020;0,020;339,85;59,614;0,046;0,004;0,004;;;0,016;0,050;321,260;0,046;0,024;0,070;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
15;8:00;04;2019;;25;10;3,1;361,06;117,405;0,000;;;0,020;0,020;;0;0,021;0,020;361,06;144,241;0,000;;;;0,000;;0;0,023;0,000;261,646;0,000;0,020;0,020;339,86;59,659;0,045;0,004;0,004;;;0,014;0,049;321,305;0,045;0,024;0,069;2,05;0,177;;0;302,00;0,160;0,106;0,266;#ÁVALOR!;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
16;8:00;04;2019;;21;13;6,5;361,05;117,337;-0,068;02:30;14;0,020;0,150;;0;0,044;0,082;361,05;144,167;-0,074;02:30;17;;0,151;;0;0,048;0,077;261,504;-0,142;0,301;0,159;339,87;59,705;0,046;0,004;0,004;;;0,030;0,050;321,209;-0,096;0,305;0,209;2,05;0,177;;0;302,00;0,160;0,255;0,415;0,149;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
17;8:00;04;2019;;22;12;6,3;361,04;117,268;-0,069;;;0,020;0,020;;0;0,043;-0,049;361,04;144,093;-0,074;;;;0,000;;0;0,047;-0,074;261,361;-0,143;0,020;-0,123;339,87;59,705;0,000;0,004;0,004;;;0,029;0,004;321,066;-0,143;0,024;-0,119;1,65;0,143;831;118;302,00;0,160;0,211;0,371;-0,044;1,3;24;0;0,112;0,0;24;0;0,000;0,35;24;0;0,030;0;0,143;;;
18;8:00;04;2019;;18;13;1,9;360,99;116,925;-0,343;05:00;20;0,020;0,374;;0;0,013;0,031;360,99;143,723;-0,370;05:00;25;;0,443;;0;0,014;0,073;260,648;-0,713;0,817;0,104;339,88;59,751;0,046;0,004;0,004;;;0,009;0,050;320,399;-0,667;0,821;0,154;1,65;0,143;;0;;;;;;1,3;24;0;0,112;0,0;24;0;0,000;0,35;24;0;0,030;0;0,143;;;
19;8:00;04;2019;3,0;17;8;2,7;361,01;117,062;0,137;;;0,020;0,020;;0;0,018;0,157;361,01;143,871;0,148;;;;0,000;;0;0,020;0,148;260,933;0,285;0,020;0,305;339,89;59,796;0,045;0,004;0,004;;;0,012;0,049;320,729;0,330;0,024;0,354;1,65;0,143;;0;;;;;;1,3;24;0;0,112;0,0;24;0;0,000;0,35;24;0;0,030;0;0,143;;;
20;8:00;04;2019;4,5;18;8;1,5;361,03;117,199;0,137;;;0,020;0,020;;0;0,010;0,157;361,03;144,019;0,148;;;;0,000;;0;0,011;0,148;261,218;0,285;0,020;0,305;339,90;59,842;0,046;0,004;0,004;;;0,007;0,050;321,060;0,331;0,024;0,355;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
21;8:00;04;2019;6,5;16;10;0,4;361,04;117,268;0,069;;;0,020;0,020;;0;0,003;0,089;361,04;144,093;0,074;;;;0,000;;0;0,003;0,074;261,361;0,143;0,020;0,163;339,91;59,888;0,046;0,004;0,004;;;0,002;0,050;321,249;0,189;0,024;0,213;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
22;8:00;04;2019;0,1;16;11;3,7;361,04;117,268;0,000;;;0,020;0,020;;0;0,026;0,020;361,04;144,093;0,000;;;;0,000;;0;0,027;0,000;261,361;0,000;0,020;0,020;339,92;59,933;0,045;0,004;0,004;;;0,017;0,049;321,294;0,045;0,024;0,069;1,35;0,117;842;98;301,58;0,117;0,545;0,662;#ÁVALOR!;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
23;8:00;04;2019;;21;11;2,9;361,04;117,268;0,000;;;0,020;0,020;;0;0,020;0,020;361,04;144,093;0,000;;;;0,000;;0;0,021;0,000;261,361;0,000;0,020;0,020;339,92;59,933;0,000;0,004;0,004;;;0,013;0,004;321,294;0,000;0,024;0,024;2,05;0,177;;0;301,58;0,117;0,355;0,472;-0,190;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
24;8:00;04;2019;4,1;16;9;4,2;361,05;117,337;0,069;;;0,020;0,020;;0;0,029;0,089;361,05;144,167;0,074;;;;0,000;;0;0,031;0,074;261,504;0,143;0,020;0,163;339,92;59,933;0,000;0,004;0,004;;;0,019;0,004;321,437;0,143;0,024;0,167;2,35;0,203;;0;301,58;0,117;0,211;0,328;-0,144;1,8;24;0;0,156;0,2;24;0;0,017;0,35;24;0;0,030;0;0,203;;;
25;8:00;04;2019;0,1;16;10;2,3;361,05;117,337;0,000;02:00;17;0,020;0,144;;0;0,016;0,144;361,05;144,167;0,000;02:00;22;;0,156;;0;0,017;0,156;261,504;0,000;0,300;0,300;339,93;59,979;0,046;0,004;0,004;;;0,011;0,050;321,483;0,046;0,304;0,350;2,35;0,203;878;178;301,59;0,118;0,332;0,450;0,122;1,8;24;0;0,156;0,2;24;0;0,017;0,35;24;0;0,030;0;0,203;;;
26;8:00;04;2019;0,8;17;9;2,0;361,04;117,268;-0,069;01:00;15;0,020;0,073;;0;0,014;0,004;361,04;144,093;-0,074;02:10;9,5;;0,078;;0;0,015;0,004;261,361;-0,143;0,151;0,008;339,94;60,025;0,046;0,004;0,004;;;0,009;0,050;321,386;-0,097;0,155;0,058;2,55;0,220;;0;301,59;0,118;0,267;0,385;-0,065;1,8;24;0;0,156;0,4;24;0;0,035;0,35;24;0;0,030;0;0,220;;;
