Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion
24;8:00;02;2017;8,5;13;9;0,7;353,29;72,518;0,146;03:00;20;0,020;0,236;2984;704;0,003;0,382;345,99;58,508;0,241;;;;0,000;;0;0,003;0,241;131,026;0,387;0,236;0,623;334,36;37,626;0,349;0,004;0,004;;;0,002;0,353;168,652;0,736;0,240;0,976;2,15;0,186;1392;259;301,51;0,110;0,270;0,380;0,11;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
25;8:00;02;2017;;17;10;1,0;353,34;72,761;0,243;;;0,020;0,020;;0;0,005;0,263;346,03;58,668;0,160;;;;0,000;;0;0,004;0,160;131,429;0,403;0,020;0,423;334,38;37,696;0,070;0,004;0,157;;;0,004;0,227;169,125;0,473;0,177;0,650;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
26;8:00;02;2017;;16;10;2,0;353,37;72,907;0,146;;;0,020;0,020;;0;0,010;0,166;346,06;58,789;0,121;;;;0,000;;0;0,008;0,121;131,696;0,267;0,020;0,287;334,42;37,836;0,140;0,004;0,004;;;0,007;0,144;169,532;0,407;0,024;0,431;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
27;8:00;02;2017;;17;10;2,0;353,40;73,053;0,146;;;0,020;0,020;;0;0,010;0,166;346,09;58,910;0,121;;;;0,000;;0;0,008;0,121;131,963;0,267;0,020;0,287;334,43;37,871;0,035;0,004;0,119;;;0,007;0,154;169,834;0,302;0,139;0,441;2,15;0,186;1416;263;301,54;0,113;0,249;0,362;#ÁVALOR!;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;
28;8:00;02;2017;;15;9;2,2;353,43;73,200;0,147;;;0,020;0,020;;0;0,011;0,167;346,12;59,031;0,121;;;;0,000;;0;0,009;0,121;132,231;0,268;0,020;0,288;334,47;38,011;0,140;0,004;0,004;;;0,008;0,144;170,242;0,408;0,024;0,432;1,35;0,117;;0;;;;;;1,0;24;0;0,086;0,0;24;0;0,000;0,35;24;0;0,030;0;0,117;;;
1;8:00;03;2017;;14;8;2,3;353,46;73,346;0,146;;;0,020;0,020;;0;0,011;0,166;346,15;59,152;0,121;;;;0,000;;;0,009;0,121;132,498;0,267;0,020;0,287;334,51;38,152;0,141;0,004;0,004;;;0,008;0,145;170,650;0,408;0,024;0,432;1,35;0,117;;0;301,51;0,110;0,109;0,219;0,219;1,0;24;0;0,086;;24;0;;0,35;24;0;0,030;0;0,117;;;
2;8:00;03;2017;;18;6;2,0;353,48;73,444;0,098;;;0,020;0,020;;0;0,010;0,118;346,17;59,233;0,081;;;;0,000;;0;0,008;0,081;132,677;0,179;0,020;0,199;334,55;38,293;0,141;0,004;0,004;;;0,007;0,145;170,970;0,320;0,024;0,344;0,85;0,039;;0;301,49;0,108;0,167;0,275;0,056;0,5;5;0;0,009;;24;0;;0,35;24;0;0,030;0;0,039;;;
3;8:00;03;2017;;19;6;3,5;353,51;73,591;0,147;;;0,020;0,020;;0;0,017;0,167;346,19;59,314;0,081;;;;0,000;;0;0,014;0,081;132,905;0,228;0,020;0,248;334,58;38,399;0,106;0,004;0,004;;;0,012;0,110;171,304;0,334;0,024;0,358;0,35;0,030;;0;301,31;0,090;0,157;0,247;-0,028;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
4;8:00;03;2017;4,2;13;8;0,2;353,53;73,689;0,098;;;0,020;0,020;;0;0,001;0,118;346,20;59,354;0,040;;;;0,000;;0;0,001;0,040;133,043;0,138;0,020;0,158;334,62;38,541;0,142;0,004;0,004;;;0,001;0,146;171,584;0,280;0,024;0,304;0,35;0,030;;0;;;;;;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
5;8:00;03;2017;3,4;14;8;0,9;353,57;73,885;0,196;;;0,020;0,020;;0;0,004;0,216;346,24;59,516;0,162;;;;0,000;;0;0,004;0,162;133,401;0,358;0,020;0,378;334,66;38,682;0,141;0,004;0,004;;;0,003;0,145;172,083;0,499;0,024;0,523;0,35;0,030;;0;;;;;;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
6;8:00;03;2017;;14;9;1,9;353,60;74,032;0,147;;;0,020;0,020;;0;0,009;0,167;346,28;59,678;0,162;;;;0,000;;0;0,008;0,162;133,710;0,309;0,020;0,329;334,76;39,038;0,356;0,004;0,004;;;0,007;0,360;172,748;0,665;0,024;0,689;0,35;0,030;;0;300,90;0,053;0,295;0,348;#ÁVALOR!;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
7;8:00;03;2017;;17;9;2,6;353,63;74,180;0,148;;;0,020;0,020;;0;0,013;0,168;346,31;59,800;0,122;;;;0,000;;0;0,011;0,122;133,980;0,270;0,020;0,290;334,81;39,217;0,179;0,004;0,004;;;0,009;0,183;173,197;0,449;0,024;0,473;0,35;0,030;;0;300,89;0,052;0,329;0,381;0,033;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
8;8:00;03;2017;;22;9;3,8;353,66;74,328;0,148;;;0,020;0,020;3287;66;0,019;0,168;346,33;59,881;0,081;;;;0,000;;0;0,015;0,081;134,209;0,229;0,020;0,249;334,86;39,396;0,179;0,004;0,004;;;0,014;0,183;173,605;0,408;0,024;0,432;0,35;0,030;;0;300,88;0,051;0,374;0,425;0,044;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
9;8:00;03;2017;;22;9;5,2;353,68;74,426;0,098;;;0,020;0,020;;0;0,025;0,118;346,36;60,003;0,122;;;;0,000;;0;0,021;0,122;134,429;0,220;0,020;0,240;334,90;39,540;0,144;0,004;0,004;;;0,019;0,148;173,969;0,364;0,024;0,388;0,00;0,030;;0;300,87;0,050;0,360;0,410;-0,015;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
10;8:00;03;2017;;22;11;5,3;353,70;74,525;0,099;;;0,020;0,020;;0;0,026;0,119;346,40;60,166;0,163;;;;0,000;;0;0,022;0,163;134,691;0,262;0,020;0,282;334,94;39,684;0,144;0,004;0,004;;;0,019;0,148;174,375;0,406;0,024;0,430;0,35;0,030;;0;300,85;0,048;0,361;0,409;-0,001;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
11;8:00;03;2017;;26;10;4,5;353,72;74,624;0,099;;;0,020;0,020;;0;0,022;0,119;346,44;60,329;0,163;;;;0,000;;0;0,018;0,163;134,953;0,262;0,020;0,282;334,98;39,828;0,144;0,004;0,004;;;0,016;0,148;174,781;0,406;0,024;0,430;0,35;0,030;;0;;;;;;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
12;8:00;03;2017;;26;14;4,0;353,74;74,722;0,098;;;0,020;0,020;;0;0,020;0,118;346,46;60,411;0,082;;;;0,000;;0;0,016;0,082;135,133;0,180;0,020;0,200;335,01;39,936;0,108;0,004;0,004;;;0,014;0,112;175,069;0,288;0,024;0,312;0,35;0,030;;0;;;;;;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
13;8:00;03;2017;1,0;21;8;4,0;353,76;74,821;0,099;;;0,020;0,020;;0;0,020;0,119;346,48;60,493;0,082;;;;0,000;;0;0,016;0,082;135,314;0,181;0,020;0,201;335,03;40,008;0,072;0,004;0,004;;;0,014;0,076;175,322;0,253;0,024;0,277;0,35;0,030;;0;300,80;0,043;0,395;0,438;#ÁVALOR!;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
14;8:00;03;2017;6,0;10;8;0,2;353,78;74,920;0,099;;;0,020;0,020;3240;65;0,001;0,119;346,51;60,616;0,123;;;;0,000;;0;0,001;0,123;135,536;0,222;0,020;0,242;335,06;40,117;0,109;0,004;0,004;;;0,001;0,113;175,653;0,331;0,024;0,355;0,35;0,030;;0;300,79;0,043;0,437;0,480;0,042;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
15;8:00;03;2017;23,0;10;7;0,7;353,85;75,267;0,347;;;0,020;0,020;;0;0,003;0,367;346,56;60,821;0,205;;;;0,000;;0;0,003;0,205;136,088;0,552;0,020;0,572;335,40;41,361;1,244;0,004;0,004;;;0,003;1,248;177,449;1,796;0,024;1,820;0,35;0,030;1217;37;300,82;0,045;0,477;0,522;0,042;0,0;24;0;0,000;;24;0;;0,35;24;0;0,030;0;0,030;;;
16;8:00;03;2017;;15;7;2,6;353,90;75,516;0,249;;;0,020;0,020;3182;64;0,013;0,269;346,62;61,067;0,246;;;;0,000;;0;0,01066;0,246;136,583;0,495;0,020;0,515;335,67;42,365;1,004;0,004;0,004;;;0,010;1,008;178,948;1,499;0,024;1,523;1,05;0,091;1193;108;300,81;0,044;0,420;0,464;-0,058;0,7;24;0;0,060;;24;0;;0,35;24;0;0,030;0;0,091;;;
17;8:00;03;2017;0;15;10;2,9;353,92;75,615;0,099;;;0,020;0,020;2223;44;0,014;0,119;346,68;61,315;0,248;00:13;10;;0,006;;0;0,011986667;0,254;136,930;0,347;0,026;0,373;335,77;42,740;0,375;0,004;0,123;;;0,011;0,498;179,670;0,722;0,149;0,871;1,75;0,151;1193;180;301,10;0,070;0,437;0,507;0,043;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
18;8:00;03;2017;;16;8;2,3;353,94;75,715;0,100;;;0,020;0,020;;0;0,012;0,120;346,73;61,521;0,206;;;;0,000;;0;0,009;0,206;137,236;0,306;0,020;0,326;335,82;42,928;0,188;0,004;0,004;;;0,009;0,192;180,164;0,494;0,024;0,518;1,75;0,151;;0;;;;;;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
19;8:00;03;2017;;18;8;3,6;353,96;75,814;0,099;;;0,020;0,020;;0;0,018;0,119;346,78;61,728;0,207;;;;0,000;;0;0,015;0,207;137,542;0,306;0,020;0,326;335,89;43,193;0,265;0,004;0,084;;;0,014;0,349;180,735;0,571;0,104;0,675;1,75;0,151;;0;;;;;;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
20;8:00;03;2017;;21;8;2,5;353,98;75,914;0,100;;;0,020;0,020;;0;0,012;0,120;346,82;61,894;0,166;;;;0,000;;0;0,010;0,166;137,808;0,266;0,020;0,286;335,92;43,306;0,113;0,004;0,004;;;0,009;0,117;181,114;0,379;0,024;0,403;1,75;0,151;;0;301,37;0,096;0,222;0,318;#ÁVALOR!;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
21;8:00;03;2017;;22;10;3,5;353,99;75,964;0,050;01:50;11;0,020;0,091;3170;288;0,018;0,141;346,85;62,019;0,125;;;;0,000;;0;0,015;0,125;137,983;0,175;0,091;0,266;335,97;43,496;0,190;0,004;0,004;;;0,013;0,194;181,479;0,365;0,095;0,460;1,75;0,151;;0;301,33;0,092;0,251;0,343;0,025;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
22;8:00;03;2017;;16;9;4,0;354,00;76,014;0,050;;;0,020;0,020;;0;0,020;0,070;346,88;62,143;0,124;0:03;11;;0,002;;0;0,017;0,126;138,157;0,174;0,022;0,196;335,99;43,572;0,076;0,004;0,085;;;0,015;0,161;181,729;0,250;0,107;0,357;1,75;0,151;;0;301,31;0,090;0,245;0,335;-0,008;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
23;8:00;03;2017;1,7;15;5;1,7;354,00;76,014;0,000;02:00;11;0,020;0,097;3194;310;0,008;0,097;346,92;62,310;0,167;;;;0,000;;0;0,007;0,167;138,324;0,167;0,097;0,264;336,02;43,686;0,114;0,004;0,014;;;0,006;0,128;182,010;0,281;0,111;0,392;1,75;0,151;;0;301,29;0,088;0,231;0,319;-0,016;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
24;8:00;03;2017;;13;3;1,5;354,00;76,014;0,000;01:45;11;0,020;0,086;;0;0,007;0,086;346,96;62,477;0,167;;;;0,000;;0;0,006;0,167;138,491;0,167;0,086;0,253;336,03;43,724;0,038;0,004;0,085;;;0,006;0,123;182,215;0,205;0,171;0,376;1,75;0,151;;0;301,28;0,087;0,300;0,387;0,068;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
25;8:00;03;2017;1;12;4;0,4;354,00;76,014;0,000;02:00;11;0,020;0,096;;0;0,002;0,096;346,99;62,602;0,125;;;;0,000;;0;0,002;0,125;138,616;0,125;0,096;0,221;336,05;43,800;0,076;0,004;0,004;;;0,002;0,080;182,416;0,201;0,100;0,301;1,75;0,151;;0;;;;;;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
26;8:00;03;2017;;13;7;3,5;354,01;76,064;0,050;;;0,020;0,020;;0;0,018;0,070;347,02;62,728;0,126;;;;0,000;;0;0,015;0,126;138,792;0,176;0,020;0,196;336,06;43,839;0,039;0,004;0,085;;;0,014;0,124;182,631;0,215;0,105;0,320;1,75;0,151;;0;;;;;;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
27;8:00;03;2017;2,5;15;8;2,5;354,02;76,114;0,050;;;0,020;0,020;;0;0,013;0,070;347,05;62,854;0,126;;;;0,000;;0;0,010;0,126;138,968;0,176;0,020;0,196;336,07;43,877;0,038;0,004;0,085;;;0,010;0,123;182,845;0,214;0,105;0,319;1,75;0,151;;0;301,42;0,101;0,244;0,345;#ÁVALOR!;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
28;8:00;03;2017;;16;9;0,5;354,03;76,164;0,050;;;0,020;0,020;;0;0,003;0,070;347,07;62,937;0,083;;;;0,000;;0;0,002;0,083;139,101;0,133;0,020;0,153;336,06;43,839;-0,038;0,004;0,085;;;0,002;0,047;182,940;0,095;0,105;0,200;1,75;0,151;;0;301,26;0,085;0,260;0,345;5,55112E-17;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
29;8:00;03;2017;;19;9;2,5;354,02;76,114;-0,050;02:00;11;0,020;0,097;3329;323;0,013;0,047;347,10;63,064;0,127;;;;0,000;;0;0,011;0,127;139,178;0,077;0,097;0,174;336,09;43,953;0,114;0,004;0,004;;;0,010;0,118;183,131;0,191;0,101;0,292;1,75;0,151;;0;300,95;0,057;0,253;0,310;-0,035;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
30;8:00;03;2017;;19;9;7,0;354,01;76,064;-0,050;03:00;11;0,020;0,139;3089;429;0,035;0,089;347,12;63,148;0,084;;;;0,000;;0;0,029;0,084;139,212;0,034;0,139;0,173;336,09;43,953;0,000;0,004;0,045;;;0,027;0,045;183,165;0,034;0,184;0,218;1,75;0,151;;0;301,02;0,063;0,323;0,386;0,076;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
31;8:00;03;2017;;19;9;6,7;354,01;76,064;0,000;;;0,020;0,020;;0;0,033;0,020;347,13;63,190;0,042;;;;0,000;;0;0,02814;0,042;139,254;0,042;0,020;0,062;336,08;43,915;-0,038;0,004;0,085;;;0,025;0,047;183,169;0,004;0,105;0,109;1,75;0,151;;0;301,07;0,067;0,318;0,385;-0,001;1,4;24;0;0,121;;24;0;;0,35;24;0;0,030;0;0,151;;;
1;8:00;04;2017;;22;10;3,0;354,00;76,014;-0,050;01:50;11,0;0,020;0,111;;0;0,015;0,061;347,15;63,274;0,084;;;;0,000;;0;0,013;0,084;139,288;0,034;0,111;0,145;336,10;43,991;0,038;0,004;0,004;;;0,011;0,042;183,279;0,072;0,115;0,187;1,75;0,151;;0;;;;;;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
2;8:00;04;2017;;19;9;6,9;353,99;75,964;-0,050;;;0,020;0,020;;0;0,035;-0,030;347,17;63,358;0,084;;;;0,000;;0;0,029;0,084;139,322;0,034;0,020;0,054;336,09;43,953;-0,038;0,004;0,085;;;0,026;0,047;183,275;-0,004;0,105;0,101;1,75;0,151;;0;;;;;;1,4;24;0;0,121;0,0;24;0;0,000;0,35;24;0;0,030;0;0,151;;;
3;8:00;04;2017;;22;8;2,6;353,99;75,964;0,000;;;0,020;0,020;;0;0,013;0,020;347,18;63,401;0,043;;;;0,000;;0;0,011;0,043;139,365;0,043;0,020;0,063;336,08;43,915;-0,038;0,004;0,085;;;0,010;0,047;183,280;0,005;0,105;0,110;2,05;0,177;1300;230;301,43;0,102;0,209;0,311;#ÁVALOR!;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
4;8:00;04;2017;;19;11;5,6;353,97;75,864;-0,100;02:30;10,5;0,020;0,115;3101;357;0,028;0,015;347,20;63,485;0,084;;;;0,000;;0;0,024;0,084;139,349;-0,016;0,115;0,099;336,10;43,991;0,076;0,004;0,004;;;0,021;0,080;183,340;0,060;0,119;0,179;2,05;0,177;;0;301,34;0,093;0,333;0,426;0,115;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;
5;8:00;04;2017;;20;11;5,9;353,97;75,864;0,000;;;0,020;0,020;3159;63;0,030;0,020;347,21;63,527;0,042;;;;0,000;;0;0,025;0,042;139,391;0,042;0,020;0,062;336,08;43,915;-0,076;0,004;0,085;;;0,022;0,009;183,306;-0,034;0,105;0,071;2,35;0,203;;0;301,27;0,086;0,187;0,273;-0,153;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
6;8:00;04;2017;;24;10;5,0;353,95;75,765;-0,099;02:20;10,5;0,020;0,102;3124;319;0,025;0,003;347,23;63,612;0,085;;;;0,000;;0;0,021;0,085;139,377;-0,014;0,102;0,088;336,09;43,953;0,038;0,004;0,004;;;0,019;0,042;183,330;0,024;0,106;0,130;2,35;0,203;1205;245;301,36;0,095;0,150;0,245;-0,028;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
7;8:00;04;2017;;18;11;4,0;353,95;75,765;0,000;;;0,020;0,020;;0;0,020;0,020;347,24;63,654;0,042;;;;0,000;;0;0,017;0,042;139,419;0,042;0,020;0,062;336,08;43,915;-0,038;0,004;0,085;;;0,015;0,047;183,334;0,004;0,105;0,109;2,35;0,203;;0;301,19;0,078;0,104;0,182;-0,063;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
8;8:00;04;2017;;17;12;3,0;353,92;75,615;-0,150;02:00;10,5;0,020;0,097;;0;0,015;-0,053;347,25;63,696;0,042;;;;0,000;;0;0,013;0,042;139,311;-0,108;0,097;-0,011;336,06;43,839;-0,076;0,004;0,125;;;0,011;0,049;183,150;-0,184;0,222;0,038;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
9;8:00;04;2017;;17;12;7,0;353,92;75,615;0,000;;;0,020;0,020;;0;0,035;0,020;347,26;63,739;0,043;;;;0,000;;0;0,030;0,043;139,354;0,043;0,020;0,063;336,04;43,762;-0,077;0,004;0,085;;;0,027;0,008;183,116;-0,034;0,105;0,071;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
10;8:00;04;2017;;18;12;4,2;353,89;75,466;-0,149;02:00;10,5;0,020;0,096;;0;0,021;-0,053;347,27;63,781;0,042;;;;0,000;;0;0,018;0,042;139,247;-0,107;0,096;-0,011;336,02;43,686;-0,076;0,004;0,124;;;0,016;0,048;182,933;-0,183;0,220;0,037;2,35;0,203;;0;301,64;0,123;0,139;0,262;#ÁVALOR!;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
11;8:00;04;2017;;19;13;5,0;353,88;75,416;-0,050;;;0,020;0,020;;0;0,025;-0,030;347,28;63,824;0,043;;;;0,000;;0;0,022;0,043;139,240;-0,007;0,020;0,013;336,00;43,610;-0,076;0,004;0,085;;;0,019;0,009;182,850;-0,083;0,105;0,022;2,35;0,203;1193;242;301,53;0,112;0,122;0,234;-0,028;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
12;8:00;04;2017;;23;9;5,8;353,85;75,267;-0,149;02:00;10,5;0,020;0,097;;0;0,029;-0,052;347,29;63,866;0,042;;;;0,000;;0;0,024;0,042;139,133;-0,107;0,097;-0,010;335,97;43,496;-0,114;0,004;0,125;;;0,022;0,011;182,629;-0,221;0,222;0,001;2,35;0,203;;0;301,68;0,127;0,281;0,408;0,174;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
13;8:00;04;2017;;26;9;3,5;353,85;75,267;0,000;;;0,020;0,020;;0;0,017;0,020;347,30;63,908;0,042;;;;0,000;;0;0,015;0,042;139,175;0,042;0,020;0,062;335,96;43,458;-0,038;0,004;0,084;;;0,013;0,046;182,633;0,004;0,104;0,108;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
14;8:00;04;2017;;24;11;6,0;353,83;75,168;-0,099;02:00;10,5;0,020;0,098;;0;0,030;-0,001;347,30;63,908;0,000;;;;0,000;;0;0,025;0,000;139,076;-0,099;0,098;-0,001;335,94;43,382;-0,076;0,004;0,084;;;0,023;0,008;182,458;-0,175;0,182;0,007;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
15;8:00;04;2017;;25;13;4,0;353,82;75,118;-0,050;;;0,020;0,020;;0;0,020;-0,030;347,31;63,951;0,043;;;;0,000;;0;0,017;0,043;139,069;-0,007;0,020;0,013;335,93;43,344;-0,038;0,004;0,084;;;0,015;0,046;182,413;-0,045;0,104;0,059;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
16;8:00;04;2017;;26;9;3,1;353,81;75,069;-0,049;01:00;10,5;0,020;0,056;;0;0,015;0,007;347,32;63,993;0,042;;;;0,000;;0;0,013;0,042;139,062;-0,007;0,056;0,049;335,92;43,306;-0,038;0,004;0,084;;;0,012;0,046;182,368;-0,045;0,140;0,095;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
17;8:00;04;2017;;26;13;5,1;353,80;75,019;-0,050;;;0,020;0,020;;0;0,026;-0,030;347,32;63,993;0,000;;;;0,000;;0;0,02142;0,000;139,012;-0,050;0,020;-0,030;335,89;43,193;-0,113;0,004;0,125;;;0,019;0,012;182,205;-0,163;0,145;-0,018;2,35;0,203;;0;301,44;0,103;0,195;0,298;#ÁVALOR!;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
18;8:00;04;2017;;26;13;3,8;353,79;74,970;-0,049;01:00;10,5;0,020;0,056;3218;180;0,019;0,007;347,33;64,036;0,043;VAR;0,15;;0,002;;0;0,016;0,045;139,006;-0,006;0,058;0,052;335,86;43,079;-0,114;0,004;0,124;;;0,014;0,010;182,085;-0,120;0,182;0,062;2,35;0,203;;0;301,60;0,119;0,254;0,373;0,075;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
19;8:00;04;2017;;27;15;7,9;353,78;74,920;-0,050;01:00;10,5;0,020;0,056;3100;174;0,039;0,006;347,33;64,036;0,000;;;;0,000;;0;0,034;0,000;138,956;-0,050;0,056;0,006;335,83;42,966;-0,113;0,004;0,124;;;0,030;0,011;181,922;-0,163;0,180;0,017;2,35;0,174;;0;301,61;0,120;0,277;0,397;0,024;2,0;20;0;0,144;0,0;24;0;0,000;0,35;24;0;0,030;0;0,174;;;
20;8:00;04;2017;;20;14;7,0;353,76;74,821;-0,099;01:00;10,5;0,020;0,058;;0;0,035;-0,041;347,33;64,036;0,000;;;;0,000;;0;0,030;0,000;138,857;-0,099;0,058;-0,041;335,80;42,853;-0,113;0,004;0,124;;;0,026;0,011;181,710;-0,212;0,182;-0,030;2,35;0,203;1076;218;301,16;0,075;0,312;0,387;-0,01;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
21;8:00;04;2017;;17;13;7,0;353,75;74,772;-0,049;;;0,020;0,020;;0;0,034;-0,029;347,33;64,036;0,000;;;;0,000;;0;0,030;0,000;138,808;-0,049;0,020;-0,029;335,79;42,815;-0,038;0,004;0,004;;;0,027;-0,034;181,623;-0,087;0,024;-0,063;2,35;0,203;;0;301,66;0,125;0,160;0,285;-0,102;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
22;8:00;04;2017;5,5;16;12;5,5;353,72;74,624;-0,148;02:00;10,5;0,020;0,094;;0;0,027;-0,054;347,34;64,078;0,042;;;;0,000;;0;0,023;0,042;138,702;-0,106;0,094;-0,012;335,76;42,702;-0,113;0,004;0,125;;;0,021;0,012;181,404;-0,219;0,219;0,000;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
23;8:00;04;2017;;17;12;3,5;353,72;74,624;0,000;;;0,020;0,020;;0;0,017;0,020;347,35;64,121;0,043;;;;0,000;;0;0,015;0,043;138,745;0,043;0,020;0,063;335,73;42,590;-0,112;0,004;0,125;;;0,013;0,013;181,335;-0,069;0,145;0,076;2,35;0,203;;0;;;;;;2,0;24;0;0,173;0,0;24;0;0,000;0,35;24;0;0,030;0;0,203;;;
